bump:10.6,pothole:4.0,basespeed:5.0,lowerspeed:5.0,scaling:5.0,,,,,
-1.6414764,0.13777405,11.336625,23.55108041,87.29696584,-152.232284545898,6.068,0,12716792,0
-0.6606653,2.6933956,7.8151917,23.55108041,87.29696584,-152.232284545898,6.068,0,12716835,0
0.70359665,7.1692595,5.1699843,23.55108041,87.29696584,-152.232284545898,6.068,0,12716872,0
-0.767158,6.548046,6.4601254,23.55108041,87.29696584,-152.232284545898,6.068,0,12716912,0
-2.201718,1.694059,10.417152,23.55108041,87.29696584,-152.232284545898,6.068,0,12716953,0
-0.44052458,4.0468493,8.192369,23.55108041,87.29696584,-152.232284545898,6.068,0,12716974,0
-2.175648,-0.38917667,11.287362,23.55108041,87.29696584,-152.232284545898,6.068,0,12716995,0
-1.8441625,1.4114274,9.415584,23.55108041,87.29696584,-152.232284545898,6.068,0,12717033,0
-3.0176072,2.9961772,7.015699,23.55108041,87.29696584,-152.232284545898,6.068,0,12717074,0
-5.590218,0.6976482,9.228811,23.55108041,87.29696584,-152.232284545898,6.068,0,12717113,0
-6.8315997,-4.5632467,12.178583,23.55108041,87.29696584,-152.232284545898,6.068,0,12717154,0
-5.4833817,-3.5239477,13.292941,23.55108041,87.29696584,-152.232284545898,6.068,0,12717195,0
-4.505507,-2.1817513,10.620212,23.55108041,87.29696584,-152.232284545898,6.068,0,12717235,0
-4.0615554,1.1809207,8.640826,23.55108041,87.29696584,-152.232284545898,6.068,0,12717276,0
-3.2573729,1.5393248,8.952963,23.55108041,87.29696584,-152.232284545898,6.068,0,12717315,0
-2.6771743,1.6801915,9.410669,23.55108041,87.29696584,-152.232284545898,6.068,0,12717337,0
-3.4401965,2.3518012,8.989149,23.55108041,87.29696584,-152.232284545898,6.068,0,12717375,0
-0.2223907,3.7677171,8.831245,23.55108041,87.29696584,-152.232284545898,6.068,0,12717396,0
-2.2484014,0.3362346,11.093397,23.55108041,87.29696584,-152.232284545898,6.068,0,12717418,0
-0.025756804,2.084946,9.956526,23.55108041,87.29696584,-152.232284545898,6.068,0,12717455,0
-1.7970936,2.2103393,10.384765,23.55108041,87.29696584,-152.232284545898,6.068,0,12717478,0
-0.93253356,-0.4165139,12.217793,23.55108041,87.29696584,-152.232284545898,6.068,0,12717517,0
-2.6729035,-1.2063129,12.801216,23.55108041,87.29696584,-152.232284545898,6.068,0,12717556,0
-0.75877494,2.132772,10.682056,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717596,0
-3.1386867,1.7851995,9.621646,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717637,0
-3.7470777,-0.7473271,12.0473385,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717678,0
-2.9923732,-0.20297505,10.938277,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717717,0
-2.242763,0.31142315,10.497909,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717758,0
-3.4594557,-1.9590304,11.377473,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717799,0
-4.415048,-1.7186627,10.059876,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717839,0
-2.4239964,-0.8696268,11.375067,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717879,0
-3.687523,2.3057792,8.065989,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717900,0
-2.7484326,1.0499319,10.246191,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717940,0
-1.3952098,3.430353,6.93718,23.55107461,87.29697736,118.515106201172,4.5509996,0,12717961,0
-1.202196,6.0164495,6.3446426,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718000,0
-0.80146646,5.3682556,7.578693,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718040,0
-3.2985508,-0.051535934,11.161065,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718061,0
-2.7923453,0.3994494,10.667251,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718101,0
-2.1830368,0.9629007,11.004941,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718141,0
-2.6287677,2.6504095,9.781937,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718180,0
-2.8438199,4.080183,7.474979,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718201,0
-1.687904,-0.598349,10.797872,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718243,0
-3.91822,3.1987245,5.150283,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718282,0
-2.76034,1.937808,7.8352146,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718322,0
-1.9535913,1.3110871,8.062263,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718362,0
-2.5388184,3.2539206,7.7648005,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718403,0
-3.5669665,2.0524185,7.5512023,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718445,0
-1.8365023,1.6886649,8.511197,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718484,0
-1.3566124,3.8874362,8.493846,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718524,0
-2.9787908,0.92417324,9.747891,23.55107461,87.29697736,118.515106201172,4.5509996,0,12718546,0
-1.0303537,2.445419,9.173451,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718583,0
-3.5140545,-0.31127337,11.754406,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718604,0
-1.1319631,2.2969172,9.098597,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718625,0
0.70635074,5.533866,6.270018,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718664,0
-1.6928399,-2.758028,13.658779,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718685,0
-2.051869,-2.6496298,11.964994,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718727,0
1.6259125,6.8900514,5.7294564,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718766,0
0.6325727,3.3247902,9.797298,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718807,0
-1.893109,-1.30339,11.8696785,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718828,0
-0.43795076,3.3539274,8.624867,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718867,0
-0.7172237,-2.9095924,12.867464,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718889,0
-2.5133395,2.99388,7.8844075,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718928,0
-3.7594733,-2.3002608,14.353131,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718968,1
-0.65108746,7.32689,6.4706507,23.55106363,87.29700501,113.303955078125,4.5509996,0,12718990,0
-2.5769253,-0.6802516,10.81766,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719029,0
-0.48965797,2.1005733,9.03789,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719068,0
-1.3990409,3.2751806,8.805741,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719108,0
-1.0106925,0.82351184,8.966938,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719148,0
-1.5855018,4.8213863,7.190029,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719188,0
-1.8272791,-2.6270845,12.231153,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719209,0
-2.4197595,-0.3683133,11.377793,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719250,0
-2.0918305,-4.3537273,14.149699,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719289,0
-1.9595784,4.743734,8.630886,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719311,0
-1.2673193,-1.4751335,9.264908,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719349,0
-1.1723812,1.5909202,9.289849,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719370,0
-1.962979,3.1944401,7.806213,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719411,0
0.2462832,4.7607613,8.10368,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719451,0
-4.927883,-4.538072,13.5151415,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719491,0
-4.3208556,-6.091907,15.150802,23.55106363,87.29700501,113.303955078125,4.5509996,0,12719531,0
-0.78179234,5.5887218,6.9392653,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719552,0
-3.2239223,0.26813105,10.275065,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719593,0
-2.3841538,-0.5446494,10.263711,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719635,0
0.109389715,4.9552345,7.0618086,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719671,0
-2.0073624,-0.24302597,11.635843,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719692,0
-0.5877067,2.7307806,6.982564,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719733,0
-0.40938595,3.8252034,7.085792,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719773,0
-1.8960686,-0.07806561,11.137436,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719794,0
-0.9849119,1.683403,8.52076,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719833,0
-4.048199,-1.5812109,10.61343,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719855,0
-1.2432871,1.522077,8.364201,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719896,0
-2.0483453,0.07445565,9.683571,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719934,0
-4.151811,2.382732,7.449917,23.55104798,87.2970477,111.685470581055,4.5509996,0,12719975,0
-1.8426055,5.5325184,4.9582376,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720018,0
-1.3500468,4.8000636,5.6832438,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720055,0
-3.501159,2.0563102,9.484439,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720095,0
-2.4438512,0.81411326,8.918968,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720118,0
-2.3194418,2.6893532,8.493118,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720156,0
-2.6623662,-3.2396326,12.318877,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720177,0
-0.31598574,4.209609,7.0507236,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720215,0
-2.6964552,2.7528203,6.7359276,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720256,0
-2.282733,3.4891975,6.1701736,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720297,0
-4.0299797,-1.5868618,10.901763,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720318,0
-1.3872,3.7363973,6.0785475,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720340,0
-1.5658277,6.15987,4.7907114,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720377,0
-2.91738,5.7847424,5.5900474,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720418,0
-1.6644244,1.4547607,9.212272,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720459,0
-4.011929,-2.7611084,12.611869,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720498,0
1.5978461E-05,4.9689083,5.4730415,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720519,0
-5.235451,-4.234851,13.799714,23.55104798,87.2970477,111.685470581055,4.5509996,0,12720540,0
-2.652046,8.5647,1.1981298,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720609,0
-2.9723647,-10.539635,18.776865,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720639,0
-1.5727819,5.906869,6.7370005,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720663,0
-1.236551,-0.6196807,10.258507,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720703,0
-5.1151285,-5.8269486,14.829245,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720742,0
-3.2910473,-3.1234312,13.1277275,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720780,0
-1.3102741,3.0086503,8.764774,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720804,0
-1.6419607,2.791831,6.7976704,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720842,0
-1.9126911,2.0957124,7.6903806,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720881,0
-4.0519733,4.6488013,6.9574513,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720921,0
-0.54141617,-0.44159234,9.667571,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720942,0
-4.676431,0.5500662,10.601807,23.55102304,87.29708301,127.457710266113,4.5509996,0,12720984,0
-2.4732466,-0.02703202,10.221227,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721023,0
-0.50345117,-3.7995245,14.953407,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721052,0
-1.1025885,9.816087,1.3263515,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721083,0
-6.5233617,-6.283447,15.919382,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721104,0
-4.2161365,-1.193654,12.014099,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721144,0
-1.0840719,-3.372986,13.923191,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721184,0
-5.4793153,-4.0326724,12.195171,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721224,0
-1.8018161,0.7253888,10.816809,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721264,0
-1.7164427,-5.016912,15.103719,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721305,0
-6.4566936,-3.1324947,10.776917,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721346,0
-4.985158,-0.048925787,12.645876,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721386,0
0.09382254,-3.7259557,13.228782,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721426,0
-4.9816346,-3.2384734,12.491353,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721466,0
-1.4524941,-3.1407845,14.330895,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721507,0
-5.9015083,-0.6887384,10.736822,23.55102304,87.29708301,127.457710266113,4.5509996,0,12721540,0
-1.7362826,-2.5304341,11.414705,23.55099606,87.29712698,123.647117614746,4.5509996,0,12721647,0
-1.5989022,0.31905562,11.494768,23.55099606,87.29712698,123.647117614746,4.5509996,0,12721687,0
-1.4568473,2.0323212,9.298389,23.55099606,87.29712698,123.647117614746,4.5509996,0,12721728,0
-1.89259,0.7942338,9.270275,23.55099606,87.29712698,123.647117614746,4.5509996,0,12721750,0
-2.3499646,1.733582,10.25604,23.55099606,87.29712698,123.647117614746,4.5509996,0,12721788,0
-1.9008651,-0.80687237,12.332088,23.55099606,87.29712698,123.647117614746,4.5509996,0,12721830,0
-0.8095957,0.82220227,9.595366,23.55099606,87.29712698,123.647117614746,4.5509996,0,12721869,0
-1.6578872,1.5681657,10.288507,23.55099606,87.29712698,123.647117614746,4.5509996,0,12721909,0
-2.2963355,2.2156043,9.035776,23.55099606,87.29712698,123.647117614746,4.5509996,0,12721949,0
-1.8226264,3.77364,7.6209083,23.55099606,87.29712698,123.647117614746,4.5509996,0,12721992,0
-1.6569798,-4.63009,11.922592,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722030,0
-2.6444824,5.426426,5.0890946,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722070,0
-2.7065744,3.868457,8.656642,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722111,0
-2.967388,-4.2772164,12.706651,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722151,0
-1.7532053,2.3957627,6.961751,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722190,0
-1.675774,-1.1066222,11.269376,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722212,0
-4.5493207,-1.0110906,11.605533,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722251,0
-1.5581923,-0.24773459,11.744688,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722291,0
-1.1501819,-0.5104107,10.814745,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722331,0
-2.7518954,1.1178446,9.450064,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722352,0
-2.004491,1.9539828,9.959145,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722374,0
-2.3411448,1.147422,10.081383,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722412,0
-1.2376512,0.8034486,10.968457,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722433,0
-1.1771675,4.240791,7.830533,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722473,0
-0.6241741,3.9523017,7.412928,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722494,0
-2.0768495,1.4957855,9.415442,23.55099606,87.29712698,123.647117614746,4.5509996,0,12722533,0
-0.6636441,3.3265474,7.0830216,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722572,0
-1.9941995,-1.6882582,11.962232,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722594,0
-1.389288,-1.2996233,11.046111,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722633,0
0.9228364,0.6739335,8.628026,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722675,0
-2.573675,8.484777,4.1893716,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722714,0
-2.4861665,0.6495439,8.242227,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722754,0
-2.7766213,0.71669406,10.62631,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722775,0
-3.1282902,-3.402107,12.301912,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722796,0
-0.5532985,2.1965938,8.969247,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722836,0
-5.227385,-0.23857579,11.651568,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722878,0
-2.9367442,4.2485733,7.640011,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722916,0
-6.2000475,-6.3419657,16.036064,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722956,0
-4.9789844,-7.8423176,16.862112,23.55096644,87.29717395,124.373725891113,4.5509996,0,12722996,0
-1.6829967,-7.389208,15.315335,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723038,0
-2.0444481,6.72775,4.662047,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723079,0
1.5682042,11.624162,0.36812663,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723117,0
-3.9055526,-9.092571,17.618813,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723138,0
-3.2661672,-1.7128979,9.391069,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723178,0
-1.5755218,2.4118338,9.231907,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723217,0
-3.3092697,1.0603814,9.178435,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723238,0
-2.9623487,-0.48205248,8.621968,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723278,0
-0.33263645,3.6390305,7.1987095,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723320,0
-1.9072868,3.086073,7.4251237,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723359,0
-2.1816096,1.6317877,8.806701,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723400,0
-0.7555076,4.193065,8.156895,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723440,0
-1.8509696,0.8739141,11.634216,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723480,0
-3.3947618,-0.32286805,10.557489,23.55096644,87.29717395,124.373725891113,4.5509996,0,12723520,0
-1.1630569,-0.45505947,11.24959,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723563,0
-1.520837,-0.8101416,10.812107,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723600,0
-1.8372593,3.1817586,9.238736,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723621,0
-0.77945757,0.028364759,12.106479,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723663,0
-2.2701719,-0.94140136,9.90569,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723701,0
0.43936178,-0.05159016,10.79526,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723722,0
-2.6189055,4.298752,6.779947,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723762,0
-4.571452,-4.818428,15.030589,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723802,0
-3.1105032,-4.5305104,13.297775,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723844,0
-3.6527107,-2.7439988,12.385019,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723884,0
-2.7147589,-6.592408,15.444818,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723924,0
0.07797267,-1.7391735,10.804482,23.55093503,87.29723022,121.19457244873,4.5509996,0,12723963,0
-0.24626204,11.108961,1.1767205,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724004,0
0.0018786748,5.4687705,7.301124,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724044,0
-1.194892,0.3030944,11.728202,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724085,0
-0.43883553,10.847943,3.1792395,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724107,0
-4.43062,-0.41057575,10.119072,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724144,0
-1.4891949,1.8969882,9.562546,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724167,0
-2.6642778,5.2977123,5.8230906,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724206,0
-2.3621895,-4.976378,15.4126835,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724245,0
-1.1894625,0.32949078,8.55485,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724286,0
-2.6070492,3.8793757,7.007779,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724328,0
0.64886874,6.026537,4.935747,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724366,0
0.26899466,4.3367314,7.546752,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724407,0
-3.1095688,1.222458,9.275721,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724428,0
-3.1769602,-3.54935,11.922289,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724466,0
-2.9253273,2.4111824,8.622364,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724487,0
-0.25635257,2.41917,7.9157023,23.55093503,87.29723022,121.19457244873,4.5509996,0,12724527,0
-2.1993427,-2.9038947,13.758464,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724568,0
-2.7972057,-0.34462973,10.422242,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724608,0
-2.2389627,2.5331416,9.8905735,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724649,0
0.5462529,2.58752,6.9257007,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724689,0
0.7190536,3.5252461,9.026266,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724729,0
-1.5424294,4.544538,7.609764,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724770,0
0.46379215,4.786096,5.05583,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724811,0
-2.1453016,3.2194998,7.501735,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724850,0
-0.57205445,0.65687984,9.209926,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724891,0
-2.2861516,1.7096077,10.418135,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724930,0
-4.4515667,-6.3503203,13.022009,23.55089805,87.29728632,125.565719604492,4.5509996,0,12724972,0
-0.5289391,4.7750797,6.420405,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725012,0
-1.758726,3.619046,8.064991,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725054,0
-2.63658,3.8089137,7.7788424,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725091,0
-1.4139043,0.35099098,11.073832,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725132,0
-6.06659,3.900995,4.6025643,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725173,0
-16.176155,-11.144452,21.218575,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725213,0
-11.0700655,-11.986315,18.145718,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725253,0
-3.3398333,0.99830574,10.169888,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725293,0
-1.0274574,2.681571,6.4332376,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725334,0
-2.297256,-1.1301754,11.448493,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725356,0
-2.9654746,-2.2804492,11.400661,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725396,0
-0.6357441,-0.39034745,8.153321,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725435,0
-4.614128,-4.0744333,12.1342125,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725456,0
0.5306329,1.0468752,9.761306,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725496,0
1.4217032,4.475271,6.242257,23.55089805,87.29728632,125.565719604492,4.5509996,0,12725536,0
-1.7687397,1.88175,9.787614,23.55085556,87.2973643,120.585006713867,4.5509996,0,12725559,0
-2.70334,1.4378878,9.491303,23.55085556,87.2973643,120.585006713867,4.5509996,0,12725595,0
1.4440913,6.2439294,4.237297,23.55085556,87.2973643,120.585006713867,4.5509996,0,12725616,0
1.6614516,1.9524046,10.572757,23.55085556,87.2973643,120.585006713867,4.5509996,0,12725657,0
-4.257651,8.862855,3.5420198,23.55085556,87.2973643,120.585006713867,4.5509996,0,12725678,0
-0.44241545,13.148955,0.04019605,23.55085556,87.2973643,120.585006713867,4.5509996,0,12725716,0
-2.448076,-2.0447917,9.029135,23.55085556,87.2973643,120.585006713867,4.5509996,0,12725737,0
-4.963318,3.038616,5.594005,23.55085556,87.2973643,120.585006713867,4.5509996,0,12725777,0
