,ori,,
1582893543837,79.308044,-28.223495,-4.82245
1582893543855,78.77109,-28.630505,-4.990004
1582893543874,78.18109,-28.962433,-5.0871797
1582893543893,78.102356,-28.982595,-5.1139903
1582893543912,77.64343,-29.231598,-5.1205435
1582893543931,77.39197,-29.36936,-5.168091
1582893543951,77.30966,-29.402496,-5.2252026
1582893543970,77.091125,-29.522608,-5.250354
1582893543989,76.94092,-29.613201,-5.3216667
1582893544008,76.797516,-29.67273,-5.303111
1582893544044,76.68091,-29.732233,-5.337391
1582893544073,76.64606,-29.75839,-5.4373417
1582893544073,76.52429,-29.822573,-5.4921618
1582893544084,76.447876,-29.846066,-5.5046864
1582893544103,76.38522,-29.86867,-5.516376
1582893544123,76.36401,-29.867117,-5.521699
1582893544144,76.30173,-29.886425,-5.5157046
1582893544161,76.20184,-29.931067,-5.5390177
1582893544181,76.08414,-29.986439,-5.5431333
1582893544201,76.019135,-30.005676,-5.516773
1582893544244,75.81995,-30.12264,-5.57559
1582893544244,76.03827,-29.946356,-5.4127274
1582893544268,75.88562,-30.030172,-5.401242
1582893544275,75.7048,-30.130703,-5.4410076
1582893544295,75.92819,-29.994888,-5.4419985
1582893544314,75.70563,-30.113451,-5.474032
1582893544335,75.62082,-30.156713,-5.4527354
1582893544354,75.64441,-30.131878,-5.494455
1582893544373,75.55597,-30.181438,-5.481582
1582893544393,75.50708,-30.199774,-5.4578166
1582893544422,75.4946,-30.18531,-5.4293475
1582893544435,75.47363,-30.172756,-5.4032717
1582893544448,75.384155,-30.218676,-5.4278054
1582893544467,75.33203,-30.228846,-5.402657
1582893544487,75.322845,-30.204971,-5.37962
1582893544506,75.25372,-30.231562,-5.357543
1582893544527,75.22354,-30.241066,-5.363715
1582893544546,75.21167,-30.239027,-5.3641295
1582893544565,75.128174,-30.28012,-5.3673873
1582893544584,75.11038,-30.288109,-5.371912
1582893544603,75.1236,-30.27189,-5.37168
1582893544626,75.111176,-30.25986,-5.361855
1582893544639,75.01318,-30.295246,-5.3508105
1582893544659,74.969666,-30.30585,-5.3502927
1582893544678,74.9588,-30.30167,-5.3510056
1582893544697,74.85672,-30.350334,-5.3393617
1582893544717,74.8598,-30.333752,-5.302697
1582893544738,74.84241,-30.327272,-5.2647023
1582893544756,74.81833,-30.335722,-5.2445383
1582893544775,74.77667,-30.344185,-5.2097917
1582893544809,74.640564,-30.412415,-5.2082276
1582893544816,74.614685,-30.42406,-5.219728
1582893544833,74.61713,-30.41146,-5.2161674
1582893544851,74.61572,-30.395046,-5.203693
1582893544870,74.60751,-30.38036,-5.176892
1582893544889,74.56616,-30.396706,-5.1721315
1582893544910,74.57019,-30.38511,-5.151461
1582893544928,74.50989,-30.414392,-5.1607647
1582893544948,74.44333,-30.449081,-5.167333
1582893544967,74.43396,-30.445507,-5.146009
1582893544987,74.450806,-30.426434,-5.1224217
