,ori,,
1582894770482,171.49634,-9.987495,-1.0950546
1582894770505,171.33594,-10.111821,-1.4702431
1582894770522,171.18744,-10.13792,-1.7325813
1582894770544,171.12592,-10.073925,-1.8022573
1582894770565,171.16321,-9.929398,-1.6608061
1582894770583,171.19336,-9.6991625,-1.5370606
1582894770604,171.2268,-9.543298,-1.3899785
1582894770624,171.26599,-9.4766655,-1.2857087
1582894770644,171.29877,-9.3685,-1.148251
1582894770668,171.32556,-9.270419,-1.0418363
1582894770683,171.32318,-9.258697,-0.9655976
1582894770703,171.297,-9.290425,-0.9158159
1582894770723,171.31805,-9.256204,-0.84386563
1582894770743,171.38184,-9.195027,-0.7409517
1582894770763,171.4126,-9.187593,-0.65800506
1582894770784,171.43524,-9.184543,-0.6297396
1582894770804,171.45483,-9.147702,-0.5694888
1582894770824,171.49341,-9.159177,-0.48899847
1582894770844,171.50671,-9.145711,-0.4592902
1582894770866,171.50446,-9.132366,-0.46999758
1582894770889,171.48883,-9.147528,-0.47444996
1582894770905,171.50726,-9.172877,-0.4754843
1582894770926,171.51453,-9.2280855,-0.43201482
1582894770946,171.53394,-9.216677,-0.40756404
1582894770969,171.5553,-9.226811,-0.38145766
1582894770987,171.57794,-9.249963,-0.35095984
1582894771006,171.59619,-9.179583,-0.42803228
1582894771026,171.70642,-8.8631115,-0.34283555
1582894771046,171.90094,-9.150911,-0.12470613
1582894771068,171.96698,-9.242054,-0.31338054
1582894771099,172.02466,-8.874697,-0.35831115
1582894771106,171.98206,-9.100828,-0.36174577
1582894771128,171.88232,-9.513521,-0.38324258
1582894771149,171.82831,-9.338002,-0.38302955
1582894771169,171.84845,-9.038997,-0.40563387
1582894771188,171.90924,-9.199462,-0.33373457
1582894771209,171.9184,-9.288952,-0.35446864
1582894771229,171.94446,-9.2256975,-0.26423076
1582894771249,171.93408,-9.163078,-0.25918674
1582894771268,171.93121,-9.207456,-0.2405104
1582894771296,171.93964,-9.201762,-0.27950114
1582894771308,171.97449,-9.128031,-0.28909725
1582894771329,172.055,-9.111386,-0.2872236
1582894771349,172.11743,-9.017624,-0.46886715
1582894771368,172.17847,-9.005007,-0.56741637
1582894771391,172.24615,-9.191072,-0.5331023
1582894771413,172.27264,-9.337621,-0.70999146
1582894771432,172.27051,-9.174309,-0.88569075
1582894771452,172.24072,-9.144977,-0.94779056
1582894771481,172.1474,-9.386427,-0.97929746
1582894771511,172.06091,-9.507975,-1.06049
1582894771513,171.97302,-9.371945,-1.0798905
1582894771532,171.89343,-9.231395,-1.0353494
1582894771552,171.8692,-9.2112665,-0.9906288
1582894771571,171.85925,-9.222249,-0.97381955
1582894771595,171.84113,-9.254023,-0.9243948
1582894771610,171.8385,-9.242966,-0.8998333
1582894771636,171.86682,-9.187879,-0.91044104
1582894771662,171.9289,-9.161967,-0.94396895
1582894771676,172.02155,-9.1784525,-0.9721088
1582894771711,172.0741,-9.200927,-1.030336
1582894771715,172.14545,-9.202141,-1.0869527
1582894771736,172.19305,-9.202813,-1.1558203
1582894771753,172.24695,-9.2125635,-1.2092879
1582894771776,172.29211,-9.21835,-1.255704
1582894771794,172.32953,-9.202319,-1.300939
1582894771814,172.35596,-9.178726,-1.3700786
1582894771833,172.3971,-9.181466,-1.4397767
1582894771855,172.44324,-9.204075,-1.4963312
1582894771881,172.48761,-9.217105,-1.5608982
1582894771912,172.50305,-9.207863,-1.6207316
1582894771915,172.5086,-9.22423,-1.6861875
1582894771936,172.47375,-9.261901,-1.7188065
1582894771956,172.42761,-9.262101,-1.7545162
1582894771977,172.43298,-9.232586,-1.787539
1582894771995,172.40039,-9.249558,-1.8180348
1582894772015,172.40881,-9.297087,-1.8140581
1582894772037,172.3747,-9.331763,-1.8365049
1582894772055,172.36139,-9.244404,-1.8761601
1582894772079,172.32178,-9.167746,-1.9000001
1582894772102,172.307,-9.256322,-1.8957769
1582894772122,172.30743,-9.30407,-1.8758408
1582894772137,172.30365,-9.277806,-1.8856095
1582894772159,172.28882,-9.232144,-1.8814394
1582894772177,172.29095,-9.203226,-1.8900566
1582894772197,172.30176,-9.237633,-1.8949534
1582894772218,172.33514,-9.250124,-1.8905735
1582894772237,172.38574,-9.214964,-1.9074458
1582894772262,172.40106,-9.19677,-1.916007
1582894772281,172.406,-9.208128,-1.927362
1582894772304,172.40656,-9.232161,-1.9360895
1582894772322,172.44275,-9.229328,-1.9350173
1582894772339,172.4596,-9.210364,-1.946532
1582894772360,172.47144,-9.220698,-1.9533767
1582894772381,172.50433,-9.235006,-1.9719356
1582894772399,172.55072,-9.229885,-1.9992278
1582894772421,172.58136,-9.230341,-2.043259
1582894772441,172.60864,-9.240791,-2.0785913
1582894772460,172.59698,-9.250621,-2.1016412
1582894772480,172.59033,-9.259575,-2.1285884
1582894772501,172.57275,-9.253359,-2.161744
1582894772520,172.56592,-9.252732,-2.1756725
1582894772543,172.5758,-9.249332,-2.1779025
1582894772561,172.56226,-9.244128,-2.187388
