x,y,z
0.05155945 , 3.046524 , 9.124908
-0.177948 , 3.0693817 , 9.0793
-0.49116516 , 3.0080109 , 9.137207
-0.47961426 , 3.006958 , 9.231461
-0.27471924 , 3.0422058 , 9.221771
-0.14427185 , 3.077301 , 9.136765
-0.24613953 , 3.1485138 , 9.01709
-0.34007263 , 3.1470337 , 8.903168
-0.33415222 , 3.1413422 , 8.982941
-0.2695465 , 3.0274048 , 9.182098
-0.24171448 , 2.983017 , 9.298859
-0.27053833 , 2.9917908 , 9.340973
-0.3690033 , 3.0127716 , 9.153275
-0.4889679 , 3.065216 , 9.012344
-0.5133972 , 3.0529785 , 9.013962
-0.37965393 , 3.022995 , 9.096146
-0.26257324 , 3.0441132 , 9.229919
-0.32955933 , 3.0319824 , 9.169449
-0.49697876 , 3.040741 , 9.054077
-0.5193939 , 3.0488586 , 9.026169
-0.42001343 , 3.0165405 , 9.044022
-0.3892975 , 2.9761658 , 9.210556
-0.4535675 , 2.928131 , 9.302078
-0.52583313 , 2.9599 , 9.206482
-0.45092773 , 3.0351868 , 9.070816
-0.3614502 , 3.0734558 , 9.023712
-0.32572937 , 3.045166 , 9.069473
-0.36431885 , 2.9806976 , 9.171616
-0.3547058 , 2.9816132 , 9.254395
-0.30421448 , 3.0095062 , 9.147446
-0.36912537 , 3.032547 , 9.089981
-0.4390869 , 3.0220337 , 9.044998
-0.39570618 , 3.007187 , 9.132141
-0.31108093 , 2.9937744 , 9.223846
-0.27342224 , 3.0071106 , 9.177521
-0.30493164 , 3.0308685 , 9.069397
-0.325531 , 3.0589142 , 8.998688
-0.30085754 , 3.044632 , 9.0238495
-0.2432251 , 3.0093536 , 9.115814
-0.21984863 , 2.998932 , 9.230713
-0.21281433 , 2.999298 , 9.157806
-0.2029419 , 3.0236664 , 9.070663
-0.29510498 , 3.0810852 , 9.048981
-0.47976685 , 3.1165924 , 8.927109
-0.5181885 , 3.0748444 , 8.875015
-0.27978516 , 3.0171661 , 9.1267395
-0.07519531 , 3.0044556 , 9.344177
-0.1529541 , 3.0136108 , 9.258148
-0.4259796 , 3.0453644 , 9.113403
-0.49806213 , 3.0788727 , 9.019318
-0.23091125 , 3.1125946 , 9.012039
0.010101318 , 3.1298676 , 9.0846405
0.02708435 , 3.0883636 , 9.039871
-0.16241455 , 3.0782623 , 9.073105
-0.282135 , 3.0053558 , 9.085236
-0.19447327 , 2.917633 , 9.151672
-0.07711792 , 2.8655396 , 9.2812805
-0.0012207031 , 2.8796692 , 9.454254
0.002319336 , 2.9396973 , 9.363693
-0.10861206 , 3.0411072 , 9.131729
-0.3260498 , 3.1419373 , 8.902634
-0.32409668 , 3.1858826 , 8.78978
-0.19685364 , 3.142212 , 8.932312
-0.07312012 , 3.0511475 , 9.198639
-0.26722717 , 2.9408722 , 9.339264
-0.5245514 , 2.848999 , 9.323532
-0.5475464 , 2.8180542 , 9.286987
-0.31748962 , 2.8328857 , 9.239334
-0.13476562 , 2.8561554 , 9.365952
-0.20539856 , 2.9239655 , 9.411148
-0.3711853 , 3.0184326 , 9.279831
-0.42570496 , 3.1993103 , 9.023117
-0.35195923 , 3.3468933 , 8.820923
-0.25616455 , 3.4112854 , 8.816132
-0.26719666 , 3.384018 , 8.876617
-0.38493347 , 3.2987976 , 8.984879
-0.5023346 , 3.2187805 , 9.145309
-0.4912262 , 3.1359558 , 9.133987
-0.42939758 , 3.0770416 , 9.175858
-0.35871887 , 3.002182 , 9.226074
-0.394516 , 2.9273987 , 9.314499
-0.50213623 , 2.8877869 , 9.372223
-0.548996 , 2.9275208 , 9.330444
-0.5001221 , 3.0321045 , 9.133087
-0.4131012 , 3.1301117 , 8.9262085
-0.3735962 , 3.1937256 , 8.934006
-0.44883728 , 3.1558533 , 8.91011
-0.4840393 , 3.0769806 , 9.0668335
-0.42062378 , 2.9731598 , 9.226654
-0.35346985 , 2.8902588 , 9.120224
-0.3337555 , 2.8948975 , 9.157272
-0.3175354 , 2.843628 , 9.152054
-0.28248596 , 2.8044891 , 9.178497
-0.29663086 , 2.7777557 , 9.234726
-0.34524536 , 2.7832947 , 9.2357025
-0.40748596 , 2.8015747 , 9.205109
-0.36253357 , 2.829239 , 9.208923
-0.3005066 , 2.8881989 , 9.214584
-0.35594177 , 2.9309692 , 9.17337
-0.45368958 , 2.9707184 , 9.141312
-0.44343567 , 3.0085297 , 9.115448
-0.3605957 , 3.0467224 , 9.13031
-0.3816681 , 3.0684814 , 9.111237
-0.49487305 , 3.0791473 , 9.019058
-0.5075836 , 3.10318 , 8.9917755
-0.3734131 , 3.0944366 , 9.022202
-0.22802734 , 3.0200195 , 9.134476
-0.23164368 , 2.9750824 , 9.251053
-0.30422974 , 2.9448395 , 9.263382
-0.32017517 , 2.944687 , 9.238617
-0.28094482 , 2.9607239 , 9.273178
-0.22241211 , 2.994217 , 9.234848
-0.30397034 , 3.0720673 , 9.137482
-0.3378601 , 3.118164 , 9.01622
-0.2779541 , 3.1340942 , 8.978241
-0.15664673 , 3.1235962 , 9.027237
-0.09675598 , 3.0440826 , 9.103073
-0.16773987 , 2.960617 , 9.200439
-0.19998169 , 2.8790283 , 9.172104
-0.13780212 , 2.8615875 , 9.216156
-0.06565857 , 2.829422 , 9.232025
-0.08248901 , 2.8424683 , 9.251099
-0.1275177 , 2.8776703 , 9.274414
-0.10595703 , 2.931137 , 9.164581
-0.05055237 , 3.0310516 , 9.083267
-0.08578491 , 3.0963593 , 8.980682
-0.101379395 , 3.1002655 , 8.940842
0.0039978027 , 3.0520935 , 9.137039
0.046844482 , 2.9253082 , 9.398453
0.059539795 , 2.6661682 , 9.01828
0.1880188 , 2.8032837 , 9.9422455
0.7579193 , 2.334137 , 8.485138
0.97613525 , 3.8403168 , 11.775452
-0.92977905 , 1.9826202 , 5.826416
-3.2837982 , 3.1636658 , 9.501404
-1.5465851 , 2.8266602 , 8.650223
1.7752686 , 3.024002 , 9.70639
1.8058472 , 3.29982 , 10.194244
-1.2207947 , 3.0596313 , 10.041763
-1.8486328 , 3.1291046 , 7.39946
0.60743713 , 3.4636536 , 8.071701
1.3139801 , 3.8413696 , 9.221222
-0.6424408 , 3.0554047 , 8.607376
-1.8391571 , 2.6721191 , 9.196777
-0.75901794 , 2.7672882 , 10.161774
0.41793823 , 2.5437012 , 9.420273
0.19306946 , 2.8554382 , 10.221115
-0.41082764 , 2.9577484 , 9.048706
-0.55303955 , 3.2578735 , 8.541306
-0.5974121 , 3.1978302 , 8.80307
-0.82406616 , 3.144287 , 9.145615
-1.0087891 , 3.0767365 , 9.019272
-0.94485474 , 3.2003937 , 9.308197
-0.6123047 , 3.2274017 , 9.055664
-0.61151123 , 3.2652893 , 8.84697
-1.256012 , 3.289322 , 8.96167
-1.404892 , 3.1995392 , 8.683716
-0.14794922 , 3.4219666 , 9.145721
1.2514191 , 3.6098633 , 9.366455
0.9928589 , 3.390976 , 8.343369
-0.6230774 , 3.4374542 , 8.354935
