x=0.05155945 , y=3.046524 , z=9.124908
x=-0.07519531 , y=3.0044556 , z=9.344177
x=-0.1529541 , y=3.0136108 , z=9.258148
x=-0.4259796 , y=3.0453644 , z=9.113403
x=-0.49806213 , y=3.0788727 , z=9.019318
x=-0.23091125 , y=3.1125946 , z=9.012039
x=0.010101318 , y=3.1298676 , z=9.0846405
x=0.02708435 , y=3.0883636 , z=9.039871
x=-0.16241455 , y=3.0782623 , z=9.073105
x=-0.282135 , y=3.0053558 , z=9.085236
x=-0.19447327 , y=2.917633 , z=9.151672
x=-0.07711792 , y=2.8655396 , z=9.2812805
x=-0.0012207031 , y=2.8796692 , z=9.454254
x=0.002319336 , y=2.9396973 , z=9.363693
x=-0.10861206 , y=3.0411072 , z=9.131729
x=-0.3260498 , y=3.1419373 , z=8.902634
x=-0.32409668 , y=3.1858826 , z=8.78978
x=-0.19685364 , y=3.142212 , z=8.932312
x=-0.07312012 , y=3.0511475 , z=9.198639
x=-0.26722717 , y=2.9408722 , z=9.339264
x=-0.5245514 , y=2.848999 , z=9.323532
x=-0.5475464 , y=2.8180542 , z=9.286987
x=-0.31748962 , y=2.8328857 , z=9.239334
x=-0.13476562 , y=2.8561554 , z=9.365952
x=-0.20539856 , y=2.9239655 , z=9.411148
x=-0.3711853 , y=3.0184326 , z=9.279831
x=-0.42570496 , y=3.1993103 , z=9.023117
x=-0.35195923 , y=3.3468933 , z=8.820923
x=-0.25616455 , y=3.4112854 , z=8.816132
x=-0.26719666 , y=3.384018 , z=8.876617
x=-0.38493347 , y=3.2987976 , z=8.984879
x=-0.5023346 , y=3.2187805 , z=9.145309
x=-0.4912262 , y=3.1359558 , z=9.133987
x=-0.42939758 , y=3.0770416 , z=9.175858
x=-0.35871887 , y=3.002182 , z=9.226074
x=-0.394516 , y=2.9273987 , z=9.314499
x=-0.50213623 , y=2.8877869 , z=9.372223
x=-0.548996 , y=2.9275208 , z=9.330444
x=-0.5001221 , y=3.0321045 , z=9.133087
x=-0.4131012 , y=3.1301117 , z=8.9262085
x=-0.3735962 , y=3.1937256 , z=8.934006
x=-0.44883728 , y=3.1558533 , z=8.91011
x=-0.4840393 , y=3.0769806 , z=9.0668335
x=-0.42062378 , y=2.9731598 , z=9.226654
x=-0.35346985 , y=2.8902588 , z=9.120224
x=-0.3337555 , y=2.8948975 , z=9.157272
x=-0.3175354 , y=2.843628 , z=9.152054
x=-0.28248596 , y=2.8044891 , z=9.178497
x=-0.29663086 , y=2.7777557 , z=9.234726
x=-0.34524536 , y=2.7832947 , z=9.2357025
x=-0.40748596 , y=2.8015747 , z=9.205109
x=-0.36253357 , y=2.829239 , z=9.208923
x=-0.3005066 , y=2.8881989 , z=9.214584
x=-0.35594177 , y=2.9309692 , z=9.17337
x=-0.45368958 , y=2.9707184 , z=9.141312
x=-0.44343567 , y=3.0085297 , z=9.115448
x=-0.3605957 , y=3.0467224 , z=9.13031
x=-0.3816681 , y=3.0684814 , z=9.111237
x=-0.49487305 , y=3.0791473 , z=9.019058
x=-0.5075836 , y=3.10318 , z=8.9917755
x=-0.3734131 , y=3.0944366 , z=9.022202
x=-0.22802734 , y=3.0200195 , z=9.134476
x=-0.23164368 , y=2.9750824 , z=9.251053
x=-0.30422974 , y=2.9448395 , z=9.263382
x=-0.32017517 , y=2.944687 , z=9.238617
x=-0.28094482 , y=2.9607239 , z=9.273178
x=-0.22241211 , y=2.994217 , z=9.234848
x=-0.30397034 , y=3.0720673 , z=9.137482
x=-0.3378601 , y=3.118164 , z=9.01622
x=-0.2779541 , y=3.1340942 , z=8.978241
x=-0.15664673 , y=3.1235962 , z=9.027237
x=-0.09675598 , y=3.0440826 , z=9.103073
x=-0.16773987 , y=2.960617 , z=9.200439
x=-0.19998169 , y=2.8790283 , z=9.172104
x=-0.13780212 , y=2.8615875 , z=9.216156
x=-0.06565857 , y=2.829422 , z=9.232025
x=-0.08248901 , y=2.8424683 , z=9.251099
x=-0.1275177 , y=2.8776703 , z=9.274414
x=-0.10595703 , y=2.931137 , z=9.164581
x=-0.05055237 , y=3.0310516 , z=9.083267
x=-0.08578491 , y=3.0963593 , z=8.980682
x=-0.101379395 , y=3.1002655 , z=8.940842
x=0.0039978027 , y=3.0520935 , z=9.137039
x=0.046844482 , y=2.9253082 , z=9.398453
x=0.059539795 , y=2.6661682 , z=9.01828
x=0.1880188 , y=2.8032837 , z=9.9422455
x=0.7579193 , y=2.334137 , z=8.485138
x=0.97613525 , y=3.8403168 , z=11.775452
x=-0.92977905 , y=1.9826202 , z=5.826416
x=-3.2837982 , y=3.1636658 , z=9.501404
x=-1.5465851 , y=2.8266602 , z=8.650223
x=1.7752686 , y=3.024002 , z=9.70639
x=1.8058472 , y=3.29982 , z=10.194244
x=-1.2207947 , y=3.0596313 , z=10.041763
x=-1.8486328 , y=3.1291046 , z=7.39946
x=0.60743713 , y=3.4636536 , z=8.071701
x=1.3139801 , y=3.8413696 , z=9.221222
x=-0.6424408 , y=3.0554047 , z=8.607376
x=-1.8391571 , y=2.6721191 , z=9.196777
x=-0.75901794 , y=2.7672882 , z=10.161774
x=0.41793823 , y=2.5437012 , z=9.420273
x=0.19306946 , y=2.8554382 , z=10.221115
x=-0.41082764 , y=2.9577484 , z=9.048706
x=-0.55303955 , y=3.2578735 , z=8.541306
x=-0.5974121 , y=3.1978302 , z=8.80307
x=-0.82406616 , y=3.144287 , z=9.145615
x=-1.0087891 , y=3.0767365 , z=9.019272
x=-0.94485474 , y=3.2003937 , z=9.308197
x=-0.6123047 , y=3.2274017 , z=9.055664
x=-0.61151123 , y=3.2652893 , z=8.84697
x=-1.256012 , y=3.289322 , z=8.96167
x=-1.404892 , y=3.1995392 , z=8.683716
x=-0.14794922 , y=3.4219666 , z=9.145721
x=1.2514191 , y=3.6098633 , z=9.366455
x=0.9928589 , y=3.390976 , z=8.343369
x=-0.6230774 , y=3.4374542 , z=8.354935
x=-1.5887299 , y=3.5944977 , z=8.471725
x=-0.7637024 , y=3.2572784 , z=8.213821
x=0.90296936 , y=3.0787048 , z=9.62262
x=1.2871399 , y=2.8251495 , z=9.725464
x=-0.3540039 , y=2.6059723 , z=9.469498
x=-1.5717163 , y=2.4636536 , z=9.751694
x=0.052368164 , y=2.6240845 , z=9.7078705
x=1.9691315 , y=3.0677795 , z=9.963364
x=1.3050232 , y=3.147461 , z=9.558258
x=-0.46298218 , y=3.206604 , z=8.67215
x=-0.5387726 , y=3.5018005 , z=8.154388
x=0.8417206 , y=3.6112213 , z=8.195938
x=1.5050354 , y=3.3036652 , z=8.837128
x=1.0691376 , y=2.7600708 , z=9.478363
x=0.6775665 , y=2.488037 , z=9.898254
x=0.81707764 , y=2.3543549 , z=9.83606
x=1.0614166 , y=2.4460907 , z=9.888306
x=1.0061646 , y=2.6358795 , z=9.6827545
x=0.5909424 , y=2.8459473 , z=9.27269
x=0.1872406 , y=3.1225586 , z=9.0457
x=0.19412231 , y=3.3770752 , z=8.689255
x=0.27534485 , y=3.5939026 , z=8.44194
x=0.04093933 , y=3.5644379 , z=8.322052
x=-0.08308411 , y=3.402954 , z=8.540192
x=0.20285034 , y=3.2310638 , z=9.032486
x=0.37316895 , y=3.0674744 , z=9.498932
x=-0.004562378 , y=2.882553 , z=9.584045
x=-0.45877075 , y=2.8128052 , z=9.342575
x=-0.50593567 , y=2.940094 , z=9.143005
x=-0.3500061 , y=3.1448517 , z=9.022675
x=-0.25787354 , y=3.271988 , z=8.935852
x=-0.12615967 , y=3.3203735 , z=8.830124
x=0.019683838 , y=3.3661346 , z=8.913239
x=-0.07035828 , y=3.3555908 , z=8.936768
x=-0.41957092 , y=3.322647 , z=8.907333
x=-0.570282 , y=3.1691437 , z=8.963577
x=-0.3468628 , y=3.0266266 , z=9.266251
x=-0.09362793 , y=2.9741974 , z=9.461227
x=-0.35908508 , y=2.9901276 , z=9.218124
x=-0.9913788 , y=2.9722137 , z=8.974396
x=-1.0361633 , y=2.939148 , z=8.9861145
x=-0.28945923 , y=2.8921967 , z=9.165222
x=0.24684143 , y=2.8476257 , z=9.426086
x=-0.08773804 , y=2.8406067 , z=9.593979
x=-0.7512207 , y=2.866745 , z=9.266998
x=-0.851593 , y=2.9741058 , z=8.90773
x=-0.44206238 , y=3.0695648 , z=8.877258
x=-0.15011597 , y=3.0856018 , z=8.988113
x=-0.38885498 , y=3.0129242 , z=9.052551
x=-0.89842224 , y=2.8986511 , z=9.002258
x=-0.98805237 , y=2.7798615 , z=9.0914
x=-0.4371338 , y=2.7494965 , z=9.375397
x=0.11251831 , y=2.7790833 , z=9.508484
x=0.045837402 , y=2.7853851 , z=9.414352
x=-0.51220703 , y=2.8214111 , z=9.402939
x=-0.8012543 , y=2.8700867 , z=9.329697
x=-0.48342896 , y=3.068985 , z=9.203033
x=-0.02482605 , y=3.342453 , z=9.073654
x=-0.047683716 , y=3.4828186 , z=8.70433
x=-0.44100952 , y=3.4961548 , z=8.613632
x=-0.6307068 , y=3.4191895 , z=8.720261
x=-0.33493042 , y=3.3144226 , z=8.876984
x=-0.035354614 , y=3.2826233 , z=9.136063
x=-0.055664062 , y=3.166092 , z=9.178833
x=-0.24856567 , y=3.082962 , z=9.273285
x=-0.2632141 , y=2.9824219 , z=9.228104
x=-0.17054749 , y=2.8917236 , z=9.272217
x=-0.14978027 , y=2.8709412 , z=9.518295
x=0.037628174 , y=2.9093018 , z=9.482605
x=0.1870575 , y=2.9941711 , z=9.290421
x=0.07022095 , y=3.08255 , z=9.152283
x=-0.19400024 , y=3.1912231 , z=9.033127
x=-0.20397949 , y=3.2858582 , z=8.82724
x=0.03303528 , y=3.3219452 , z=8.795624
x=0.09333801 , y=3.2276764 , z=9.014999
x=-0.1481781 , y=3.0706787 , z=9.216934
x=-0.46702576 , y=2.9908905 , z=9.249344
x=-0.5370178 , y=2.9830627 , z=9.083038
x=-0.28897095 , y=3.035431 , z=9.033768
x=-0.038528442 , y=3.0324707 , z=9.080292
x=-0.20315552 , y=2.9758759 , z=9.183716
x=-0.6148529 , y=2.9296722 , z=9.231049
x=-0.64120483 , y=2.9703522 , z=9.239838
x=-0.18354797 , y=3.1089478 , z=9.140945
x=0.01965332 , y=3.2234802 , z=9.06366
x=-0.44514465 , y=3.2012787 , z=8.926926
x=-1.0155029 , y=3.1026459 , z=8.827759
x=-0.8680725 , y=3.023697 , z=9.056778
x=-0.25227356 , y=2.9604187 , z=9.257477
x=-0.07556152 , y=2.9565277 , z=9.393631
x=-0.45587158 , y=2.9052277 , z=9.2877655
x=-0.7183838 , y=2.948227 , z=9.133377
x=-0.5460968 , y=3.019516 , z=8.980804
x=-0.35968018 , y=3.025177 , z=8.9809265
x=-0.51020813 , y=2.9967651 , z=9.101227
x=-0.70088196 , y=2.9458466 , z=9.202179
x=-0.5913849 , y=2.9497833 , z=9.2332
x=-0.43084717 , y=3.0147858 , z=9.144913
x=-0.56336975 , y=3.0769653 , z=8.992783
x=-0.7141876 , y=3.1208038 , z=8.893417
x=-0.4693451 , y=3.1935425 , z=8.878677
x=-0.09237671 , y=3.214203 , z=8.844177
x=-0.11898804 , y=3.147705 , z=8.9431305
x=-0.44334412 , y=2.987564 , z=9.011505
x=-0.51664734 , y=2.897766 , z=9.197418
x=-0.2825775 , y=2.8530579 , z=9.32724
x=-0.28388977 , y=2.8742828 , z=9.403885
x=-0.5851288 , y=2.8731995 , z=9.260605
x=-0.7860565 , y=2.936905 , z=9.094345
x=-0.64553833 , y=3.005661 , z=8.954697
x=-0.29318237 , y=3.0099945 , z=9.017456
x=-0.2634735 , y=2.9911804 , z=9.041306
x=-0.72369385 , y=2.9999847 , z=9.081665
x=-1.2499847 , y=2.948471 , z=8.949661
x=-1.2247772 , y=2.8690033 , z=8.844086
x=-0.6950226 , y=2.9173126 , z=9.093597
x=-0.39169312 , y=2.8359985 , z=9.115036
x=-0.70181274 , y=2.7308197 , z=9.276413
x=-1.111618 , y=2.5904388 , z=9.335907
x=-1.1295319 , y=2.5557098 , z=9.445251
x=-0.8009186 , y=2.6286774 , z=9.482056
x=-0.66015625 , y=2.7951965 , z=9.377533
x=-0.85339355 , y=2.945053 , z=9.054596
x=-1.120636 , y=3.0871124 , z=8.7487335
x=-1.1823883 , y=3.1547394 , z=8.588516
x=-0.96629333 , y=3.1006012 , z=8.674896
x=-0.72831726 , y=2.9331665 , z=8.990952
x=-0.734787 , y=2.7134247 , z=9.308395
x=-0.90411377 , y=2.536789 , z=9.501999
x=-0.9602814 , y=2.4856567 , z=9.557266
x=-0.8130493 , y=2.5208282 , z=9.410339
x=-0.622406 , y=2.6798248 , z=9.314194
x=-0.59895325 , y=2.8179932 , z=9.11557
x=-0.84410095 , y=2.916565 , z=8.930908
x=-1.0397186 , y=3.0367126 , z=9.005203
x=-0.8392792 , y=3.0266113 , z=8.919632
x=-0.5724945 , y=3.080246 , z=9.009033
x=-0.7014313 , y=3.0999603 , z=9.2052
x=-0.8844452 , y=3.0866852 , z=9.054504
x=-0.47032166 , y=3.2213135 , z=8.987198
x=-0.02368164 , y=3.4816895 , z=9.006912
x=-0.3304901 , y=3.5787048 , z=8.689209
x=-0.73379517 , y=3.577652 , z=8.435791
x=-0.12683105 , y=3.6152344 , z=8.481155
x=0.76779175 , y=3.5669403 , z=8.78096
x=0.57806396 , y=3.3036346 , z=9.048996
x=-0.411026 , y=2.995697 , z=9.279877
x=-0.86120605 , y=2.7786713 , z=9.298401
x=-0.24935913 , y=2.8048553 , z=9.391327
x=0.5178375 , y=3.0129852 , z=9.479874
x=0.49354553 , y=3.1600037 , z=9.25386
x=-0.16798401 , y=3.2796173 , z=8.975876
x=-0.44691467 , y=3.3967438 , z=8.793884
x=0.124694824 , y=3.5510864 , z=8.705215
x=0.7565613 , y=3.6446075 , z=8.698776
x=0.5768585 , y=3.579895 , z=8.7964325
x=-0.14485168 , y=3.4016113 , z=8.9713745
x=-0.51026917 , y=3.188034 , z=9.056595
x=-0.22618103 , y=3.0962524 , z=9.323929
x=0.26280212 , y=3.0443573 , z=9.286896
x=0.49848938 , y=2.966095 , z=9.131866
x=0.22494507 , y=2.839386 , z=9.3997345
x=-0.26374817 , y=2.540802 , z=9.514633
x=-0.4234314 , y=2.3782654 , z=9.760452
x=-0.13569641 , y=2.3798065 , z=9.899368
x=0.11178589 , y=2.5364532 , z=9.605576
x=-0.14787292 , y=2.7436829 , z=9.444595
x=-0.68963623 , y=2.81958 , z=9.282959
x=-0.8806305 , y=2.9093933 , z=9.130478
x=-0.5902405 , y=2.954544 , z=9.127289
x=-0.18891907 , y=3.101593 , z=9.31218
x=-0.029541016 , y=3.1177673 , z=9.07666
x=-0.2838745 , y=3.1566925 , z=9.031464
x=-0.6755066 , y=3.0926056 , z=8.880737
x=-0.8211212 , y=2.9712067 , z=8.872543
x=-0.6023865 , y=2.866333 , z=9.195709
x=-0.33450317 , y=2.8028107 , z=9.389084
x=-0.36528015 , y=2.825119 , z=9.472351
x=-0.5528259 , y=2.8312683 , z=9.308441
x=-0.6461029 , y=2.9253387 , z=9.164841
x=-0.53274536 , y=3.0656433 , z=9.103607
x=-0.2915802 , y=3.2324982 , z=9.056244
x=-0.18341064 , y=3.4035645 , z=9.036789
x=-0.3366089 , y=3.5044708 , z=8.933304
x=-0.5493469 , y=3.5914917 , z=8.781784
x=-0.53074646 , y=3.6463013 , z=8.706345
x=-0.2775879 , y=3.6577606 , z=8.720642
x=-0.07601929 , y=3.61792 , z=8.939896
x=-0.10752869 , y=3.4491272 , z=9.1263275
x=-0.30691528 , y=3.3454132 , z=9.360077
x=-0.33488464 , y=3.3111267 , z=9.305344
x=-0.1567688 , y=3.3661041 , z=9.119492
x=-0.048583984 , y=3.4424896 , z=9.042221
x=-0.14613342 , y=3.3696442 , z=8.871475
x=-0.29690552 , y=3.3161469 , z=9.156784
x=-0.3229828 , y=3.217743 , z=9.262787
x=-0.26823425 , y=3.1914215 , z=9.327332
x=-0.3496704 , y=3.1809235 , z=9.286957
x=-0.41314697 , y=3.2157135 , z=9.26033
x=-0.23432922 , y=3.269989 , z=9.1689
x=-0.09777832 , y=3.360443 , z=9.107422
x=-0.16551208 , y=3.3664703 , z=9.0634
x=-0.40553284 , y=3.3060455 , z=9.049927
x=-0.5638428 , y=3.22464 , z=9.10556
x=-0.4517975 , y=3.1845398 , z=9.190872
x=-0.1586914 , y=3.2142487 , z=9.167831
x=0.020965576 , y=3.2924194 , z=9.026291
x=-0.04321289 , y=3.3286438 , z=8.888016
x=-0.22595215 , y=3.283615 , z=8.871887
x=-0.2964325 , y=3.1703033 , z=8.996292
x=-0.24880981 , y=3.065506 , z=9.218582
x=-0.26608276 , y=3.011673 , z=9.387619
x=-0.27713013 , y=3.0568542 , z=9.394577
x=-0.2306366 , y=3.221878 , z=9.268677
x=-0.13200378 , y=3.4546661 , z=8.855194
x=-0.043121338 , y=3.6674957 , z=8.546402
x=0.04774475 , y=3.7861938 , z=8.503906
x=0.12632751 , y=3.7325592 , z=8.516754
x=0.02494812 , y=3.5724792 , z=8.633591
x=-0.28004456 , y=3.3472443 , z=8.800095
x=-0.38824463 , y=3.1678925 , z=8.969482
x=-0.13352966 , y=3.1030273 , z=9.1883545
x=0.19161987 , y=3.0075073 , z=9.066895
x=0.16630554 , y=2.9198608 , z=8.973999
x=0.025253296 , y=2.7248383 , z=9.057388
x=0.18417358 , y=2.6096802 , z=9.199005
x=0.67544556 , y=2.3989868 , z=9.230179
x=1.0280151 , y=2.3040314 , z=9.509567
x=1.0682526 , y=2.2713776 , z=9.793472
x=0.9567871 , y=2.2756042 , z=9.5959015
x=1.093689 , y=2.426239 , z=9.374603
x=1.4944458 , y=2.629898 , z=9.199982
x=1.8424988 , y=2.7458801 , z=9.080673
x=2.0135803 , y=2.6880798 , z=9.007187
x=2.1424103 , y=2.6394653 , z=9.342957
x=2.3849487 , y=2.550888 , z=9.59494
x=2.3802338 , y=2.6844788 , z=10.961227
x=2.2753906 , y=1.338974 , z=6.835037
x=2.393097 , y=2.437622 , z=8.755081
x=2.3140259 , y=2.3345947 , z=10.225433
x=1.527832 , y=0.9403534 , z=8.080658
x=2.0191345 , y=0.8661957 , z=10.74234
x=4.7215576 , y=0.8996582 , z=12.141357
x=5.1671906 , y=1.5397339 , z=12.511597
x=1.5526886 , y=0.24430847 , z=9.740997
x=0.087005615 , y=1.6860504 , z=11.160828
x=3.6932678 , y=2.9155579 , z=8.266998
x=5.2731476 , y=3.8720245 , z=7.6119843
x=2.967453 , y=3.588791 , z=7.8182373
x=2.814972 , y=3.271347 , z=6.744812
x=4.7509155 , y=4.198822 , z=8.855286
x=4.32605 , y=2.7617798 , z=8.312515
x=2.5722504 , y=1.9579163 , z=9.657364
x=3.0029602 , y=1.6293182 , z=9.527664
x=3.767746 , y=2.129013 , z=10.170044
x=2.8780518 , y=1.47229 , z=9.644836
x=2.8418732 , y=1.396637 , z=10.370651
x=4.425232 , y=2.3651733 , z=11.309921
x=4.2614746 , y=2.914032 , z=9.889679
x=2.0751343 , y=3.6030579 , z=8.527267
x=1.4748688 , y=4.5004425 , z=6.9281464
x=2.6467285 , y=5.39563 , z=6.700165
x=2.7212982 , y=5.086151 , z=7.7991943
x=2.1785889 , y=4.2228394 , z=8.791046
x=2.7599487 , y=3.6149445 , z=8.402847
x=2.9846497 , y=3.4790192 , z=8.60228
x=1.7678223 , y=3.0894012 , z=8.823685
x=1.4796143 , y=2.6534271 , z=8.744125
x=3.0381165 , y=2.5422363 , z=9.299683
x=3.9394836 , y=2.202362 , z=10.410629
x=2.6335144 , y=1.7201538 , z=12.05043
x=0.77401733 , y=1.3250275 , z=12.250351
x=0.24038696 , y=1.9328003 , z=11.6427
x=1.0520782 , y=3.105896 , z=9.659958
x=1.6034698 , y=4.5260468 , z=7.0269165
x=1.0799255 , y=5.3587646 , z=5.4169006
x=0.6071167 , y=4.966049 , z=5.394455
x=1.3458862 , y=3.8261719 , z=7.3681793
x=2.2529602 , y=2.6971436 , z=9.979507
x=1.8132629 , y=1.7442322 , z=10.854782
x=0.5303345 , y=1.5065002 , z=10.483643
x=0.028076172 , y=1.9630127 , z=9.724945
x=0.41262817 , y=2.3568268 , z=8.995132
x=0.6145172 , y=2.3405457 , z=9.107513
x=0.6122894 , y=2.2599487 , z=9.87645
x=0.9299469 , y=2.562622 , z=10.273697
x=0.9976654 , y=2.8920593 , z=9.401428
x=0.5071564 , y=3.386856 , z=8.674164
x=0.3424225 , y=3.945572 , z=8.188202
x=0.6522217 , y=4.0718994 , z=7.277664
x=0.56282043 , y=3.5452118 , z=7.2330627
x=0.04612732 , y=2.9286194 , z=9.437607
x=-0.2839203 , y=2.0177612 , z=10.3076935
x=-0.204422 , y=1.5597839 , z=10.607574
x=0.09486389 , y=1.6247864 , z=10.697662
x=0.26405334 , y=1.9110718 , z=9.800766
x=-0.06402588 , y=2.2729034 , z=9.403992
x=-0.50505066 , y=2.5079346 , z=9.356735
x=-0.6091156 , y=2.935257 , z=9.228073
x=-0.769928 , y=3.0417023 , z=8.791672
x=-1.2902069 , y=3.2901459 , z=8.87355
x=-1.7827148 , y=3.4071655 , z=8.09198
x=-2.0652313 , y=3.6225739 , z=7.832535
x=-2.0416718 , y=3.7456055 , z=7.9400635
x=-1.2002411 , y=3.4817047 , z=7.9580383
x=0.14041138 , y=3.3194733 , z=8.768845
x=0.6530304 , y=3.1029663 , z=9.392532
x=-0.1230011 , y=2.7667084 , z=9.69696
x=-0.66044617 , y=2.4707642 , z=9.012634
x=-0.3710022 , y=3.1409607 , z=10.005966
x=-0.47439575 , y=3.5081024 , z=10.583466
x=-1.3854523 , y=3.5611115 , z=10.703583
x=-1.2583466 , y=2.448761 , z=5.67659
x=0.08093262 , y=3.513855 , z=5.046234
x=0.060333252 , y=4.91835 , z=8.546173
x=-1.419754 , y=3.5421295 , z=7.5652313
x=-0.26550293 , y=2.103897 , z=8.41478
x=3.5142365 , y=1.633728 , z=12.589478
x=3.2728882 , y=1.0880585 , z=14.991058
x=-2.0688171 , y=0.2781067 , z=15.05629
x=-4.5332184 , y=0.82003784 , z=12.1506195
x=-1.193039 , y=3.0375214 , z=6.465744
x=0.28097534 , y=5.1636505 , z=3.4192047
x=-3.2639008 , y=5.2604065 , z=3.1480408
x=-4.5562744 , y=4.076187 , z=4.7599487
x=-0.62249756 , y=3.2013397 , z=10.658798
x=2.5269012 , y=1.8006439 , z=14.034836
x=1.225769 , y=1.1066742 , z=12.294296
x=-2.135376 , y=2.368393 , z=8.117218
x=-4.5693665 , y=4.009201 , z=4.403488
x=-4.1647797 , y=3.841034 , z=4.028244
x=-0.6903839 , y=3.012207 , z=9.833084
x=2.594864 , y=1.5409241 , z=14.181198
x=2.4535828 , y=0.33816528 , z=13.222519
x=-0.12583923 , y=1.944458 , z=13.244934
x=-2.2217712 , y=3.8126526 , z=9.181534
x=-3.217453 , y=5.0419464 , z=4.368881
x=-2.48349 , y=5.5881195 , z=4.3364563
x=0.122024536 , y=4.9337616 , z=6.345047
x=1.6740417 , y=3.3590698 , z=9.327225
x=0.55900574 , y=1.5930786 , z=12.707413
x=-0.8798065 , y=0.71009827 , z=12.244156
x=-1.2050781 , y=1.2982788 , z=8.624695
x=-1.743454 , y=2.380661 , z=6.623749
x=-2.1642303 , y=2.5168152 , z=6.7375946
x=-0.9445801 , y=2.262207 , z=9.492783
x=0.631546 , y=1.9259033 , z=13.122284
x=0.75382996 , y=1.5691376 , z=13.375336
x=-0.009140015 , y=2.5186615 , z=10.522781
x=-1.0196838 , y=4.747513 , z=6.3341217
x=-2.4394226 , y=6.004196 , z=2.5501251
x=-2.5636902 , y=5.3580933 , z=2.4040375
x=0.2633667 , y=3.4078827 , z=6.314926
x=2.9454803 , y=1.8948059 , z=14.607483
x=1.8876953 , y=-0.7711792 , z=17.125717
x=-0.3900299 , y=-2.2445526 , z=13.580307
x=-0.767746 , y=0.3666687 , z=11.682892
x=-0.67962646 , y=3.2172546 , z=8.084824
x=-1.7752533 , y=4.4489594 , z=4.6064453
x=-0.8529968 , y=4.6763306 , z=5.4239655
x=2.5967712 , y=4.500702 , z=9.156189
x=3.2645721 , y=3.534851 , z=12.338409
x=0.39785767 , y=2.3730316 , z=12.625
x=-0.98747253 , y=2.9796143 , z=9.896744
x=-0.28503418 , y=5.0205994 , z=6.7444763
x=-1.5284119 , y=5.835785 , z=4.81073
x=-3.488922 , y=4.7291107 , z=4.6011963
x=-1.4860077 , y=3.6073456 , z=8.162445
x=2.3506165 , y=2.5823517 , z=12.030685
x=2.7117157 , y=1.3796844 , z=12.502502
x=0.4378662 , y=1.5699158 , z=11.597336
x=-0.3422699 , y=2.883606 , z=8.027176
x=-0.07196045 , y=5.307785 , z=9.275375
x=-1.0235443 , y=5.2164 , z=12.131439
x=-0.32295227 , y=-0.36540222 , z=0.6618347
x=3.1951294 , y=2.735672 , z=10.213043
x=2.9139862 , y=5.1985016 , z=18.364853
x=-2.7494354 , y=1.6026764 , z=2.3746948
x=-4.1603546 , y=4.3308563 , z=5.3855743
x=3.622589 , y=5.584091 , z=9.958527
x=8.091812 , y=2.8587646 , z=3.884079
x=2.1726532 , y=2.7433624 , z=17.339188
x=-2.2786865 , y=1.427887 , z=20.313553
x=-0.17301941 , y=1.5918274 , z=8.458145
x=1.7772217 , y=4.3641815 , z=3.4261932
x=-0.27005005 , y=6.782852 , z=4.517334
x=-1.9884338 , y=7.165451 , z=5.2760468
