Unnamed: 0,x,y,z,latitude,longitude,speed,sound,light,time,timestamp,y1,z1
11708,4.125351,3.2352905,15.05957,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857395,0.555862701072814,10.2433476594899
11709,0.33731079999999997,-0.58177185,14.310699,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857399,0.520451858471031,10.3699510032343
11710,-3.0574187999999998,-2.7091979999999998,25.376907,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857407,0.41992342190997495,10.837068458688
11711,-4.72081,-7.7699738,23.854065,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857408,0.16499870889352403,11.2422449850494
11712,-3.3550415,-6.6772766,22.357529,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857414,-0.047978941770135994,11.5882274205831
11713,1.5565491000000002,-3.4628143,14.991623,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857421,-0.15427159723427403,11.694163993150001
11714,5.129013,2.1196593999999997,4.516098,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857422,-0.08349156285992701,11.470734276789
11715,2.2636719,4.954773,0.31811523,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857428,0.073333133834922,11.1235897238295
11716,-0.947876,6.914611999999999,0.6845856,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857433,0.286279768495609,10.7986576693313
11717,0.78685,5.375183,3.9883117999999995,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857438,0.44468068131649097,10.586673877686401
11718,7.162033,0.5163269,13.8793335,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857443,0.44691079376378107,10.689163602103699
11719,9.027695,-0.26815796,28.98848,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857446,0.42465304230475204,11.258761468197902
11720,-0.5619354,-1.9825439999999999,17.909592,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857453,0.34972487183371,11.4657800691279
11721,-13.074432,1.965744,9.036133,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857457,0.40002626162096905,11.3901531027514
11722,-14.408385999999998,4.1874847,-7.830688499999999,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857461,0.5179174547952271,10.7918711711531
11723,-2.199295,7.064789,-7.7844543,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857466,0.721700152501374,10.213650918649199
11724,10.937927,5.354538,3.9842682000000003,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857477,0.865905241616022,10.019750609671801
11725,12.391266,-0.6422272,11.966003,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857478,0.818962011505485,10.0803310807838
11726,5.4371184999999995,-1.2142944,25.115997,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857487,0.755673389786859,10.548342182219
11727,-1.5619507,-4.9752655,9.827881,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857491,0.57728800689276,10.525916582099699
11728,-3.4271545,1.1742706,23.833923000000002,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857495,0.595870122406559,10.9401512940847
11729,-3.4481048999999997,-0.55607605,18.605057000000002,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857500,0.560013805843083,11.1787347383495
11730,-5.840683,-1.0071411,13.973373,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857504,0.5112333994717321,11.265722686736698
11731,-6.3147125,-0.76885986,6.6728363,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857510,0.47138828323118603,11.122761155922401
11732,-2.2536926,0.22843933,1.4226074,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857515,0.463826076954114,10.8208270967466
11733,5.0331116,2.0724792,6.7033233999999995,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857524,0.513898187094691,10.6926626741909
11734,7.580489999999999,-0.8370818999999999,10.374634,23.55101774,87.29691309,35.0279983520508,85.09610512549959,0,21:04:17 PM,1574004857526,0.471846595766756,10.6827634817709
11735,4.8092346,1.2629852,18.545654000000003,23.55101774,87.29691309,35.0279983520508,82.967604480906,0,21:04:17 PM,1574004857529,0.496472152861764,10.927509545674699
11736,1.4883423,3.2967834000000003,11.450821000000001,23.55101774,87.29691309,35.0279983520508,82.967604480906,0,21:04:17 PM,1574004857534,0.5836366827320151,10.9437985196017
