,ori,,
1582894306561,68.52655,-36.83455,-7.0336795
1582894306577,69.76666,-36.74315,-8.37846
1582894306597,64.49695,-39.63568,-9.69727
1582894306617,66.69272,-38.8032,-10.051626
1582894306636,63.732574,-39.74049,-9.278338
1582894306655,66.58942,-39.168224,-10.975353
1582894306675,66.58682,-39.05434,-10.595
1582894306694,62.90747,-40.514816,-9.797203
1582894306714,64.56232,-39.773163,-10.129438
1582894306732,62.27069,-40.272053,-8.806497
1582894306761,63.860443,-39.428394,-8.671574
1582894306794,63.644653,-39.752563,-9.019881
1582894306795,62.23929,-40.2502,-8.5382395
1582894306808,62.44873,-40.275208,-8.993358
1582894306826,63.566254,-39.993477,-9.454039
1582894306845,63.600403,-39.81003,-9.132782
1582894306866,62.047028,-40.820374,-9.44644
1582894306886,63.14456,-40.331997,-9.620476
1582894306904,61.599243,-40.643623,-8.784027
1582894306928,63.087402,-40.048157,-9.079867
1582894306958,62.444153,-40.409473,-9.051465
1582894306962,61.77124,-40.601948,-8.669968
1582894306981,62.267395,-40.40237,-8.908816
1582894306999,62.240448,-40.322826,-8.628442
1582894307017,62.596924,-40.017403,-8.478676
1582894307037,61.750183,-40.68578,-8.783616
1582894307057,62.254517,-40.470337,-8.824426
1582894307076,61.44763,-40.65757,-8.512812
1582894307099,63.021484,-40.205776,-9.14394
1582894307117,62.516968,-40.455044,-9.048399
1582894307135,61.7088,-40.811855,-8.837383
1582894307158,62.46414,-40.453,-9.05349
1582894307181,62.007324,-40.4837,-8.535359
1582894307191,62.351715,-40.22021,-8.47269
1582894307210,61.94742,-40.628674,-8.692341
1582894307230,62.03592,-40.574226,-8.60311
1582894307248,61.625824,-40.69385,-8.608033
1582894307269,62.86743,-40.397552,-9.201309
1582894307287,62.537262,-40.518764,-9.048628
1582894307312,62.05194,-40.840633,-9.072571
1582894307331,62.392395,-40.655323,-9.203616
1582894307345,61.87027,-40.61991,-8.585139
1582894307363,62.243713,-40.385582,-8.637758
1582894307382,61.69702,-40.791103,-8.67419
1582894307403,61.73065,-40.699635,-8.54877
1582894307423,61.433716,-40.771454,-8.497604
1582894307440,62.403564,-40.475594,-8.868077
1582894307461,61.99524,-40.61791,-8.71833
1582894307478,61.798065,-40.75203,-8.706542
1582894307500,62.174835,-40.551018,-8.815439
1582894307517,61.8201,-40.63432,-8.513067
1582894307545,62.093994,-40.417416,-8.502861
1582894307555,61.776337,-40.70456,-8.54918
1582894307583,61.744232,-40.658485,-8.470066
1582894307593,61.298462,-40.774536,-8.379546
1582894307613,62.214386,-40.4573,-8.727968
1582894307632,61.85785,-40.60055,-8.589155
1582894307651,61.546204,-40.818176,-8.581253
1582894307670,61.76584,-40.65588,-8.660676
1582894307693,61.58029,-40.623653,-8.397011
1582894307727,61.748596,-40.474773,-8.434423
1582894307729,61.269806,-40.90362,-8.564829
1582894307747,61.453003,-40.721676,-8.535511
1582894307766,61.091522,-40.77569,-8.375274
1582894307785,61.879242,-40.475765,-8.615026
1582894307806,61.44232,-40.70072,-8.532472
1582894307825,61.31534,-40.771957,-8.476026
1582894307843,61.5643,-40.58564,-8.53256
1582894307862,61.364685,-40.65239,-8.368857
1582894307881,61.555756,-40.48245,-8.370348
1582894307907,61.307526,-40.78736,-8.475483
1582894307919,61.439026,-40.66813,-8.461088
1582894307938,61.125977,-40.703888,-8.3063965
1582894307958,61.85135,-40.44012,-8.584821
1582894307975,61.518707,-40.65934,-8.533419
1582894307998,61.355804,-40.7742,-8.518122
1582894308016,61.492767,-40.70192,-8.645704
1582894308034,61.610718,-40.604458,-8.550055
1582894308054,61.702698,-40.55953,-8.58125
1582894308075,61.471436,-40.885063,-8.687999
1582894308115,61.572998,-40.71925,-8.623164
1582894308115,61.98462,-40.60088,-8.727407
1582894308130,62.720642,-40.305477,-8.829572
1582894308149,62.130768,-40.585827,-8.6805525
1582894308168,61.989746,-40.649033,-8.628637
1582894308187,61.976196,-40.72362,-8.752947
1582894308208,62.36914,-40.47495,-8.800821
1582894308226,62.339417,-40.46229,-8.767014
1582894308246,62.03607,-40.81824,-8.825247
1582894308265,62.081573,-40.706726,-8.831882
1582894308299,62.04196,-40.604977,-8.659867
1582894308304,62.286896,-40.425293,-8.639086
1582894308323,61.961334,-40.90093,-8.939803
1582894308341,62.43927,-40.58444,-8.928378
1582894308364,62.384735,-40.490234,-8.762831
1582894308381,62.496033,-40.54624,-8.933598
1582894308400,62.254974,-40.717068,-8.930526
1582894308418,62.388153,-40.667385,-8.971745
1582894308437,62.470978,-40.57334,-8.936493
1582894308460,62.355072,-40.672447,-8.83125
1582894308476,62.644897,-40.49112,-8.910556
1582894308503,62.511017,-40.762005,-9.10746
1582894308512,62.922943,-40.582367,-9.237674
1582894308533,62.941467,-40.53271,-9.21717
1582894308559,63.449066,-40.392353,-9.47094
1582894308577,63.38501,-40.501102,-9.499192
1582894308593,63.25885,-40.580437,-9.483654
1582894308609,63.08078,-40.63154,-9.542508
1582894308630,63.12509,-40.51898,-9.429523
1582894308653,63.258972,-40.421017,-9.446093
1582894308688,63.05374,-40.681065,-9.497882
1582894308688,63.114014,-40.63048,-9.548081
1582894308704,63.213776,-40.452026,-9.384375
1582894308724,63.514893,-40.274208,-9.480881
1582894308748,63.183533,-40.546043,-9.434946
1582894308762,63.01758,-40.679867,-9.49651
1582894308781,63.35025,-40.39201,-9.411833
1582894308801,63.674103,-40.17826,-9.53517
1582894308821,63.770264,-40.25761,-9.498894
1582894308842,63.139526,-40.769096,-9.555784
1582894308869,63.53778,-40.221016,-9.329341
1582894308877,63.342407,-40.171013,-9.262981
1582894308896,63.39435,-40.28921,-9.261994
1582894308915,62.9104,-40.705772,-9.061359
1582894308937,63.134216,-40.2808,-9.269667
1582894308962,63.770172,-40.074238,-9.399804
1582894308983,63.242584,-40.4691,-9.13935
1582894308995,63.23645,-40.393246,-9.226609
1582894309011,63.477448,-40.109726,-9.155576
1582894309032,62.991882,-40.49716,-9.185291
1582894309069,63.197388,-40.47243,-9.369197
1582894309070,63.012207,-40.579727,-9.333827
1582894309088,63.58255,-40.155712,-9.408851
1582894309108,62.77054,-40.83924,-9.366046
1582894309128,63.646667,-40.017128,-9.274461
1582894309150,62.622925,-40.92288,-9.245996
1582894309166,63.756927,-39.808453,-9.153846
1582894309185,62.62433,-40.84994,-9.093875
1582894309205,63.7677,-39.827232,-9.004707
1582894309226,62.45276,-41.042038,-9.045265
1582894309254,63.862823,-39.6276,-8.917748
1582894309261,62.360107,-41.03988,-9.017753
1582894309281,63.56378,-39.939808,-8.887427
1582894309299,61.966522,-41.280926,-8.848574
1582894309320,63.245636,-39.96725,-8.759729
1582894309342,61.78308,-41.25246,-8.568945
1582894309366,62.525543,-40.355583,-8.55013
1582894309375,61.522522,-41.38861,-8.3425665
1582894309394,61.850372,-40.60648,-8.41948
1582894309419,61.876648,-41.19116,-8.36781
1582894309433,61.41217,-41.270237,-8.555519
1582894309458,62.889038,-40.95921,-8.949959
1582894309472,62.369507,-41.35185,-9.178334
1582894309491,64.40588,-40.616096,-9.850029
1582894309511,63.495758,-41.49673,-9.974041
1582894309530,65.414185,-40.474937,-10.501649
1582894309555,64.3819,-41.42644,-10.420785
1582894309570,65.47302,-40.61728,-10.662541
1582894309588,64.64899,-41.43272,-10.462185
1582894309609,65.02429,-40.86388,-10.559347
1582894309640,65.07947,-41.352314,-10.567837
1582894309644,64.9834,-41.25137,-10.682606
1582894309664,66.01511,-41.22676,-11.024301
1582894309682,65.8609,-41.349815,-11.217435
1582894309704,67.40091,-40.8622,-11.77391
1582894309723,66.78049,-41.53841,-11.957919
1582894309749,68.10028,-40.78743,-12.161775
1582894309777,67.301025,-41.566895,-12.113988
1582894309781,67.85989,-40.97051,-12.084355
1582894309799,67.50128,-41.49477,-12.019825
1582894309817,67.59235,-41.156708,-11.866208
1582894309835,67.83911,-41.48464,-12.038285
1582894309855,67.81647,-41.3497,-12.0487385
1582894309877,68.61243,-41.222137,-12.255791
1582894309897,67.81531,-41.849895,-12.41861
1582894309915,68.85788,-41.12698,-12.493044
1582894309935,68.01129,-41.67091,-12.441176
1582894309954,68.20773,-41.406223,-12.23466
1582894309972,67.1911,-42.059288,-11.925999
1582894309990,67.197815,-41.41638,-11.583339
1582894310029,66.609375,-42.07034,-11.437017
1582894310033,66.33411,-41.968742,-11.336298
1582894310047,66.58301,-41.9694,-11.394694
1582894310066,66.4827,-41.82242,-11.381462
1582894310086,66.99539,-41.744648,-11.540491
1582894310107,66.68982,-41.88936,-11.56921
1582894310125,67.256165,-41.596752,-11.598663
1582894310145,65.99176,-42.678246,-11.392056
