1582893226701,-0.14329529,0.1025238,-0.034622192
1582893226716,-0.13157654,0.12382507,-0.054870605
1582893226736,-0.08470154,-0.04447937,-0.002670288
1582893226758,0.0750885,0.031143188,0.005859375
1582893226778,0.083602905,-0.041290283,0.0026550293
1582893226798,-0.0655365,0.03753662,-0.0079956055
1582893226822,-0.09855652,-0.017852783,-0.0079956055
1582893226839,0.09425354,0.048187256,-0.0016021729
1582893226858,0.06655884,-0.033828735,0.005859375
1582893226878,-0.0932312,0.043930054,-5.340576E-4
1582893226911,-0.06021118,-0.015716553,0.012237549
1582893226918,0.11022949,0.055648804,0.010116577
1582893226938,0.034606934,-0.041290283,0.0154418945
1582893226961,-0.07511902,0.059906006,0.0037231445
1582893226978,-0.061279297,-0.00932312,0.0069122314
1582893227000,0.104904175,0.055648804,-0.0069274902
1582893227023,0.034606934,-0.03703308,-0.0069274902
1582893227041,-0.076187134,0.06097412,-0.02078247
1582893227062,-0.045288086,-0.0072021484,5.187988E-4
1582893227088,0.097457886,0.046066284,5.187988E-4
1582893227100,0.019683838,-0.0423584,0.010116577
1582893227128,-0.06340027,0.057785034,-0.0016021729
1582893227140,-0.047424316,-0.013595581,0.011184692
1582893227161,0.097457886,0.04499817,0.009048462
1582893227181,0.025009155,-0.045547485,0.010116577
1582893227201,-0.08470154,0.0705719,-0.012252808
1582893227222,-0.033569336,-0.016784668,-0.0048065186
1582893227243,0.09638977,0.05885315,-5.340576E-4
1582893227265,0.027145386,-0.05833435,0.005859375
1582893227283,-0.078323364,0.07269287,-0.0069274902
1582893227316,-0.041030884,-0.022109985,0.0069122314
1582893227322,0.11343384,0.03327942,0.009048462
1582893227344,0.012237549,-0.049804688,0.014373779
1582893227363,-0.10069275,0.057785034,-0.005859375
1582893227382,-0.0026855469,-0.028503418,0.0154418945
1582893227402,0.08253479,0.046066284,0.009048462
1582893227422,0.010101318,-0.061523438,0.007980347
1582893227444,-0.06765747,0.07376099,-0.012252808
1582893227465,-0.027191162,-0.027435303,-0.0016021729
1582893227488,0.08041382,0.053527832,0.0015869141
1582893227535,0.010101318,-0.049804688,0.0026550293
1582893227535,-0.05807495,0.071624756,-0.013320923
1582893227547,-0.018661499,-0.014663696,-0.0079956055
1582893227564,0.06442261,0.06736755,-0.0069274902
1582893227584,0.041000366,-0.038085938,-5.340576E-4
1582893227605,-0.0697937,0.07801819,-0.019714355
1582893227624,-0.0463562,-0.0039978027,-0.014389038
1582893227645,0.093185425,0.06629944,-0.0079956055
1582893227668,0.028213501,-0.03703308,5.187988E-4
