1582892636778,-1.8704486,0.7032244,3.865118
1582892636798,-1.6366916,0.6122949,3.3827515
1582892636816,0.66337454,1.1119578,0.4694786
1582892636835,1.3033261,0.49301767,-1.1102686
1582892636855,1.4929106,0.15611768,-1.517292
1582892636874,0.30108142,-1.3053706,1.8844624
1582892636894,1.0012274,0.8843875,1.0492449
1582892636914,0.046723068,0.82718635,-1.6019993
1582892636931,1.0231315,-0.40836692,-0.25944138
1582892636951,-0.31396008,-1.6569707,1.6778669
1582892636984,0.541515,1.2088108,1.1992722
1582892637016,0.086868346,1.1402583,-2.2141294
1582892637016,0.5993028,-0.5663843,-0.30994606
1582892637026,-0.31535405,-1.3235679,1.281208
1582892637045,-0.24475074,0.9762728,2.0700579
1582892637064,-1.7275032,0.74282503,-2.0844202
1582892637084,-0.0952515,-0.46334243,-1.0369349
1582892637104,-1.4464856,-1.3661206,0.39195347
1582892637123,-0.83295715,0.41112447,2.443409
1582892637142,-1.9726995,0.6074569,-2.0443707
1582892637186,0.15986636,-0.64621735,-1.0884428
1582892637187,-1.773962,-1.4927604,-0.14366627
1582892637206,-0.64347935,0.8346653,2.3157892
1582892637217,-2.2174935,0.40689778,-3.048049
1582892637237,-0.8549395,-1.0664382,-0.57928467
1582892637256,-2.2591803,-1.1245923,0.3909378
1582892637277,-1.0459323,0.8213277,3.0133572
1582892637299,-2.6463256,0.20457458,-2.3714151
1582892637315,-1.1167017,-0.90329075,0.60978794
1582892637333,-1.931962,-0.44251347,-0.28847218
1582892637353,-1.47271,0.7820389,2.670004
1582892637375,-2.5907278,0.29963803,-2.1085749
1582892637393,-1.802881,-0.7695689,3.4308472
1582892637409,-2.4935682,-0.41680408,-1.2110682
1582892637428,-1.1166639,0.63114,2.1731176
1582892637447,-3.2597454,-0.025882006,-2.5155878
1582892637466,-0.7530104,-1.4440529,4.6233215
1582892637488,-2.2926555,-0.10854411,-1.6893568
1582892637507,-0.45620376,0.4968791,2.0067072
1582892637530,-2.637931,0.39681482,0.31098938
1582892637562,-0.4592989,-1.1427355,5.6486397
1582892637567,-0.9362051,-0.32837296,-1.0249767
1582892637587,0.18963861,1.0186596,0.7209339
1582892637600,0.8188597,0.44090462,1.5738935
1582892637620,0.4905054,-1.4258411,5.975525
1582892637642,1.6175078,0.55092645,-1.3589163
1582892637659,2.5103328,1.412415,0.5049858
1582892637680,1.2934611,0.06577706,1.2477121
1582892637698,2.1335537,-1.3918319,5.1685905
1582892637718,2.2116706,1.1806619,-1.1813583
1582892637736,2.3522165,1.2636867,-0.22853374
1582892637764,1.6678052,-0.1436615,0.93160343
1582892637776,1.8451275,-1.5776687,6.1796427
1582892637792,1.230364,1.3546963,-0.8175812
1582892637814,2.196475,1.7293441,-0.0054836273
1582892637832,1.7882212,-0.6074543,0.43968296
1582892637851,1.5104204,-1.7350986,4.9330883
1582892637871,1.2193872,1.7229996,-1.316989
1582892637890,1.342205,1.8439906,-0.85354805
1582892637909,0.9475615,-0.9691155,0.89747906
1582892637948,0.7637828,-2.0511382,5.1195707
1582892637949,0.94190973,1.8632994,-1.537076
1582892637971,2.1801949,1.9574561,-1.1094809
1582892637988,1.330972,-1.578366,0.6314907
1582892638004,2.2749171,-1.3427644,3.6740522
1582892638025,2.2225595,1.4432492,-0.54721737
1582892638043,2.3040717,2.0050447,-1.0185633
1582892638062,2.3214285,-1.2565107,0.3079052
1582892638082,1.3937778,-1.173528,0.6981983
1582892638101,2.2585986,1.4935942,0.10077667
1582892638132,1.1475807,1.126642,-5.1282053
1582892638138,2.140247,-1.0959089,-0.33166027
1582892638162,-0.096319005,-0.87624025,0.84503555
1582892638177,-0.4823135,1.6391752,1.4255581
1582892638198,-1.6471477,0.14271832,-5.9669247
1582892638217,-1.1815667,-1.4508722,1.7402649
1582892638234,-2.5811167,-1.1641955,-0.2615652
1582892638254,-3.4105783,0.96649575,1.6703796
1582892638273,-3.1395092,0.23177457,-1.4524851
1582892638293,-2.7184114,-1.369956,5.445779
1582892638311,-2.1430354,-1.0215662,-1.0526514
1582892638343,-1.9699339,0.61408496,0.921052
1582892638348,-1.5734105,0.4045732,1.0416718
1582892638369,0.5402719,-1.2796512,5.299159
1582892638390,1.3981413,0.10228014,-1.335763
1582892638407,1.3652707,1.5482528,0.02737999
1582892638427,2.0759652,0.45719242,0.23646927
1582892638445,2.142532,-1.6370461,3.2886724
1582892638465,3.0233035,0.92588043,-0.7766104
1582892638484,2.3649113,2.059702,-1.7182064
1582892638523,2.0544236,0.39013696,-0.65485096
1582892638524,1.7156956,-2.220998,1.496686
1582892638541,2.5673904,1.3778458,0.020484924
1582892638562,2.2066221,2.0550184,-4.6885233
1582892638580,0.76052064,-0.5090909,-2.4643106
1582892638598,0.21376835,-1.4757264,0.8530197
1582892638618,0.22937106,1.0374374,1.6492004
1582892638637,-1.2641484,0.28123403,-6.8615074
1582892638656,-0.50147635,-1.076592,0.7234459
1582892638677,-3.0251012,-1.4419687,0.19271088
1582892638701,-1.8140662,0.20611715,1.8940487
1582892638723,-2.8918152,0.07284856,-2.2472115
1582892638732,-2.3647895,-1.2527118,5.140012
1582892638751,-1.6833045,-0.6975844,-1.4646206
1582892638777,-0.7778621,0.85919905,0.08084679
1582892638798,0.28428817,0.2373352,2.259448
1582892638810,-0.17494357,-0.30972695,4.311817
1582892638829,2.3122392,0.1991589,-0.6888504
1582892638850,1.1144928,1.1073506,-1.1119041
1582892638868,0.17072439,0.35213804,3.9600277
1582892638907,0.8890346,-2.2061944,0.26814747
1582892638907,1.8090532,0.47078586,-1.7666025
1582892638924,-0.7565698,2.7930226,-5.64301
1582892638943,0.73367393,-0.7925756,3.0528946
1582892638967,0.46295744,-0.22877645,-1.4392681
1582892638983,1.3049966,0.71794677,3.9648628
1582892639000,-0.4190598,1.7182801,-7.6518946
1582892639021,1.5072483,-1.3562446,0.7315216
1582892639040,0.63597095,-0.3347566,-1.8958158
1582892639060,-1.0137372,-0.025007725,2.929718
1582892639093,-2.5497313,0.42372966,-3.0341053
1582892639099,-1.3921154,-0.8273289,1.6716423
1582892639117,-1.512914,-0.5126927,-0.36566353
1582892639134,0.11485624,0.34134507,-0.43631363
1582892639155,-1.5834695,-0.94663143,1.6968575
1582892639181,-0.490743,-1.2546663,2.6217928
1582892639205,-0.56655735,-0.74178576,0.7493954
1582892639213,0.4671274,1.5765083,-1.9757996
