bump:10.6,pothole:4.0,basespeed:5.0,lowerspeed:5.0,scaling:5.0,,,,,
x,y,z,latitude,longitude,bearing,accuracy,light,timestamp,
-2.7521234,-3.7875068,11.264852,23.55101039,87.29716533,118.723205566406,4.5509996,0,12965716,0
-1.0394535,1.7478828,8.300539,23.55101039,87.29716533,118.723205566406,4.5509996,0,12965737,0
-0.4246263,7.084857,5.4647856,23.55101039,87.29716533,118.723205566406,4.5509996,0,12965778,0
-0.68823224,-0.13950948,11.620491,23.55101039,87.29716533,118.723205566406,4.5509996,0,12965817,0
0.80074006,-1.4686605,10.4021435,23.55101039,87.29716533,118.723205566406,4.5509996,0,12965857,0
-2.0359142,1.1651108,9.540396,23.55101039,87.29716533,118.723205566406,4.5509996,0,12965898,0
-0.9045609,-3.9392056,12.011427,23.55101039,87.29716533,118.723205566406,4.5509996,0,12965938,0
-2.8527956,0.35191372,12.063085,23.55101039,87.29716533,118.723205566406,4.5509996,0,12965978,0
-0.90897,4.741482,7.283954,23.55101039,87.29716533,118.723205566406,4.5509996,0,12965999,0
-0.24955112,1.4476606,7.1670895,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966039,0
-3.9780004,-11.966422,16.497553,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966061,0
-0.8423533,-0.8643482,10.640539,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966101,0
-2.7529962,-0.76152736,13.728306,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966140,0
-1.849961,5.1269355,4.4516435,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966162,0
-1.7690064,-5.491732,13.013245,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966201,0
1.4203761,1.3545405,7.4871407,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966240,0
-2.1879241,-2.4319823,10.20157,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966261,0
-2.8488522,-2.851388,13.035344,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966300,0
-2.4443436,-4.172386,11.109148,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966341,0
-3.0626204,-3.5618172,12.936168,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966381,0
-5.5148005,-4.3683276,12.825944,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966421,0
-10.422016,-7.6880245,14.337995,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966462,0
-2.5620897,-3.262116,11.827337,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966503,0
2.535519,8.601468,5.183104,23.55101039,87.29716533,118.723205566406,4.5509996,0,12966545,0
-0.88980526,-6.2381754,12.9562025,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966583,0
-2.532173,-1.0275929,11.426354,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966623,0
-0.53016585,6.160669,6.3653255,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966644,0
-1.1309052,-10.20481,12.972708,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966684,0
0.04707149,7.9001284,4.615257,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966724,0
-2.0479586,-4.6914253,13.752304,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966745,0
-2.9924629,-6.75087,13.851072,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966784,0
-1.1645539,-5.3485084,12.297985,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966826,0
-2.840533,0.61357313,10.412022,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966865,0
-2.9451027,-4.4695106,12.275933,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966906,0
-1.6017369,5.772742,5.335645,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966946,0
0.4090786,-0.88916147,11.027591,23.55097741,87.29722729,120.000999450684,4.5509996,0,12966986,0
-0.42501888,7.249936,5.386861,23.55097741,87.29722729,120.000999450684,4.5509996,0,12967026,0
-2.384294,-0.99657935,9.748221,23.55097741,87.29722729,120.000999450684,4.5509996,0,12967067,0
-5.4681983,-10.769079,13.713724,23.55097741,87.29722729,120.000999450684,4.5509996,0,12967107,0
0.745469,8.101077,4.499307,23.55097741,87.29722729,120.000999450684,4.5509996,0,12967128,0
1.0230827,1.6185532,9.37979,23.55097741,87.29722729,120.000999450684,4.5509996,0,12967168,0
