,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,k
0,0.4678,1.5822,9.898,0.5132,1.5624,9.6678,0.018000000000000002,0.0565,-0.0508,-0.0486,-0.0553,-0.032,5.4116,21.45,-34.15,-14.88,214.72,-9.28,-2.71,2,46.357,23.547197,87.29255,,,,67.04516600000001,,0 / 35,16,2020-02-06 18:52:23:902,0.0
1,0.6928,1.7881,9.9387,0.5547,1.5241,9.6716,0.129,0.2176,0.1215,-0.0997,-0.0191,-0.0299,5.4116,23.35,-30.53,-16.94,220.33,-8.94,-3.28,2,48.966,23.547197,87.29255,,,,67.04516600000001,,0 / 35,516,2020-02-06 18:52:24:402,-0.02960396332709577
2,0.3553,1.8552,9.3066,0.6856,1.3671,9.6867,-0.4019,0.3558,-0.1382,-0.1966,0.0097,-0.0097,5.4116,21.75,-32.83,-17.14,217.17,-8.01,-4.05,2,50.082,23.547035,87.29283000000001,180.09,,0.0,159.07097,,0 / 35,1015,2020-02-06 18:52:24:901,-0.019696470415675175
3,0.4127,2.2191,10.305,0.591,0.9859,9.7391,0.1904,0.922,0.915,-0.3,-0.1895,-0.4177,5.4116,23.17,-32.22,-21.17,218.92,-5.36,-3.54,2,45.254,23.547035,87.29283000000001,180.09,,0.0,159.07097,,0 / 35,1515,2020-02-06 18:52:25:401,-0.15214564366825153
4,0.9155,0.2606,9.5364,0.6729999999999999,1.3397,9.6914,0.0474,-0.8928,-0.7459,0.0889,-0.2374,-0.2707,5.4116,25.06,-31.54,-20.17,222.03,-7.85,-3.97,2,45.254,23.54704,87.292816,170.99,,0.0,131.40645,,14 / 34,2015,2020-02-06 18:52:25:901,-0.18181427054397042
5,1.1286,0.7467,8.1191,0.4649,1.3769,9.6984,-0.1035,-0.5868,-0.5976,0.1496,0.0065,-0.2419,5.4116,27.09,-31.4,-20.67,225.31,-8.45,-3.11,2,38.330999999999996,23.54704,87.292816,170.99,,0.0,131.40645,,14 / 34,2515,2020-02-06 18:52:26:401,-0.19387956622689376
6,2.0168,1.3476,8.1454,0.7390000000000001,1.51,9.6615,0.9264,-0.0596,-0.9925,-0.3415,-0.2087,0.0084,5.4116,31.07,-30.56,-20.21,229.27,-8.86,-4.37,2,37.915,23.54704,87.2928,164.9,,0.0,110.65806599999999,,14 / 33,3015,2020-02-06 18:52:26:901,-0.15991364515276224
7,1.1501,-0.6563,13.9154,0.8105,1.0597,9.7155,0.5965,-1.0599,2.9499,0.3818,0.1248,0.3216,5.4116,28.21,-28.7,-20.36,227.37,-6.52,-3.05,2,34.794000000000004,23.54704,87.2928,164.9,,0.0,110.65806599999999,,14 / 33,3516,2020-02-06 18:52:27:402,-0.09033187216064617
8,0.7263,1.4242,12.6537,0.5479,1.058,9.734,0.0253,0.5454,0.2619,0.1048,-0.2523,-0.1013,5.4116,29.4,-32.51,-20.29,224.13,-6.48,-2.2,2,38.075,23.547043,87.29276999999999,154.29,,2.66,82.99355,228.3,14 / 34,4015,2020-02-06 18:52:27:901,-0.09172508322585328
9,-0.4899,0.1409,8.9594,0.3019,0.7713,9.7716,-0.5104,-0.48100000000000004,-0.9098,-0.13699999999999998,-0.1266,-0.2387,5.4116,31.74,-31.02,-20.61,228.05,-4.51,-1.77,2,39.286,23.547043,87.29276999999999,154.29,,2.66,82.99355,228.3,14 / 34,4517,2020-02-06 18:52:28:403,-0.1084058137875449
10,0.9538,0.6653,9.4718,0.7287,0.8525,9.7423,0.5061,-0.0993,-0.3109,-0.0901,0.0236,0.2343,4.9953,27.67,-31.91,-20.15,224.12,-4.99,-4.28,2,37.923,23.547045,87.29273,143.34,,3.06,69.16129000000001,232.3,15 / 35,5015,2020-02-06 18:52:28:901,-0.07319909718638401
11,0.5659,0.4737,8.6386,0.6406,1.1054,9.7231,-0.1204,-0.8901,-1.7861,-0.1029,-0.1671,0.0042,4.9953,29.53,-30.86,-19.4,226.85,-5.56,-3.67,2,37.982,23.547045,87.29273,143.34,,3.06,69.16129000000001,232.3,15 / 35,5515,2020-02-06 18:52:29:401,-0.06592492636977318
12,0.7335,1.3045,9.7495,0.5616,0.7279,9.7635,0.0991,0.4333,0.3926,-0.235,-0.4228,0.1267,6.5003,29.59,-30.69,-19.91,225.9,-3.26,-2.51,2,34.912,23.547043,87.29271,124.1,,3.17,62.245167,221.5,16 / 35,6015,2020-02-06 18:52:29:901,-0.04921596510963934
