,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.5603,1.4122,8.3417,0.7594,0.9423,9.7317,1.1118,0.1709,0.3938,-0.6994,0.1812,-0.4315,0,26.91,-29.4,-17.57,228.02,-12.12,-1.57,2,33.635,23.54718,87.292625,90.7,NaN,1.58,17.290323,229.4,11 / 34,10,2020-02-06 18:54:15:716
0.6521,0.9071,11.4733,1.0609,0.6894,9.7247,-0.3282,0.1809,1.6682,0.3466,-0.0606,0.0351,0,28.55,-24.89,-23.54,232.57,-2.73,-5.94,2,42.364,23.54715,87.29255,,NaN,,70.812904,,11 / 34,509,2020-02-06 18:54:16:215
0.0033,-0.4768,9.3305,0.4075,0.3057,9.7934,-0.3073,-0.7302,-0.5375,-0.1956,0.0917,0.0969,0,27.55,-29.14,-21.83,225.55,-1.79,-2.38,2,29.695,23.54715,87.29255,,NaN,,70.812904,,0 / 29,1008,2020-02-06 18:54:16:714
1.0113,-0.1033,9.7711,0.4669,0.3937,9.7876,-0.293,-0.9212,0.0488,-0.1966,0.0289,-0.2195,0,29,-28.8,-21.62,226.56,-2.59,-1.52,2,29.767,23.547056,87.29263,36.52,NaN,2.38,55.329033,222,0 / 29,1508,2020-02-06 18:54:17:214
0.5947,0.5623,10.3409,0.5754,0.0289,9.7897,0.0337,0.5921,0.3155,-0.1806,0.0246,-0.0129,0,29.29,-29.17,-24.86,226.78,-0.83,-3.56,2,29.674,23.547056,87.29263,36.52,NaN,2.38,55.329033,222,0 / 29,2010,2020-02-06 18:54:17:716
0.1446,0.2247,8.2699,0.4728,0.0387,9.7952,-0.4124,-0.3079,0.465,-0.1338,-0.133,0.1256,0,28.76,-28.77,-24.82,226.23,-0.23,-2.76,2,27.973,23.54704,87.292625,50.64,NaN,1.26,44.95484,222.4,10 / 29,2508,2020-02-06 18:54:18:214
0.2595,1.4937,9.5556,0.4641,-0.0697,9.7954,-0.246,0.5988,1.8638,-0.0081,-0.1245,-0.1247,0,28.14,-29.51,-24.86,223.62,0.97,-2.28,2,27.581,23.54704,87.292625,50.64,NaN,1.26,44.95484,222.4,10 / 29,3008,2020-02-06 18:54:18:714
0.882,0.943,8.6362,0.2507,0.2049,9.8013,0.0105,0.4197,-1.5032,0.0281,-0.0084,0.0223,0,28.91,-28.88,-23.04,226.04,-1.2,-1.47,2,27.981,23.547045,87.29261,59.73,NaN,0,44.95484,,12 / 29,3509,2020-02-06 18:54:19:215
0.0057,-0.405,8.7775,0.1938,-0.0077,9.8047,-0.0419,-0.3389,-1.1439,0.0814,-0.1416,0.0404,0,29.21,-31.01,-22.39,223.56,-0.31,-0.97,2,30.474,23.547045,87.29261,59.73,NaN,0,44.95484,,12 / 29,4009,2020-02-06 18:54:19:715
0.372,-0.721,10.372,0.3269,-0.3695,9.7942,0.1497,-0.0183,0.2937,0.0303,0.0928,-0.4528,0,30.48,-28.86,-24.28,225.89,2.16,-1.91,2,31.435,23.547054,87.292595,68.7,NaN,0,38.038708,,13 / 29,4509,2020-02-06 18:54:20:215
-1.3877,-2.464,13.2355,0.348,0.3209,9.7952,-0.0954,-2.0996,4.1615,-0.4278,-0.0712,0.0596,4.9953,28.99,-29.51,-22.32,225.09,-1.33,-1.58,2,28.534,23.547054,87.292595,68.7,NaN,0,38.038708,,13 / 29,5008,2020-02-06 18:54:20:714
4.1764,0.9693,10.1757,0.469,0.1044,9.7949,-0.0801,-0.1202,2.7554,-0.5066,0.5892,-0.7213,4.9953,27.23,-29.54,-23.59,223.38,-0.61,-2.74,2,29.936,23.547058,87.29258,80.57,NaN,3.2,31.122583,227.5,13 / 29,5508,2020-02-06 18:54:21:214
