,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.0687,1.7977,9.6705,0.9106,1.263,9.6823,-0.0895,0.3465,-0.2242,-0.0784,-0.067,0.0585,0,23.56,-29.19,-17.69,223.73,-7.4,-5.37,2,28.215,23.547195,87.29255,97.34,NaN,0,20.748388,,11 / 29,5,2020-02-06 18:57:22:400
0.9394,2.0156,10.9586,0.6128,0.9074,9.7453,0.0085,1.0143,0.7052,0.2561,-0.132,-0.1727,0,22.84,-28.98,-19.2,221.54,-5.31,-3.6,2,29.235,23.547195,87.29255,97.34,NaN,0,20.748388,,11 / 29,505,2020-02-06 18:57:22:900
0.0416,1.5918,8.3489,0.6387,0.8212,9.7513,-0.3814,0.4096,1.5231,-0.0773,0.0459,0.2236,0,26.24,-26.91,-20.24,227.52,-6.21,-3.41,2,30.531,23.547195,87.29255,97.34,NaN,0,20.748388,,11 / 29,1006,2020-02-06 18:57:23:401
-0.1284,0.3253,9.8501,0.43,1.2513,9.717,0.2632,-0.4011,-0.7009,0.123,0.1674,0.1054,0,24.08,-30.18,-18.21,221.9,-6.8,-3.16,2,32.379,23.547195,87.29256,95.5,NaN,0,17.290323,,12 / 29,1505,2020-02-06 18:57:23:900
0.6354,0.6174,6.8693,0.693,0.8541,9.7448,0.2092,-0.5774,-0.7529,0.3083,0.4156,-0.1471,0,25.78,-28.37,-20.46,226.11,-5,-4.07,2,32.697,23.547195,87.29256,95.5,NaN,0,17.290323,,12 / 29,2006,2020-02-06 18:57:24:401
1.7415,0.2199,10.2332,0.9319,1.0202,9.7088,-0.2637,-0.2382,-1.5201,-0.1817,-0.5773,0.0063,0,26.71,-29.18,-21.91,227.2,-5.97,-5.48,2,35.905,23.547195,87.29256,95.5,NaN,0,17.290323,,12 / 29,2506,2020-02-06 18:57:24:901
1.8325,1.0795,11.9378,0.6377,0.9807,9.7366,1.068,0.054,1.1181,-0.611,0.6691,-0.7436,0,29.98,-28.74,-21.1,229.27,-5.74,-3.75,2,35.636,23.547195,87.29256,95.5,NaN,0,17.290323,,12 / 29,3008,2020-02-06 18:57:25:403
0.9227,0.536,12.0887,0.6431,1.1582,9.7167,-0.5905,-1.0562,2.207,-0.4235,0.129,0.1768,0,30.09,-30.52,-19.13,226.87,-6.2,-2.75,2,35.853,23.547184,87.29255,90.18,NaN,3.42,17.290323,239,13 / 29,3505,2020-02-06 18:57:25:900
0.1996,1.599,11.5931,0.4979,1.2078,9.7192,-0.2411,-0.3941,3.0365,0.205,-0.508,-0.1705,0,29.06,-31.27,-18.48,224.98,-4.66,-1.58,2,36.21,23.547184,87.29255,90.18,NaN,3.42,17.290323,239,13 / 29,4005,2020-02-06 18:57:26:400
0.554,1.3356,11.2674,0.3708,0.7558,9.7705,-0.0401,0.4822,1.1373,-0.0486,-0.0574,-0.1705,4.9953,30.54,-28.21,-18.51,230.06,-4.42,-2.17,2,37.181,23.547178,87.29254,86.15,NaN,3.46,17.290323,232.4,15 / 29,4506,2020-02-06 18:57:26:901
