x,y,z
-0.542 , 4.783 , 8.626
-0.567 , 4.823 , 8.658
-0.542 , 4.869 , 8.752
-0.571 , 4.958 , 8.617
-0.661 , 4.896 , 8.608
-0.63 , 4.968 , 8.573
-0.652 , 4.938 , 8.41
-0.631 , 4.886 , 8.325
-0.649 , 4.902 , 8.435
-0.644 , 4.804 , 8.467
-0.642 , 4.753 , 8.489
-0.655 , 4.875 , 8.604
-0.647 , 4.816 , 8.719
-0.606 , 4.835 , 8.782
-0.64 , 4.825 , 8.843
-0.609 , 4.885 , 8.837
-0.545 , 4.782 , 8.659
-0.525 , 4.771 , 8.655
-0.483 , 4.734 , 8.72
-0.524 , 4.752 , 8.722
-0.514 , 4.719 , 8.644
-0.588 , 4.684 , 8.713
-0.689 , 4.635 , 8.681
-0.71 , 4.769 , 8.759
-0.701 , 4.74 , 8.764
-0.688 , 4.84 , 8.76
-0.708 , 4.838 , 8.68
-0.712 , 4.792 , 8.673
-0.643 , 4.76 , 8.611
-0.561 , 4.784 , 8.459
-0.498 , 4.708 , 8.483
-0.525 , 4.764 , 8.501
-0.562 , 4.744 , 8.478
-0.624 , 4.745 , 8.513
-0.719 , 4.804 , 8.586
-0.78 , 4.836 , 8.65
-0.775 , 4.82 , 8.702
-0.733 , 4.902 , 8.725
-0.65 , 4.841 , 8.743
-0.583 , 4.778 , 8.658
-0.513 , 4.774 , 8.601
-0.473 , 4.743 , 8.559
-0.473 , 4.799 , 8.605
-0.527 , 4.784 , 8.625
-0.649 , 4.727 , 8.606
-0.846 , 4.714 , 8.655
-0.92 , 4.814 , 8.659
-0.923 , 4.832 , 8.711
-0.946 , 4.88 , 8.762
-0.842 , 4.834 , 8.734
-0.701 , 4.831 , 8.722
-0.561 , 4.782 , 8.606
-0.463 , 4.76 , 8.604
-0.415 , 4.778 , 8.611
-0.412 , 4.855 , 8.696
-0.496 , 4.8 , 8.64
-0.618 , 4.874 , 8.628
-0.789 , 4.85 , 8.631
-0.799 , 4.933 , 8.648
-0.847 , 4.886 , 8.691
-0.804 , 4.977 , 8.617
-0.685 , 4.868 , 8.648
-0.644 , 4.897 , 8.644
-0.469 , 4.862 , 8.586
-0.451 , 4.916 , 8.553
-0.411 , 4.934 , 8.516
-0.401 , 4.957 , 8.505
-0.51 , 4.886 , 8.477
-0.51 , 4.956 , 8.455
-0.604 , 4.872 , 8.483
-0.66 , 4.88 , 8.539
-0.668 , 4.874 , 8.644
-0.641 , 4.814 , 8.649
-0.65 , 4.792 , 8.641
-0.597 , 4.782 , 8.652
-0.552 , 4.769 , 8.648
-0.496 , 4.798 , 8.728
-0.471 , 4.716 , 8.686
-0.47 , 4.702 , 8.66
-0.473 , 4.697 , 8.733
-0.585 , 4.709 , 8.813
-0.555 , 4.602 , 8.848
-0.652 , 4.666 , 8.859
-0.763 , 4.672 , 8.822
-0.756 , 4.616 , 8.856
-0.694 , 4.723 , 8.792
-0.655 , 4.713 , 8.647
-0.624 , 4.725 , 8.741
-0.551 , 4.732 , 8.647
-0.564 , 4.801 , 8.661
-0.546 , 4.795 , 8.604
-0.55 , 4.812 , 8.598
-0.57 , 4.875 , 8.64
-0.615 , 4.92 , 8.628
-0.686 , 4.945 , 8.558
-0.703 , 4.959 , 8.483
-0.725 , 4.956 , 8.514
-0.698 , 4.953 , 8.476
-0.631 , 5.023 , 8.551
-0.598 , 4.989 , 8.517
-0.501 , 4.962 , 8.488
-0.41 , 4.94 , 8.448
-0.439 , 4.995 , 8.533
-0.364 , 4.98 , 8.52
-0.384 , 4.987 , 8.612
-0.404 , 5.047 , 8.612
-0.482 , 4.932 , 8.573
-0.582 , 4.862 , 8.587
-0.61 , 4.897 , 8.498
-0.647 , 4.878 , 8.606
-0.61 , 4.886 , 8.685
-0.631 , 4.844 , 8.776
-0.627 , 4.782 , 8.69
-0.622 , 4.735 , 8.696
-0.61 , 4.752 , 8.655
-0.567 , 4.808 , 8.719
-0.561 , 4.784 , 8.798
-0.559 , 4.832 , 8.774
-0.573 , 4.789 , 8.744
-0.544 , 4.757 , 8.708
-0.533 , 4.775 , 8.762
-0.503 , 4.838 , 8.739
-0.422 , 4.836 , 8.72
-0.44 , 4.819 , 8.604
-0.474 , 4.834 , 8.589
-0.484 , 4.873 , 8.514
-0.501 , 4.945 , 8.525
-0.457 , 4.916 , 8.568
-0.472 , 4.954 , 8.458
-0.55 , 4.96 , 8.509
-0.543 , 4.986 , 8.546
-0.585 , 4.941 , 8.519
-0.598 , 4.941 , 8.534
-0.628 , 4.96 , 8.541
-0.67 , 4.935 , 8.543
-0.581 , 4.891 , 8.543
-0.588 , 4.92 , 8.565
-0.601 , 4.903 , 8.584
-0.568 , 4.834 , 8.698
-0.472 , 4.869 , 8.739
-0.531 , 4.808 , 8.804
-0.407 , 4.816 , 8.878
-0.457 , 4.792 , 8.801
-0.458 , 4.828 , 8.848
-0.342 , 4.862 , 8.844
-0.393 , 4.877 , 8.747
-0.41 , 4.869 , 8.701
-0.5 , 4.819 , 8.552
-0.609 , 4.845 , 8.519
-0.598 , 4.875 , 8.452
-0.682 , 4.857 , 8.48
-0.709 , 4.966 , 8.461
-0.724 , 4.924 , 8.455
-0.659 , 4.933 , 8.511
-0.676 , 4.999 , 8.477
-0.595 , 4.969 , 8.581
-0.507 , 4.996 , 8.517
-0.512 , 4.952 , 8.547
-0.473 , 4.886 , 8.549
-0.368 , 4.845 , 8.526
-0.422 , 4.807 , 8.601
-0.442 , 4.8 , 8.789
-0.507 , 4.826 , 8.851
-0.555 , 4.863 , 8.911
-0.619 , 4.795 , 8.896
-0.64 , 4.728 , 8.763
-0.684 , 4.774 , 8.71
-0.604 , 4.738 , 8.792
-0.554 , 4.757 , 8.709
-0.51 , 4.766 , 8.679
-0.451 , 4.757 , 8.641
-0.474 , 4.751 , 8.684
-0.465 , 4.757 , 8.786
-0.497 , 4.786 , 8.747
-0.509 , 4.788 , 8.74
-0.488 , 4.802 , 8.654
-0.551 , 4.768 , 8.616
-0.412 , 4.764 , 8.592
-0.437 , 4.813 , 8.699
-0.366 , 4.774 , 8.792
-0.309 , 4.822 , 8.813
-0.278 , 4.777 , 8.763
-0.312 , 4.813 , 8.763
-0.272 , 4.875 , 8.748
-0.31 , 4.904 , 8.671
-0.31 , 4.942 , 8.708
-0.393 , 4.972 , 8.685
-0.344 , 4.916 , 8.586
-0.394 , 4.911 , 8.579
-0.417 , 4.891 , 8.573
-0.35 , 4.922 , 8.577
-0.395 , 4.934 , 8.596
-0.355 , 4.875 , 8.52
-0.367 , 4.875 , 8.51
-0.423 , 4.921 , 8.495
-0.404 , 4.869 , 8.617
-0.407 , 4.915 , 8.636
-0.351 , 4.878 , 8.678
-0.403 , 4.837 , 8.757
-0.337 , 4.747 , 8.717
-0.336 , 4.667 , 8.71
-0.3 , 4.699 , 8.734
-0.397 , 4.647 , 8.759
-0.381 , 4.612 , 8.804
-0.446 , 4.636 , 8.77
-0.516 , 4.661 , 8.818
-0.501 , 4.631 , 8.806
-0.428 , 4.653 , 8.83
-0.38 , 4.667 , 8.836
-0.445 , 4.691 , 8.823
-0.373 , 4.63 , 8.823
-0.355 , 4.662 , 8.756
-0.384 , 4.704 , 8.754
-0.363 , 4.764 , 8.806
-0.455 , 4.79 , 8.759
-0.522 , 4.787 , 8.595
-0.538 , 4.79 , 8.618
-0.43 , 4.817 , 8.563
-0.44 , 4.859 , 8.598
-0.401 , 4.909 , 8.596
-0.328 , 4.822 , 8.54
-0.355 , 4.85 , 8.478
-0.394 , 4.836 , 8.478
-0.431 , 4.857 , 8.63
-0.421 , 4.916 , 8.708
-0.47 , 4.929 , 8.732
-0.542 , 4.849 , 8.656
-0.496 , 4.798 , 8.59
-0.471 , 4.86 , 8.66
-0.463 , 4.84 , 8.617
-0.392 , 4.875 , 8.646
-0.345 , 4.765 , 8.65
-0.336 , 4.816 , 8.698
-0.228 , 4.783 , 8.687
-0.204 , 4.824 , 8.728
-0.234 , 4.842 , 8.75
-0.193 , 4.901 , 8.805
-0.217 , 4.914 , 8.765
-0.243 , 4.871 , 8.698
-0.284 , 4.836 , 8.596
-0.325 , 4.836 , 8.563
-0.384 , 4.828 , 8.608
-0.476 , 4.872 , 8.702
-0.498 , 4.801 , 8.662
-0.58 , 4.75 , 8.668
-0.646 , 4.701 , 8.618
-0.603 , 4.717 , 8.588
-0.589 , 4.636 , 8.646
-0.573 , 4.685 , 8.784
-0.601 , 4.699 , 8.704
-0.453 , 4.582 , 8.655
-0.521 , 4.424 , 8.6
-0.473 , 4.464 , 8.669
-0.428 , 4.543 , 8.757
-0.474 , 4.635 , 8.884
-0.528 , 4.604 , 8.922
-0.555 , 4.575 , 8.825
-0.534 , 4.665 , 8.813
-0.546 , 4.716 , 8.782
-0.429 , 4.719 , 8.798
-0.363 , 4.776 , 8.804
-0.261 , 4.822 , 8.705
