bump:10.6,pothole:4.0,basespeed:5.0,lowerspeed:5.0,scaling:5.0
x,y,z,latitude,longitude,bearing,accuracy,light,timestamp
-2.1960211E-8,0.0,9.468493,23.55123116,87.29667774,-72.02935791015625,4.5509996,3.0,219189900,0
-1.940245,-2.0326552,10.569916,23.55123116,87.29667774,-72.02935791015625,4.5509996,3.0,219189977,0
-0.6200436,2.5263317,8.166132,23.55123116,87.29667774,-72.02935791015625,4.5509996,3.0,219190007,0
-1.0203413,0.8846103,9.060615,23.55123116,87.29667774,-72.02935791015625,4.5509996,3.0,219190038,0
-2.004819,-0.311278,10.23212,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190061,0
-2.1031573,-1.5634495,10.327827,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190098,0
-0.8337516,0.83176136,9.172442,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190121,0
-0.6267874,1.5452178,8.65592,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190159,0
-1.0220103,0.90735257,9.154577,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190200,0
-0.8292847,1.780144,8.521964,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190239,0
-1.8613983,-1.677244,10.274769,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190260,0
-1.788024,-0.55011064,10.490387,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190302,0
-2.0521984,-1.701733,10.278126,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190341,0
-1.6703011,-0.5975089,10.459799,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190380,0
-1.9066026,-1.8705033,10.296658,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190420,0
-0.86469364,1.553215,8.889567,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190441,0
-0.71515775,1.6943725,8.663328,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190481,0
-0.8887252,1.4630893,8.882158,23.55123116,87.29667774,-72.02935791015625,4.5509996,2.0,219190520,0
