,ori,,
1582892834371,34.985107,-5.492499,1.2489803
1582892834391,35.038696,-5.3071423,1.3797754
1582892834410,35.112274,-5.1047306,1.512506
1582892834433,35.040405,-5.123392,1.622466
1582892834451,35.085022,-5.064519,1.66576
1582892834472,35.182556,-4.9756236,1.7058948
1582892834492,35.18344,-5.009553,1.7107455
1582892834512,35.19507,-5.06178,1.703521
1582892834535,35.304535,-5.0253863,1.6828232
1582892834556,35.398163,-4.9858804,1.6703551
1582892834589,35.413635,-5.0046673,1.6628982
1582892834592,35.494934,-5.0152454,1.6285843
1582892834612,35.50348,-5.0229745,1.6190279
1582892834634,35.526703,-5.0395336,1.6118685
1582892834653,35.56613,-5.0549726,1.6025718
1582892834680,35.63159,-5.0427046,1.5701574
1582892834693,35.675415,-5.0319843,1.549522
1582892834714,35.644257,-5.0491376,1.5691054
1582892834733,35.652863,-5.054017,1.5720713
1582892834755,35.69803,-5.041915,1.5788639
1582892834777,35.688995,-5.0471153,1.6006384
1582892834794,35.6792,-5.051361,1.6183298
1582892834815,35.716034,-5.0264206,1.6230996
1582892834834,35.755157,-5.0215855,1.6152115
1582892834854,35.76831,-5.0315547,1.6048974
1582892834877,35.83017,-5.0057864,1.5850203
1582892834897,35.8974,-4.97486,1.5556233
1582892834918,35.961914,-4.997219,1.505984
1582892834937,36.006317,-5.0330772,1.4582193
1582892834965,36.069946,-5.0271125,1.4347637
1582892834997,36.13733,-5.018716,1.421403
1582892834997,36.195526,-5.012533,1.3865118
1582892835017,36.210632,-5.002579,1.384356
1582892835036,36.21768,-5.0158153,1.3794012
1582892835058,36.27536,-5.026383,1.3345988
1582892835076,36.37915,-5.0072675,1.2735332
1582892835099,36.47693,-4.9231935,1.2510566
1582892835119,36.514923,-4.897758,1.2534945
1582892835139,36.535065,-5.0667458,1.1241853
1582892835172,36.795807,-4.711029,1.0869292
1582892835178,36.76465,-4.779122,1.1182772
1582892835211,36.64276,-5.109799,1.1316291
1582892835219,36.782837,-4.8366213,1.0510108
1582892835238,36.72043,-4.841747,1.1510074
1582892835259,36.714355,-4.918455,1.1288105
1582892835285,36.631256,-4.8588047,1.2110437
1582892835298,36.658905,-4.8470917,1.2028049
1582892835319,36.66205,-4.85169,1.2067465
1582892835340,36.670105,-4.817495,1.2190721
1582892835361,36.695557,-4.8702946,1.1717535
1582892835390,36.71292,-4.8972535,1.1423975
1582892835402,36.786713,-4.884784,1.0668718
1582892835420,36.79901,-4.954194,1.0273544
1582892835440,36.81198,-4.9677186,1.0018841
1582892835462,36.816833,-4.995879,0.94899255
1582892835482,36.809113,-5.0390706,0.91399765
1582892835501,36.840973,-5.014796,0.88249546
1582892835522,36.85193,-4.9901175,0.8786654
1582892835543,36.85193,-5.0035806,0.865363
1582892835564,36.95453,-5.014974,0.79633856
1582892835585,37.011993,-4.9949512,0.76254463
1582892835601,37.01474,-5.0505457,0.73336726
1582892835623,36.9675,-5.145092,0.6758184
1582892835646,36.95987,-5.117815,0.62503916
1582892835665,36.91803,-5.061131,0.62872374
1582892835685,36.86267,-5.134825,0.6695171
1582892835704,36.809235,-5.118888,0.69166744
1582892835723,36.767822,-5.095562,0.6943986
1582892835744,36.673676,-5.151967,0.7302198
1582892835767,36.63861,-5.1171455,0.7162632
1582892835787,36.64789,-5.080889,0.6946039
1582892835804,36.662903,-5.1334596,0.6498884
1582892835824,36.67813,-5.103061,0.578262
1582892835846,36.747986,-5.069811,0.46228984
1582892835869,36.725708,-5.193221,0.40947068
1582892835888,36.7782,-5.2295275,0.34313175
1582892835907,36.803528,-5.2020216,0.27762842
1582892835926,36.889008,-5.191888,0.19216368
1582892835953,37.016815,-5.16593,0.092274934
1582892835968,37.140717,-5.1967626,0.035493508
1582892836006,37.260986,-5.2047963,-0.07563445
