,ori,,
1582893548966,354.02618,-7.0382257,0.25790998
1582893548982,354.12857,-6.7800913,0.09038489
1582893549002,354.14035,-6.714235,0.052154027
1582893549023,354.1271,-6.871735,0.068173945
1582893549042,354.1177,-6.7900224,0.05339448
1582893549061,354.1111,-6.7035656,0.036242083
1582893549081,354.12302,-6.738201,0.0069714356
1582893549102,354.13528,-6.7418637,-0.021953776
1582893549125,354.11795,-6.743462,-0.01036073
1582893549154,354.0859,-6.7945786,0.01931815
1582893549167,354.06604,-6.8074703,0.025787247
1582893549200,354.03842,-6.7761936,0.035984747
1582893549205,354.02612,-6.76258,0.050487537
1582893549228,354.01657,-6.7445126,0.060967535
1582893549244,354.0191,-6.7125053,0.05430767
1582893549263,354.0491,-6.7050266,0.014683601
1582893549283,354.09476,-6.699836,-0.04490303
1582893549303,354.13086,-6.685959,-0.09302639
1582893549325,354.15692,-6.695924,-0.12570162
1582893549346,354.19504,-6.722408,-0.17235939
1582893549374,354.24594,-6.723992,-0.23804481
1582893549385,354.2935,-6.7419434,-0.29787138
1582893549405,354.33328,-6.7682867,-0.34694785
1582893549427,354.3637,-6.7615623,-0.38695157
1582893549448,354.38574,-6.7797093,-0.4138133
1582893549468,354.4055,-6.8336782,-0.43465295
1582893549485,354.42484,-6.839618,-0.4592296
1582893549505,354.42896,-6.8621483,-0.46260002
1582893549526,354.42,-6.8515615,-0.45192182
1582893549548,354.42468,-6.816968,-0.46101034
1582893549569,354.42795,-6.8503976,-0.4623141
1582893549587,354.42532,-6.8403754,-0.45980248
1582893549616,354.41272,-6.835873,-0.44384184
1582893549628,354.38486,-6.8265305,-0.40850008
1582893549649,354.37296,-6.776814,-0.3975443
1582893549669,354.37097,-6.7629194,-0.39619595
1582893549688,354.35712,-6.759319,-0.37862173
1582893549708,354.35248,-6.7530403,-0.37315464
1582893549730,354.35666,-6.7450557,-0.37931305
1582893549749,354.36652,-6.755822,-0.3910862
1582893549773,354.37396,-6.737347,-0.4023851
1582893549788,354.39404,-6.7274055,-0.4292013
1582893549808,354.42987,-6.753618,-0.473228
1582893549834,354.44766,-6.733846,-0.49793044
1582893549850,354.47876,-6.696478,-0.5412762
1582893549870,354.4876,-6.7061186,-0.5518702
1582893549890,354.51117,-6.7246604,-0.58074677
1582893549910,354.52136,-6.6772313,-0.5978161
1582893549930,354.51865,-6.658779,-0.5958467
1582893549953,354.52847,-6.7089534,-0.60434955
1582893549972,354.54013,-6.716654,-0.61879116
1582893549991,354.55695,-6.677468,-0.6436424
1582893550015,354.5759,-6.6931963,-0.66681033
1582893550036,354.5993,-6.7225413,-0.69464844
1582893550055,354.61835,-6.706235,-0.72051686
1582893550075,354.64243,-6.696766,-0.75228405
1582893550096,354.66852,-6.7323422,-0.7831975
1582893550120,354.68027,-6.759642,-0.7963171
1582893550133,354.66656,-6.750154,-0.7793613
1582893550155,354.6465,-6.7536545,-0.75320697
1582893550191,354.63297,-6.767089,-0.73464936
1582893550195,354.6184,-6.7644186,-0.716045
1582893550214,354.61115,-6.7603674,-0.70697576
1582893550234,354.6143,-6.7738314,-0.71000516
1582893550254,354.62616,-6.7965407,-0.7235556
1582893550273,354.64316,-6.8116364,-0.74438155
1582893550297,354.67007,-6.8331738,-0.77759135
1582893550314,354.69193,-6.8464956,-0.804911
1582893550333,354.71286,-6.8516216,-0.83162755
1582893550360,354.7348,-6.8660197,-0.85901946
1582893550400,354.74844,-6.874563,-0.8760715
1582893550420,354.76416,-6.87798,-0.89618516
1582893550420,354.77374,-6.8659334,-0.90949667
1582893550437,354.7952,-6.856911,-0.9378916
1582893550455,354.80994,-6.868587,-0.95619273
1582893550478,354.80823,-6.8874865,-0.95265716
1582893550496,354.79358,-6.9012775,-0.93271536
1582893550525,354.77634,-6.8844824,-0.9115432
1582893550536,354.7546,-6.895442,-0.8825611
1582893550558,354.7324,-6.885143,-0.8544853
1582893550584,354.71622,-6.824823,-0.8379458
1582893550597,354.70703,-6.850025,-0.8242147
1582893550617,354.72275,-6.8522577,-0.84439605
1582893550636,354.74323,-6.8024917,-0.87451535
1582893550660,354.76395,-6.849954,-0.897946
1582893550679,354.7619,-6.844027,-0.8957186
1582893550702,354.74725,-6.816947,-0.8786857
1582893550722,354.72684,-6.839276,-0.8506501
1582893550740,354.71198,-6.846854,-0.8169288
1582893550760,354.69852,-6.822725,-0.7834541
1582893550797,354.67874,-6.834031,-0.73833126
1582893550802,354.66183,-6.852115,-0.69450086
1582893550819,354.6516,-6.8310366,-0.6533118
1582893550838,354.64728,-6.835019,-0.6149853
1582893550858,354.63992,-6.854807,-0.56446767
1582893550879,354.6295,-6.8374047,-0.51536196
1582893550899,354.61456,-6.8086157,-0.46156102
1582893550920,354.57062,-6.8241096,-0.40328482
1582893550942,354.52536,-6.8317065,-0.34395936
1582893550969,354.4865,-6.7975006,-0.29664537
1582893550985,354.5036,-6.8055296,-0.26408258
1582893551014,354.52264,-6.83027,-0.22369312
1582893551026,354.53967,-6.8172927,-0.19471224
1582893551042,354.54675,-6.8000674,-0.16091987
1582893551060,354.55194,-6.7900963,-0.13745391
1582893551080,354.56253,-6.7890315,-0.124727115
1582893551101,354.57913,-6.7833543,-0.11263023
1582893551121,354.59818,-6.771546,-0.095296524
1582893551141,354.62158,-6.7571917,-0.08212046
1582893551167,354.653,-6.7440715,-0.083521366
1582893551197,354.64493,-6.7370853,-0.07366804
1582893551202,354.62378,-6.725206,-0.047349893
1582893551222,354.60666,-6.724913,-0.025179787
1582893551242,354.60278,-6.723501,-0.020262316
1582893551262,354.60052,-6.6800528,-0.021418115
1582893551282,354.58456,-6.65696,-0.0029597399
