,ori,,
1582892421129,296.73395,-5.1070075,-2.4170856
1582892421146,300.18503,-7.0275755,-2.475491
1582892421167,299.96478,-6.9414473,-2.1565416
1582892421187,296.33,-4.5069065,-2.741401
1582892421207,295.22165,-4.234407,-2.5017617
1582892421227,297.40045,-5.5313725,-2.6046224
1582892421247,297.2056,-5.2807903,-2.4889894
1582892421266,295.04883,-3.7949188,-2.9191978
1582892421287,294.9963,-4.0670705,-2.6676767
1582892421309,296.72986,-5.052502,-2.846402
1582892421350,296.46844,-4.631754,-2.85045
1582892421351,294.94846,-3.600498,-3.1532474
1582892421372,295.0324,-4.013425,-2.9637072
1582892421388,296.3616,-4.7695875,-3.0205636
1582892421410,295.85867,-4.146948,-3.135132
1582892421431,294.80072,-3.4689555,-3.2786748
1582892421449,295.2013,-3.9913542,-3.2037845
1582892421469,295.90582,-4.3940845,-3.188545
1582892421491,295.4593,-3.7765205,-3.3482792
1582892421509,294.82056,-3.4222205,-3.411803
1582892421539,295.34442,-3.9879873,-3.4434643
1582892421549,295.88803,-4.220637,-3.3814402
1582892421575,295.46063,-3.614212,-3.6208818
1582892421590,295.28366,-3.6220067,-3.5826733
1582892421615,295.7813,-4.076377,-3.702815
1582892421631,295.8368,-3.9952257,-3.61602
1582892421650,295.28387,-3.4943,-3.7848012
1582892421670,295.23877,-3.6785738,-3.6844223
1582892421693,295.68994,-4.0524626,-3.727283
1582892421712,295.5519,-3.7511582,-3.725829
1582892421739,295.1367,-3.4299543,-3.8266826
1582892421751,295.32974,-3.79565,-3.759886
1582892421773,295.7135,-3.983517,-3.768238
1582892421793,295.54767,-3.5806856,-3.8911152
1582892421812,295.16873,-3.4245083,-3.9415848
1582892421834,295.50345,-3.9165692,-3.826729
1582892421854,295.78003,-3.8120341,-3.948502
1582892421874,295.58945,-3.472318,-4.1235147
1582892421895,295.52026,-3.7877219,-3.964278
1582892421914,295.7156,-3.9830248,-4.072303
1582892421941,295.487,-3.6555007,-4.0505004
1582892421954,295.10522,-3.381472,-4.16156
1582892421976,295.25854,-3.6890535,-4.050423
1582892421995,295.5372,-3.856898,-4.129916
1582892422017,295.51978,-3.5926378,-4.164712
1582892422036,295.30084,-3.369545,-4.2313757
1582892422055,295.7256,-3.613066,-4.4463506
1582892422075,296.22736,-3.9157975,-4.4902654
1582892422094,296.41605,-3.7469628,-4.6844954
1582892422117,296.0902,-3.5062313,-4.6831455
1582892422144,296.18423,-3.9252512,-4.6962743
1582892422157,296.2442,-3.9978762,-4.613784
1582892422175,295.922,-3.5445707,-4.6800704
1582892422195,295.49008,-3.5650969,-4.477409
1582892422215,295.51028,-3.8097968,-4.4515433
1582892422235,295.45868,-3.6600504,-4.3795047
1582892422257,295.28854,-3.3705974,-4.480545
1582892422279,295.37793,-3.5246742,-4.4706564
1582892422296,295.70023,-3.7695136,-4.5371685
1582892422318,295.8107,-3.5767875,-4.6120324
1582892422341,295.7267,-3.416222,-4.6904354
1582892422358,295.91486,-3.6773999,-4.716136
1582892422377,296.04437,-3.7883065,-4.6808753
1582892422398,295.90198,-3.5114627,-4.724998
1582892422418,295.7998,-3.4893892,-4.676124
1582892422437,295.92395,-3.7540705,-4.677729
1582892422458,295.98044,-3.7004774,-4.597873
1582892422478,295.84814,-3.4467263,-4.673784
1582892422499,295.86594,-3.5656674,-4.6179223
1582892422522,296.02417,-3.777201,-4.6175632
1582892422569,295.97693,-3.570967,-4.59514
1582892422577,295.72876,-3.357032,-4.626177
1582892422580,295.8463,-3.6584957,-4.5864005
1582892422600,295.96924,-3.800023,-4.547776
1582892422620,295.8801,-3.4755805,-4.591741
1582892422640,295.7464,-3.3908236,-4.55938
1582892422660,295.88736,-3.7393932,-4.5563946
1582892422680,295.9848,-3.691541,-4.496355
1582892422701,295.79553,-3.3631754,-4.5507274
1582892422721,295.88528,-3.5774455,-4.511074
1582892422742,295.99915,-3.7152507,-4.4614215
1582892422760,295.92392,-3.4705908,-4.494551
1582892422781,295.9184,-3.4531686,-4.49115
1582892422804,295.97275,-3.680199,-4.435091
1582892422822,295.99768,-3.5655835,-4.459954
1582892422843,295.90222,-3.4813056,-4.470612
1582892422871,295.9394,-3.6248689,-4.447279
1582892422883,295.9551,-3.5740955,-4.459767
1582892422904,296.04688,-3.5892618,-4.403932
1582892422924,296.0966,-3.6267655,-4.5140524
1582892422956,296.1682,-3.7073357,-4.4221745
1582892422963,296.18506,-3.7426512,-4.469762
1582892422985,296.37573,-3.7704263,-4.4701777
1582892423005,296.35504,-3.6062174,-4.5589395
1582892423026,296.54556,-3.8886359,-4.4784865
1582892423045,296.61597,-3.6490135,-4.5911813
1582892423066,296.7391,-3.892451,-4.5721607
