,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.5827,2.2311,9.5388,0.9457,2.3523,9.4733,-0.4677,-0.0467,0.1833,-0.1077,0.0175,-0.1466,689.9797,24.12,-34.4,-16.02,220.82,-14.43,-6.11,2,36.432,23.547142,87.29251,133.96,NaN,0,17.290323,,18 / 31,35,2020-02-12 14:24:16:432
0.8772,2.8224,9.8932,1.0772,2.0356,9.5324,-0.2989,0.79,0.2008,-0.1759,-0.1007,-0.0699,727.8609,24.57,-33.43,-18.26,222.66,-11.98,-6.45,2,38.45,23.547142,87.29251,133.96,NaN,0,17.290323,,18 / 31,535,2020-02-12 14:24:16:932
0.2308,2.5447,10.0608,0.8715,1.4647,9.6574,-0.5866,1.0495,0.413,0.0574,0.2625,0.435,836.093,21.67,-33.24,-20.49,218.41,-8.4,-5.54,2,37.394,23.54714,87.29251,135.06,NaN,0,17.290323,,18 / 31,1034,2020-02-12 14:24:17:431
0.8317,1.8887,7.5229,0.4,1.2184,9.7224,0.0307,0.5902,0.5357,-0.3144,0.0282,-0.0539,925.3845,18.53,-39.08,-18.62,209.08,-8.9,-2.69,2,38.629,23.54714,87.29251,135.06,NaN,0,17.290323,,18 / 31,1535,2020-02-12 14:24:17:932
1.0376,0.7874,9.3617,0.7038,1.4168,9.6782,0.3459,-0.693,-0.2997,-0.1749,0.0931,-0.1807,1296.0795,23.68,-35.41,-20.53,219.04,-8.9,-4.77,2,41.688,23.54714,87.29251,135.06,NaN,0,17.290323,,18 / 31,2035,2020-02-12 14:24:18:432
0.7431,0.3013,10.9394,0.7631,1.2309,9.6991,-0.1114,-0.9578,1.2215,0.5911,-0.137,0.4499,2732.4443,22.28,-36.35,-22.76,214.39,-4.64,-3.51,2,42.234,23.54714,87.29251,135.06,NaN,0,17.290323,,18 / 31,2536,2020-02-12 14:24:18:933
0.791,2.1688,11.0615,0.5706,1.5017,9.6742,0.2813,0.9874,1.5959,-0.4337,0.1847,-0.3043,3719.0215,21.89,-40.1,-20.65,212.43,-8.81,-3.38,2,44.182,23.54713,87.29253,139.76,NaN,1.19,13.832258,213.9,19 / 31,3034,2020-02-12 14:24:19:431
0.554,1.7259,11.9235,0.6253,1.2953,9.7006,0.2276,0.3552,0.6105,0.1373,0.3435,0.3594,5125.2065,22.38,-40.42,-19.64,212,-7.59,-3.69,2,41.559,23.54713,87.29253,139.76,NaN,1.19,13.832258,213.9,19 / 31,3535,2020-02-12 14:24:19:932
0.8987,0.9741,8.641,0.6013,0.9824,9.7388,-0.3855,0.5626,0.1149,-0.079,-0.0134,-0.1423,6648.7817,18.72,-42.16,-19.33,206.95,-6.8,-3.54,2,43.315,23.547117,87.29253,139.02,NaN,3.82,13.832258,215.1,19 / 31,4035,2020-02-12 14:24:20:432
0.3433,0.0092,10.396,0.7161,1.164,9.711,-0.3482,-0.1114,-1.6763,0.0478,-0.0113,0.0888,7020.9336,21.16,-41.18,-18.86,210.32,-7.41,-4.67,2,44.931,23.547117,87.29253,139.02,NaN,3.82,13.832258,215.1,19 / 31,4535,2020-02-12 14:24:20:932
