x,y,z
-1.912 , 5.196 , 11.302
-1.236 , 4.157 , 10.687
-0.381 , 3.721 , 7.796
-0.034 , 4.025 , 7.644
1.217 , 6.052 , 9.636
1.858 , 7.515 , 10.748
2.618 , 7.638 , 7.641
2.375 , 5.865 , 3.48
1.824 , 4.789 , 1.426
0.92 , 6.1 , 3.303
0.499 , 8.419 , 7.313
0.26 , 9.532 , 9.413
-0.022 , 9.264 , 9.813
0.389 , 9.759 , 10.197
0.82 , 11.153 , 10.606
0.766 , 10.978 , 8.63
0.872 , 7.128 , 3.886
1.265 , 2.688 , -1.88
1.908 , 1.526 , -2.261
1.59 , 4.62 , 3.961
0.201 , 7.861 , 12.454
-1.74 , 7.304 , 15.212
-4.369 , 3.677 , 9.068
-4.365 , 0.592 , 5.419
-4.939 , 1.474 , 4.744
-4.461 , 5.36 , 10.034
-2.281 , 8.432 , 14.624
-0.515 , 6.047 , 12.406
0.662 , 1.356 , 7.683
1.672 , -0.146 , 8.729
2.098 , 2.695 , 13.375
0.922 , 5.853 , 15.758
-1.095 , 4.953 , 14.277
-2.871 , 1.398 , 8.784
-3.797 , -0.468 , 4.576
-3.83 , 1.28 , 4.903
-3.252 , 4.364 , 11.533
-1.884 , 6.12 , 16.586
-0.552 , 4.406 , 15.522
1.587 , 0.67 , 8.79
2.69 , -1.892 , 4.841
2.689 , -0.326 , 7.724
1.914 , 3.972 , 13.907
0.023 , 6.985 , 15.706
-2.564 , 6.101 , 12.437
-4.172 , 4.505 , 8.028
-4.449 , 5.524 , 6.116
-2.336 , 8.84 , 8.74
-0.119 , 10.605 , 9.991
2.677 , 7.984 , 7.91
5.517 , 4.267 , 3.282
7.547 , 2.436 , 0.896
7.171 , 4.357 , 3.85
5.218 , 7.398 , 8.605
2.711 , 8.43 , 9.749
-0.247 , 7.16 , 5.004
-2.918 , 5.272 , 1.726
-4.332 , 4.885 , 1.971
-4.029 , 6.028 , 7.403
-2.239 , 7.316 , 13.235
-1.025 , 6.342 , 15.189
0.598 , 3.679 , 13.917
1.915 , 2.745 , 12.281
2.422 , 5.272 , 11.235
2.595 , 8.608 , 12.488
1.447 , 9.241 , 9.865
0.566 , 7.346 , 5.363
0.693 , 7.363 , 1.519
2.65 , 7.898 , 3.183
1.994 , 8.341 , 3.246
2.182 , 7.884 , 5.058
2.386 , 7.025 , 5.883
0.513 , 5.142 , 4.184
-2.361 , 2.273 , 2.879
-4.248 , 1.853 , 6.082
-6.052 , 4.471 , 9.63
-6.709 , 5.855 , 11.471
-6.873 , 5.857 , 11.801
-5.5 , 6.069 , 13.465
-3.53 , 7.037 , 16.583
-2.153 , 6.348 , 16.255
-1.024 , 1.954 , 12.825
0.555 , -2.339 , 10.022
1.709 , -1.965 , 11.124
2.437 , 1.916 , 15.424
1.677 , 5.226 , 18.551
0.384 , 5.621 , 16.651
0.023 , 3.669 , 10.475
-0.451 , 2.444 , 3.221
-0.492 , 2.9 , 1.053
-0.082 , 5.097 , 5.821
0.409 , 7.318 , 9.332
0.07 , 6.39 , 8.054
0.02 , 2.796 , 3.559
0.179 , 1.246 , 0.347
1.609 , 6.379 , 5.389
2.289 , 14.099 , 12.98
2.523 , 16.633 , 16.826
1.447 , 10.988 , 7.821
1.8 , 3.155 , -1.072
1.25 , -0.397 , -7.15
0.474 , 3.22 , -0.355
0.058 , 9.907 , 10.646
-1.855 , 13.35 , 15.081
-3.251 , 9.427 , 10.79
-4.551 , 2.979 , 5.108
-5.226 , -0.343 , 3.394
-3.861 , 1.663 , 7.858
-2.131 , 5.698 , 14.298
-0.39 , 8.397 , 18.6
0.787 , 8.661 , 18.636
2.015 , 8.126 , 16.836
2.068 , 6.507 , 13.341
1.806 , 4.337 , 10.14
1.804 , 3.264 , 6.944
4.111 , 2.879 , 8.447
3.266 , 5.005 , 7.442
2.417 , 6.319 , 10.331
0.476 , 5.836 , 11.537
-2.81 , 3.256 , 6.93
-4.62 , 0.946 , 3.215
-4.929 , 1.391 , 3.662
-4.506 , 4.429 , 7.849
-2.537 , 7.649 , 12.333
0.439 , 7.783 , 14.296
2.168 , 4.394 , 10.407
2.587 , 0.207 , 5.79
3.127 , 0.372 , 5.561
2.44 , 3.756 , 8.64
0.082 , 6.378 , 12.193
-2.83 , 5.989 , 11.716
-4.723 , 4.285 , 7.298
-4.265 , 4.743 , 4.757
-2.306 , 6.545 , 5.273
-0.125 , 8.842 , 6.088
2.754 , 10.514 , 5.594
6.132 , 9.729 , 3.583
7.592 , 6.772 , -1.681
7.295 , 4.204 , -3.251
6.677 , 4.703 , 1.872
4.696 , 7.515 , 8.667
1.021 , 8.166 , 11.716
-2.608 , 6.818 , 12.844
-6.287 , 6.319 , 12.516
-8.283 , 6.952 , 12.672
-9.438 , 6.606 , 11.968
-8.61 , 4.715 , 10.225
-4.595 , 2.677 , 8.357
0.141 , 2.685 , 8.619
4.064 , 4.66 , 10.855
6.985 , 5.668 , 14.835
8.07 , 4.4 , 14.532
6.704 , 1.375 , 8.546
4.541 , -0.713 , 5.086
1.637 , -0.162 , 5.782
-1.706 , 2.711 , 11.583
-3.846 , 5.887 , 16.031
-4.984 , 5.549 , 17.039
-5.03 , 3.286 , 14.713
-3.801 , 2.236 , 13.979
-1.748 , 3.605 , 13.776
-0.403 , 4.874 , 11.094
0.6 , 4.789 , 8.059
0.532 , 4.555 , 5.282
0.756 , 5.703 , 4.563
-0.343 , 7.157 , 1.89
-0.416 , 8.23 , 3.549
-0.154 , 8.201 , 4.161
1.119 , 7.852 , 2.362
3.043 , 8.097 , 3.677
3.892 , 7.65 , 6.897
3.264 , 5.97 , 7.849
1.799 , 3.064 , 7.179
-0.281 , 0.342 , 6.701
-3.3 , 0.557 , 6.525
-4.718 , 2.87 , 10.597
-6.387 , 6.098 , 14.531
-7.74 , 7.231 , 15.474
-7.386 , 4.907 , 13.866
-5.828 , 0.451 , 8.401
-2.991 , -1.397 , 2.924
0.862 , 1.063 , 4.807
2.799 , 5.531 , 9.34
3.879 , 8.794 , 11.681
4.465 , 8.097 , 8.037
4.086 , 6.14 , 1.1
3.729 , 5.754 , -1.788
3.443 , 6.822 , 0.779
3.56 , 7.072 , 4.217
2.6 , 5.676 , 5.551
0.34 , 2.835 , 8.039
-1.488 , 0.91 , 11.744
-6.068 , 1.589 , 13.208
-8.781 , 3.278 , 17.522
-11.112 , 3.247 , 16.316
-11.209 , 1.353 , 11.035
-8.692 , 0.93 , 7.138
-4.529 , 2.413 , 7.639
-0.248 , 3.857 , 10.295
3.589 , 4.996 , 15.655
6.025 , 4.376 , 16.411
7.278 , 1.225 , 11.326
5.818 , -2.559 , 3.084
3.031 , -0.654 , 1.788
0.825 , 3.33 , 7.312
-0.809 , 7.896 , 11.163
-2.263 , 10.419 , 10.964
-1.462 , 10.577 , 11.583
-2.452 , 9.961 , 6.973
-1.433 , 7.491 , 5.748
-0.708 , 4.666 , 0.573
1.098 , 3.468 , 0.682
3.085 , 6.081 , 0.567
5.35 , 10.24 , 5.14
5.3 , 12.402 , 9.213
3.719 , 11.352 , 9.851
1.618 , 9.287 , 4.13
1.369 , 7.155 , 1.129
-0.287 , 5.262 , -0.169
-2.285 , 5.221 , 3.515
-2.474 , 6.982 , 6.549
-2.404 , 6.514 , 7.429
-4.83 , 4.253 , 7.62
-5.482 , 3.822 , 12.466
-6.108 , 6.596 , 14.409
-5.595 , 7.927 , 13.677
-4.83 , 5.587 , 10.158
-3.149 , 2.114 , 7.574
-1.535 , 1.574 , 7.766
1.24 , 3.427 , 10.911
2.272 , 4.594 , 12.602
2.594 , 3.562 , 12.977
2.426 , 1.98 , 12.132
0.871 , 2.002 , 8.561
-2.237 , 4.545 , 3.233
-1.324 , 3.335 , 3.983
-3.238 , 0.724 , 0.464
-6.355 , 0.116 , 0.918
-4.718 , 1.432 , 12.03
-5.717 , 2.381 , 16.824
-5.975 , 1.137 , 17.836
-4.43 , 0.981 , 17.932
-3.471 , 2.15 , 19.049
-2.201 , 1.827 , 16.784
-0.525 , 0.86 , 12.517
1.639 , 2.546 , 14.342
2.423 , 4.86 , 15.825
2.18 , 4.385 , 15.953
2.301 , 3.21 , 13.45
2.059 , 4.069 , 9.547
2.672 , 6.085 , 7.763
-1.369 , 6.346 , 4.406
-0.813 , 4.418 , 10.126
-2.778 , 3.706 , 7.037
-4.066 , 3.967 , 5.762
-3.011 , 6.007 , 9.387
-1.044 , 9.252 , 11.486
0.226 , 12.031 , 11.585
1.118 , 11.499 , 12.56
0.951 , 6.846 , 2.369
3.078 , 4.904 , -2.022
3.269 , 5.083 , -4.483
4.265 , 6.326 , 0.148
3.354 , 7.527 , 4.718
0.438 , 8.05 , 4.412
-1.467 , 8.347 , 3.691
-4.25 , 8.168 , 1.961
-6.159 , 7.951 , 2.477
-6.234 , 9.268 , 6.136
-6.375 , 10.92 , 3.991
-3.868 , 10.749 , 4.136
-1.751 , 8.7 , 2.593
0.353 , 7.715 , 3.357
2.177 , 9.721 , 8.161
2.923 , 11.013 , 12.827
2.408 , 7.447 , 10.538
1.198 , 2.612 , 4.124
0.518 , 2.067 , 1.71
-0.284 , 4.589 , 6.992
-3.058 , 6.988 , 11.665
-4.559 , 7.191 , 12.882
-5.622 , 5.084 , 10.053
-5.993 , 2.408 , 6.802
-5.963 , 0.75 , 5.956
-4.302 , 2.088 , 10.464
-1.675 , 4.823 , 13.663
0.658 , 5.748 , 13.618
2.011 , 4.509 , 11.684
2.733 , 4.585 , 10.883
2.177 , 6.38 , 11.652
0.841 , 6.759 , 12.366
-1.444 , 3.647 , 6.56
-2.256 , 1.443 , 2.016
-1.755 , 2.952 , 3.713
-2.297 , 6.138 , 8.855
-2.099 , 7.608 , 13.051
-0.828 , 5.189 , 10.857
-1.35 , 1.927 , 3.312
-0.445 , -0.283 , 2.632
-0.004 , 0.338 , 6.77
-0.435 , 3.14 , 11.772
-0.859 , 6.159 , 15.352
-0.995 , 6.125 , 17.218
-2.701 , 3.677 , 14.373
-3.451 , 3.126 , 13.978
-3.604 , 5.869 , 17.559
-3.19 , 6.944 , 20.326
-3.923 , 3.69 , 13.417
-2.567 , 0.934 , 8.898
-1.83 , 3.112 , 6.724
-2.168 , 6.687 , 7.84
-1.091 , 7.246 , 8.3
-0.636 , 4.992 , 5.498
-1.037 , 4.358 , 0.26
0.002 , 5.171 , 2.4
0.2 , 4.881 , 5.679
-0.859 , 4.222 , 6.582
-0.725 , 5.045 , 7.454
-0.31 , 5.424 , 7.329
-1.225 , 4.155 , 5.449
-2.088 , 4.046 , 5.17
-1.776 , 6.808 , 9.219
-1.563 , 8.995 , 12.106
-1.131 , 6.433 , 11.072
-0.308 , 2.972 , 6.242
0.789 , 3.972 , 4.195
2.017 , 7.102 , 7.392
1.129 , 8.577 , 8.859
0.568 , 7.573 , 8.164
-0.131 , 7.0 , 4.825
-1.259 , 6.615 , 4.258
-2.473 , 6.15 , 5.829
-3.121 , 6.429 , 7.257
-2.597 , 7.597 , 8.31
-2.145 , 7.442 , 8.44
-2.78 , 5.628 , 7.101
-2.699 , 4.462 , 8.12
-3.338 , 5.742 , 9.488
-3.72 , 5.797 , 11.465
-3.725 , 2.665 , 8.265
-3.56 , -0.603 , 4.017
-1.441 , 0.797 , 7.609
-0.873 , 4.413 , 13.401
-0.533 , 5.717 , 18.82
-1.347 , 2.65 , 16.721
-1.742 , -1.273 , 9.833
-2.149 , -1.016 , 3.825
-4.424 , 0.135 , 3.595
-3.1 , 1.448 , 9.135
-1.961 , 1.341 , 12.156
-4.072 , 2.28 , 11.526
-3.132 , 3.245 , 17.284
-1.839 , 3.702 , 17.999
-1.706 , 2.458 , 10.859
0.226 , 2.196 , 8.654
0.316 , 3.466 , 7.282
1.026 , 3.348 , 5.928
2.001 , 4.052 , 2.601
2.288 , 5.849 , 3.372
3.941 , 6.542 , 7.051
2.794 , 7.361 , 7.051
2.206 , 8.031 , 6.454
1.693 , 7.907 , 4.564
-0.957 , 4.459 , -0.659
-2.465 , 1.408 , -1.516
-3.579 , 3.571 , 3.628
-4.681 , 7.907 , 11.885
-5.206 , 9.756 , 16.748
-5.468 , 7.877 , 15.688
-4.771 , 4.775 , 11.565
-3.441 , 3.372 , 8.709
-2.477 , 3.691 , 10.201
-1.597 , 3.409 , 10.964
0.292 , 3.136 , 12.772
-0.022 , 3.532 , 12.464
-0.162 , 5.255 , 14.285
-0.321 , 6.162 , 13.688
-0.27 , 6.173 , 9.139
-0.816 , 6.104 , 4.521
-0.757 , 5.803 , 2.327
-2.123 , 6.828 , -2.977
1.381 , 5.123 , -2.759
-1.447 , 2.978 , -5.365
