x,y,z,latitude,longitude,bearing,accuracy,light,timestamp,abcd
0.07787541,1.4221926,9.372103,23.554195,87.2961083333333,130.951370239258,5.5,0,90574368,0
-0.05681692,0.119875684,9.664164,23.554195,87.2961083333333,130.951370239258,5.5,0,90574404,0
-0.088144325,-1.5620056,10.302497,23.554195,87.2961083333333,130.951370239258,5.5,0,90574411,0
-0.27958876,-0.31723532,9.88082,23.554195,87.2961083333333,130.951370239258,5.5,0,90574452,0
-0.043008056,0.80532694,9.482759,23.554195,87.2961083333333,130.951370239258,5.5,0,90574493,0
-0.40629333,-1.6848139,10.161258,23.554195,87.2961083333333,130.951370239258,5.5,0,90574534,0
-0.22645618,-1.1334356,10.006614,23.554195,87.2961083333333,130.951370239258,5.5,0,90574541,0
-0.09884859,0.2788106,9.634129,23.554195,87.2961083333333,130.951370239258,5.5,0,90574576,0
-0.1649719,0.714573,9.517135,23.554195,87.2961083333333,130.951370239258,5.5,0,90574604,0
-0.1106082,-0.13389225,9.862277,23.554195,87.2961083333333,130.951370239258,5.5,0,90574618,0
-0.09241485,-1.1756862,10.045765,23.554195,87.2961083333333,130.951370239258,5.5,0,90574625,0
-0.21431226,-1.3330376,10.143186,23.554195,87.2961083333333,130.951370239258,5.5,0,90574659,0
-0.07282468,0.40524486,9.656802,23.554195,87.2961083333333,130.951370239258,5.5,0,90574701,0
-0.10152825,-0.7350298,9.938148,23.554195,87.2961083333333,130.951370239258,5.5,0,90574742,0
-0.10946111,-1.2164757,10.001871,23.554195,87.2961083333333,130.951370239258,5.5,0,90574749,0
-0.16257682,-0.7760203,9.892073,23.554195,87.2961083333333,130.951370239258,5.5,0,90574784,0
-0.04780087,0.14505196,9.679391,23.554195,87.2961083333333,130.951370239258,5.5,0,90574804,0
0.024179434,0.31669387,9.66066,23.554195,87.2961083333333,130.951370239258,5.5,0,90574827,0
-0.059720587,-0.3402068,9.755588,23.554195,87.2961083333333,130.951370239258,5.5,0,90574834,0
-0.052550916,-1.0090872,9.916612,23.554195,87.2961083333333,130.951370239258,5.5,0,90574867,0
-0.049433544,-0.9249296,10.027998,23.554195,87.2961083333333,130.951370239258,5.5,0,90574874,0
-0.0916742,-0.20601,9.7996235,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90574909,0
0.0051034363,0.19567074,9.588546,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90574916,0
-0.10373751,0.021609524,9.739551,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90574950,0
-0.09659909,-0.8407911,9.870914,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90574992,0
-0.11260557,-0.46460626,9.864776,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575005,0
-0.055805016,0.12403998,9.675461,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575033,0
-0.11873821,0.11854036,9.73889,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575040,0
-0.12559831,-0.46622953,9.871672,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575075,0
-0.12762415,-0.70149684,9.847133,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575117,0
-0.14070834,-0.055819627,9.767242,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575159,0
-0.13555099,-0.699712,9.916581,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575200,0
-0.11559832,-0.70466805,9.871655,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575207,0
-0.13868922,-0.39589503,9.7854,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575241,0
-0.005765505,-0.19677263,9.712932,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575248,0
0.010311987,-0.305079,9.786466,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575283,0
-0.12867443,-0.41213855,9.799431,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575290,0
0.0054853037,-0.35128355,9.950953,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575325,0
0.005447866,-0.3158776,9.915422,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575366,0
0.12234123,-0.24508967,9.814156,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575404,0
0.06742712,-0.4263206,9.895702,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575450,0
-0.067424774,-0.44056642,10.036332,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575491,0
-0.18538594,-0.5495011,10.073244,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575498,0
0.085507914,-0.5047072,9.972367,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575533,0
0.1762114,-0.47714606,9.690928,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575574,0
0.070245706,-0.36958468,9.72353,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575581,0
0.070245706,-0.36958468,9.72353,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575604,0
0.112343706,-0.3158247,9.816517,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575616,0
-0.061602462,-0.5173245,9.86769,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575623,0
-0.06862672,-0.46641776,9.8446865,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575657,0
-0.1455623,-0.41195232,9.905853,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575699,0
-0.064755425,-0.31221166,9.722528,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575740,0
0.05429707,-0.38224322,9.772288,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575782,0
-0.056673132,-0.4609686,9.800625,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575805,0
-0.078680195,-0.37670755,9.793931,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575824,0
-0.021633431,-0.38122573,9.8382845,23.5541716666667,87.2961216666667,152.220397949219,7.2,0,90575865,0
0.03937106,-0.38398123,9.842511,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90575907,0
-0.07462501,-0.40475374,9.846304,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90575948,0
-0.010635145,-0.38810807,9.83665,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90575990,0
-0.017613146,-0.34580815,9.857532,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576005,0
-0.022611566,-0.3474691,9.859034,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576031,0
-0.025661768,-0.3320174,9.81139,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576038,0
-0.11660599,-0.30119306,9.864381,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576073,0
0.0023662797,-0.34353045,9.8379965,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576115,0
0.06738582,-0.42492285,9.856509,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576156,0
-0.006623031,-0.3861708,9.848146,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576198,0
-0.040663403,-0.29488838,9.809847,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576207,0
0.015268101,-0.3510522,9.744814,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576241,0
-0.13358264,-0.4666827,9.886539,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576248,0
-0.2534464,-0.54525954,10.015904,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576281,0
-0.2035367,-0.4569077,9.930183,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576323,0
-0.28865764,-0.39364338,9.81544,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576364,0
-0.20170039,-0.36272871,9.774836,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576405,0
-0.10668756,-0.3836276,9.786952,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576447,0
0.023357835,-0.39409655,9.82997,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576454,0
-0.036595598,-0.41570088,9.874196,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576489,0
0.03433089,-0.34970713,9.804394,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576531,0
-0.02561575,-0.2836162,9.855063,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576572,0
-0.16467975,-0.35107848,9.794399,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576605,0
-0.28959644,-0.39063773,9.873545,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576614,0
-0.27165636,-0.30282772,9.816645,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576655,0
-0.23062201,-0.3209839,9.849226,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576662,0
-0.3396712,-0.35529345,9.802598,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576697,0
-0.21864656,-0.31186163,9.825937,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576738,0
-0.44160515,-0.38735372,9.865326,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576780,0
-0.5076565,-0.47887307,9.816638,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576804,0
-0.35072145,-0.30975878,9.754938,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576822,0
-0.3967669,-0.18972683,9.711809,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576829,0
-0.40576515,-0.243011,9.7134905,23.5541716666667,87.2961366666667,89.9999923706055,6.9,0,90576863,0
-0.22661988,-0.31855577,9.851248,23.55416,87.2961316666667,-158.44157409668,6.9,0,90576906,0
-0.2826261,-0.45694348,9.845403,23.55416,87.2961316666667,-158.44157409668,6.9,0,90576914,0
-0.37468183,-0.47699785,9.79253,23.55416,87.2961316666667,-158.44157409668,6.9,0,90576946,0
-0.23168857,-0.26292983,9.786055,23.55416,87.2961316666667,-158.44157409668,6.9,0,90576988,0
-0.26066598,-0.3261038,9.807511,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577004,0
-0.36359394,-0.5107692,9.875947,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577029,0
-0.33268186,-0.31803852,9.792489,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577071,0
-0.5665673,-0.3971306,9.901365,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577113,0
-0.58074623,-0.2714843,9.731516,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577154,0
-0.69173807,-0.31209853,9.739344,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577196,0
-0.68372893,-0.41324437,9.748027,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577205,0
-0.63355464,-0.48451206,9.913374,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577238,0
-0.6316927,-0.26240134,9.782388,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577279,0
-0.6235913,-0.42254543,9.878576,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577320,0
-0.68567014,-0.47376454,9.803791,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577362,0
-0.76071554,-0.3151062,9.760793,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577404,0
-0.6326907,-0.44678852,9.784234,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577446,0
-0.5296542,-0.34441075,9.818879,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577487,0
-0.4616397,-0.2681775,9.832573,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577528,0
-0.44262907,-0.33013114,9.842643,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577570,0
-0.3206158,-0.20190942,9.855174,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577604,0
-0.42365152,-0.283112,9.82131,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577613,0
-0.3566526,-0.44170627,9.820305,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577655,0
-0.3476229,-0.19174342,9.848447,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577695,0
-0.34671137,-0.34571803,9.764471,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577737,0
-0.40870407,-0.35272616,9.771456,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577778,0
-0.41666183,-0.29432207,9.811539,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577804,0
-0.42067134,-0.2241908,9.802511,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577819,0
-0.47965643,-0.4402468,9.81671,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577862,0
-0.564693,-0.493228,9.782072,23.55416,87.2961316666667,-158.44157409668,6.9,0,90577869,0
-0.5086374,-0.44086376,9.834758,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90577905,0
-0.51365715,-0.332546,9.815994,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90577914,0
-1.1868519,-0.08568823,8.68258,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90577944,0
-1.0909605,-0.60016507,10.47752,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90577951,0
-0.8864551,-0.43557066,10.008005,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90577986,0
-0.6812373,-0.552046,10.214544,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578004,0
-0.31760776,-0.0974932,9.862799,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578027,0
-0.121149346,-0.0110182585,9.348713,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578035,0
0.3093123,-0.08186468,9.786634,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578069,0
0.024372142,-0.37041813,9.843546,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578076,0
-0.32199782,-0.5076902,9.492597,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578111,0
-0.22574845,-0.13110848,9.729233,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578152,0
-0.7937045,-0.5050044,9.771255,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578159,0
-0.8816277,-0.8342982,9.844213,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578194,0
-0.44741333,-0.61337847,10.047411,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578204,0
-0.8267065,-0.38932702,9.769367,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578236,0
-0.54673743,-0.085726,9.739839,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578244,0
-0.10161964,-0.28215638,9.8514185,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578277,0
0.031293154,-0.61922246,9.768583,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578319,0
0.23218136,0.06675532,9.662373,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578360,0
-0.04054092,-0.82592094,9.92609,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578402,0
-0.12763308,-0.25996184,9.838664,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578443,0
-0.18370663,-0.12841704,9.768909,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578485,0
-0.10146482,-0.6061048,9.998342,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578527,0
0.027265184,-0.14160188,9.742038,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578568,0
0.04324014,-0.1967352,9.718266,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578605,0
-0.2196965,-0.54246074,9.778524,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578651,0
-0.4856449,-0.27266908,9.827616,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578693,0
-0.4315502,-0.8105707,9.917481,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578734,0
-0.26066124,-0.3310862,9.812002,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578776,0
-0.076801054,0.0130177485,9.67923,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578804,0
0.065338254,-0.12904705,9.811362,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578817,0
-0.14551504,-0.64004964,9.950715,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578859,0
-0.07860227,-0.33050886,9.8678875,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578866,0
-0.108750835,-0.0024339524,9.726911,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578901,0
-0.041634046,0.022853095,9.837711,23.55416,87.2961016666667,-89.9999923706055,6.9,0,90578909,0
-0.1835538,-0.3420726,9.913947,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90578942,0
-0.23758768,-0.6516735,9.881812,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90578949,0
-0.2305678,-0.6418852,9.900678,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90578984,0
-0.28062963,-0.2655105,9.842021,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579004,0
-0.35273996,-0.025760716,9.737358,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579026,0
-0.29058155,-0.55191207,9.8876705,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579068,0
-0.3585422,-0.73085225,9.925018,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579075,0
-0.46154413,-0.46698567,9.923285,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579109,0
-0.5766076,0.025997708,9.863137,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579150,0
-0.64554566,-0.6435972,9.9219265,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579192,0
-0.60257965,-0.51494706,9.889599,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579204,0
-0.51178354,-0.12874244,9.696092,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579234,0
-0.58276665,-0.052307986,9.712159,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579241,0
-0.78861946,-0.41419035,9.851951,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579275,0
-0.58356506,-0.58374465,9.903429,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579317,0
-0.7577345,-0.13083191,9.74279,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579358,0
-0.6446759,-0.5124283,9.798261,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579400,0
-0.6776539,-0.26177332,9.8192005,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579441,0
-0.62472796,-0.14508733,9.748878,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579483,0
-0.6326365,-0.45515662,9.8357315,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579490,0
-0.5826303,-0.50042635,9.841566,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579524,0
-0.6756945,-0.24235858,9.7806225,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579566,0
-0.6027348,-0.14253308,9.742337,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579605,0
-0.5875887,-0.6189986,9.881025,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579649,0
-0.45567426,-0.14361647,9.799756,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579691,0
-0.5816228,-0.46026513,9.848712,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579733,0
-0.36158755,-0.3692236,9.882013,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579774,0
-0.4686458,-0.31315753,9.826767,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579804,0
-0.42466938,-0.27970186,9.804388,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579816,0
-0.31072968,-0.22829103,9.747086,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579823,0
-0.43857336,-0.34870303,9.895507,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579857,0
-0.49662662,-0.42556426,9.845037,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579865,0
-0.5447505,-0.3612052,9.727462,23.5541633333333,87.2961033333333,-89.9999923706055,6.9,0,90579899,0
-0.38341057,-0.2449317,10.049969,23.55416,87.2961116666667,89.9999923706055,7,0,90579940,0
