,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.1853,0.3205,9.4646,0.6465,1.1095,9.7222,-0.1793,-0.9003,-1.5605,0.2647,-0.0825,0.4729,2157.9817,-21.14,16.66,-33.05,42.71,-6.92,-2.81,5,47.989,23.547216,87.2926,107.17,NaN,1.15,13.832258,26,18 / 34,8,2020-02-06 12:12:13:953
1.1429,2.0898,11.1477,0.834,0.8114,9.7374,-0.4632,-1.1427,1.2014,-0.1103,0.3734,-0.3804,3401.8184,-20.88,21.14,-32.62,36.94,-5.17,-4.95,5,41.892,23.547216,87.29262,108.33,NaN,0,10.374194,,18 / 34,509,2020-02-06 12:12:14:454
0.7096,2.0443,9.1845,0.5193,0.9302,9.7486,0.3871,0.9697,0.4558,0.1219,-0.1198,0.1757,6733.7026,-21.45,20.02,-33.46,39.7,-5.44,-3.05,5,52.781,23.547216,87.29262,108.33,NaN,0,10.374194,,18 / 34,1009,2020-02-06 12:12:14:954
-0.3031,-0.1991,9.8573,0.5601,1.0095,9.7385,-0.8314,-1.492,0.761,-0.0336,0.3148,0.1725,11524.222,-20.32,22.22,-33.58,35.24,-5.91,-3.29,5,45.632,23.54722,87.292625,108.04,NaN,2.92,13.832258,16.4,18 / 34,1510,2020-02-06 12:12:15:455
1.4733,1.0196,7.0896,0.9844,1.076,9.6976,-0.9259,-1.4926,-1.1605,0.743,-0.6184,0.2939,16944.152,-21.97,21.82,-31.22,39.36,-4.11,-3.79,5,42.481,23.54722,87.292625,108.04,NaN,2.92,13.832258,16.4,18 / 34,2009,2020-02-06 12:12:15:954
1.4566,1.5655,13.609,0.4897,1.1663,9.7247,0.4952,0.9302,1.5766,-0.4799,0.2541,0.018,27317.639,-22.09,21.82,-31.16,38.05,-6.85,-3.43,5,43.025,23.54723,87.29263,108.23,NaN,3.28,13.832258,16.6,18 / 33,2508,2020-02-06 12:12:16:453
0.8676,1.3524,12.8835,0.4653,1.0839,9.7355,1.0053,0.8482,1.6244,-0.4213,0.0442,-0.4017,30912.322,-18.6,23.49,-31.36,31.81,-7.44,-4.1,5,48.839,23.54723,87.29263,108.23,NaN,3.28,13.832258,16.6,18 / 33,3008,2020-02-06 12:12:16:953
0.7072,2.0323,7.5349,0.7921,1.678,9.6295,-0.1904,0.1328,0.3714,0.0282,0.1742,0.1458,30912.322,-22.42,20.29,-31.19,37.46,-9.85,-4.7,5,48.133,23.547237,87.29264,114.21,NaN,1.8,10.374194,24.9,18 / 34,3509,2020-02-06 12:12:17:454
0.9155,1.6421,9.1198,0.7214,1.3493,9.6866,0.1995,0.2317,-0.8731,0.0516,-0.0069,0.0979,30912.322,-20.12,23.96,-32.41,32.18,-7.31,-4.12,5,44.859,23.547237,87.29264,114.21,NaN,1.8,10.374194,24.9,18 / 34,4008,2020-02-06 12:12:17:953
1.9546,1.5152,9.2563,1.0762,1.1956,9.6738,-0.4933,0.2454,-1.6735,-0.3393,0.1699,-0.2995,30912.322,-24.72,20.52,-30.15,39.53,-8.22,-7.21,5,44.309,23.547243,87.29264,116.27,NaN,2.59,10.374194,24.9,19 / 34,4508,2020-02-06 12:12:18:453
