,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.3481,1.2662,10.4367,0.0878,0.9304,9.762,0.2887,0.416,0.6965,0.1411,-0.2785,0.0425,16030.008,-14.57,28.01,-31.44,25.53,-5.44,-0.52,5,37.766,23.547308,87.292595,,NaN,,77.70968,,13 / 37,12,2020-02-06 12:09:06:841
-0.6359,0.3875,10.0967,0.465,0.5517,9.7801,-1.1117,-0.2234,0.4241,-0.0048,-0.0389,-0.0076,17231.385,-15.33,27.87,-29.07,25.94,-6.31,-1.59,5,39.231,23.547312,87.292725,156.87,NaN,0,38.038708,,0 / 39,513,2020-02-06 12:09:07:342
-0.1284,1.3093,10.7024,0.296,1.016,9.7494,-0.5314,-1.2012,-2.0256,0.596,0.1593,-0.0747,19791.49,-19.04,27.87,-27.92,30.89,-4.46,-1.96,5,41.418,23.547312,87.292725,156.87,NaN,0,38.038708,,0 / 39,1013,2020-02-06 12:09:07:842
0.5731,1.8217,10.6857,0.1784,0.9414,9.7597,0.535,0.584,1.8259,0.1475,0.0176,0.2161,22916.066,-16.53,27.57,-28.83,28.62,-4.34,-1.09,5,47.946,23.547312,87.292725,156.87,NaN,0,38.038708,,14 / 39,1511,2020-02-06 12:09:08:340
1.5236,1.8767,8.5069,0.2982,1.1357,9.7361,0.7551,0.6997,-1.4721,0.0463,-0.2125,0.1075,32768,-15.02,27.82,-29.4,24.31,-6.65,-1.75,5,46.008,23.547312,87.292725,156.87,NaN,0,38.038708,,14 / 39,2012,2020-02-06 12:09:08:841
1.0783,0.4785,8.3058,0.4138,1.0446,9.7421,0.3659,-0.8086,-0.6689,-0.2967,-0.0037,-0.227,32768,-19.55,26.28,-30.05,32.71,-6.11,-2.43,5,45.007,23.5473,87.29272,171.9,NaN,3.35,20.748388,23.8,16 / 39,2512,2020-02-06 12:09:09:341
-0.0542,0.5288,7.4439,0.8165,0.9214,9.7291,0.3879,-1.2587,3.586,-0.0709,-0.0538,0.2023,32768,-17.49,27.29,-29.32,25.91,-4.8,-5.19,5,54.757,23.5473,87.29272,171.9,NaN,3.35,20.748388,23.8,16 / 39,3012,2020-02-06 12:09:09:841
0.5181,2.1784,9.0456,0.2574,0.6803,9.7796,-0.6599,-1.7957,1.9039,-0.4426,0.0485,-0.7809,32768,-19.83,26.93,-30.26,32.73,-4.36,-2.25,5,41.943,23.5473,87.29272,171.9,NaN,3.35,20.748388,23.8,20 / 33,3511,2020-02-06 12:09:10:340
0.1781,0.4043,11.617,0.2085,0.52,9.7906,0.3234,0.7231,2.1387,0.1134,0.089,0.3163,32768,-16.6,28.27,-30.95,28.55,-2.82,-1.72,5,38.236,23.5473,87.29272,171.9,NaN,3.35,20.748388,23.8,20 / 33,4013,2020-02-06 12:09:10:842
-0.0973,1.0196,8.6793,0.3315,0.485,9.789,0.1493,0.6583,-1.8385,-0.2243,0.1199,-0.0992,32768,-17.59,28.48,-29.56,29.93,-2.83,-1.94,5,38.499,23.5473,87.29272,171.9,NaN,3.35,20.748388,23.8,20 / 33,4512,2020-02-06 12:09:11:341
-0.3702,-0.4265,10.0703,0.5379,0.4402,9.782,-0.7604,-0.7645,-0.2445,-0.1337,0.1987,0.083,32768,-18.08,30.13,-29.55,26.9,-3.89,-3.29,5,40.212,23.5473,87.29272,171.9,NaN,3.35,20.748388,23.8,20 / 33,5012,2020-02-06 12:09:11:841
-0.7054,0.0308,8.6362,0.2367,0.8251,9.769,-0.7711,-0.7864,-1.3466,-0.1966,-0.0399,0.1544,32768,-17.12,28.39,-31.69,27.91,-4.83,-1.39,5,39.958,23.5473,87.29272,171.9,NaN,3.35,20.748388,23.8,20 / 33,5512,2020-02-06 12:09:12:341
1.1166,0.3133,12.0504,0.4069,0.6772,9.7748,-0.8065,-1.8891,0.3795,0.8271,0.1561,0.5261,32768,-17.63,27.82,-30.27,29.11,-3.96,-2.38,5,37.998,23.5473,87.29272,171.9,NaN,3.35,20.748388,23.8,20 / 33,6012,2020-02-06 12:09:12:841
0.8628,-0.0865,11.5739,0.2733,0.3889,9.7951,0.3705,-0.154,2.2835,0.0495,-0.0762,0.0191,32768,-19.56,27.42,-30.65,34.12,-2.27,-1.6,5,43.418,23.547308,87.29272,164.09,NaN,4.03,10.374194,14.5,20 / 33,6512,2020-02-06 12:09:13:341
0.439,1.0004,8.6626,0.6274,0.4307,9.7771,-0.1269,0.6949,0.8566,-0.0251,-0.2349,-0.194,32768,-21.51,28.68,-31.3,35.44,-1.79,-1.23,5,47.521,23.547308,87.29272,164.09,NaN,4.03,10.374194,14.5,20 / 33,7012,2020-02-06 12:09:13:841
0.6234,1.0795,8.7344,0.7007,0.4303,9.7721,-0.037,0.4965,-1.7422,-0.2775,0.0037,-0.0427,32768,-25.7,22.39,-30.96,44.17,-3.22,-5.09,5,39.771,23.547312,87.29272,160.59,NaN,3.02,10.374194,14.7,20 / 33,7512,2020-02-06 12:09:14:341
0.4414,-0.2445,10.3409,0.6676,0.479,9.7722,-0.038,-0.9248,0.2945,0.0037,0.0485,-0.1152,32768,-22.51,22.04,-31.18,41.48,-2.8,-3.91,5,55.602,23.547312,87.29272,160.59,NaN,3.02,10.374194,14.7,20 / 33,8013,2020-02-06 12:09:14:842
1.7295,0.3636,5.9212,1.3032,0.8056,9.6862,-0.2492,-1.5103,-3.9881,0.4767,-0.6141,0.0191,32768,-26.59,20.12,-28.94,45.38,-4.71,-7.66,5,52.019,23.547316,87.292725,158.45,NaN,3.1,10.374194,14.8,20 / 33,8512,2020-02-06 12:09:15:341
0.9155,0.6437,5.3562,0.6531,0.9404,9.7396,0.0379,-0.6389,-4.2299,1.3853,0.0069,0.2683,32768,-27.36,24.67,-28.61,45.64,0.28,-3.06,5,41.248,23.547316,87.292725,158.45,NaN,3.1,10.374194,14.8,20 / 33,9012,2020-02-06 12:09:15:841
0.8221,1.8264,10.973,0.8151,0.4762,9.7611,-0.2526,0.7457,2.3444,0.1347,-0.2263,-0.2728,32768,-26.42,22.76,-30.93,45.28,-1.68,-3.29,5,37.693,23.547323,87.29275,159.04,NaN,4.9,10.374194,14.7,21 / 33,9511,2020-02-06 12:09:16:340
-0.3223,0.4402,10.5492,0.3655,0.0858,9.7995,-0.6422,0.4806,0.8674,0.0921,0.0037,0.4196,32768,-26.06,20.81,-29.32,49.51,-0.5,-2.14,5,37.793,23.547323,87.29275,159.04,NaN,4.9,10.374194,14.7,21 / 33,10011,2020-02-06 12:09:16:840
1.4422,0.6485,10.0033,0.9204,0.1162,9.7627,0.3942,0.1553,-2.0823,-0.188,0.0538,-0.2654,32768,-26.29,22.48,-28.31,45.47,-1.55,-5.51,5,51.523,23.547333,87.292755,157.69,NaN,3.71,10.374194,14.6,21 / 33,10512,2020-02-06 12:09:17:341
1.3608,0.524,5.902,1.2429,0.8201,9.6929,-0.2173,-0.5,-4.0587,-0.3148,-0.0208,-0.5242,32768,-29.66,19.63,-29.25,46.81,-6.75,-8.62,5,40.358,23.547333,87.292755,157.69,NaN,3.71,10.374194,14.6,21 / 33,11012,2020-02-06 12:09:17:841
1.2483,0.9406,7.1877,0.7635,1.3313,9.6858,-0.7787,-1.0959,-2.7806,0.302,0.2701,-0.2728,32768,-25.96,18.42,-31.25,46.66,-5.57,-6.29,5,48.265,23.54734,87.29276,164.06,NaN,4.21,13.832258,14.4,15 / 19,11512,2020-02-06 12:09:18:341
-1.0693,-0.9652,11.0687,0.5392,0.7523,9.7629,-1.3611,-1.4791,-0.7935,0.5843,-0.6226,0.1906,32768,-27.41,17.64,-30.28,51.18,-4.4,-3.16,5,44.138,23.54734,87.29276,164.06,NaN,4.21,13.832258,14.4,15 / 19,12012,2020-02-06 12:09:18:841
0.4845,1.4673,13.8628,0.4929,0.8479,9.7575,0.5504,0.6124,2.7652,0.449,-0.0538,-0.2004,32768,-28.45,13.84,-31.09,57.61,-4.96,-2.89,5,44.388,23.547348,87.29276,155.86,NaN,0,13.832258,,15 / 24,12513,2020-02-06 12:09:19:342
0.6521,1.5798,11.0615,0.7884,1.0546,9.7178,0.0974,0.6623,0.315,-0.1358,-0.3339,-0.2782,32768,-29.84,13.7,-30.98,57.72,-6.64,-3.56,5,42.522,23.547348,87.29276,155.86,NaN,0,13.832258,,15 / 24,13012,2020-02-06 12:09:19:841
0.5612,1.2734,9.862,0.6994,0.7813,9.7504,0.1652,0.5085,1.1863,-0.1391,-0.1252,-0.1897,32768,-31.85,10.43,-30.5,66.28,-5.45,-3.91,5,43.978,23.547356,87.29276,151.46,NaN,4.61,13.832258,51.9,12 / 20,13512,2020-02-06 12:09:20:341
0.2212,0.7179,8.6482,0.6626,1.6535,9.6435,-0.4226,-0.5405,-1.4144,-0.1689,-0.057,-0.1333,32768,-33.31,5.51,-31.56,69.19,-9.71,-3.93,5,38.723,23.547356,87.29276,151.46,NaN,4.61,13.832258,51.9,12 / 20,14012,2020-02-06 12:09:20:841
0.5564,1.2901,8.0185,1.1078,2.0268,9.5307,-0.1544,-0.7981,-2.4326,-0.2062,0.0655,-0.5274,32768,-34.88,-1.92,-29.02,81.26,-11.93,-6.63,5,43.617,23.547363,87.29277,147.07,NaN,3.78,10.374194,52,14 / 22,14514,2020-02-06 12:09:21:343
-0.5114,0.2439,11.7056,0.7204,2.1372,9.5438,0.0481,-0.5418,-3.6923,0.1337,-0.4607,-0.0161,32768,-31.76,-3.36,-30.38,83.4,-12.17,-1.77,5,50.957,23.547363,87.29277,147.07,NaN,3.78,10.374194,52,14 / 22,15012,2020-02-06 12:09:21:841
-0.8442,0.2415,8.629,0.6891,2.1176,9.5505,1.5333,-0.2132,2.9189,0.3361,0.8368,-0.2888,32768,-33.87,-7.87,-29.92,91.78,-11.74,-6.94,5,40.361,23.547373,87.29278,142.26,NaN,4.36,10.374194,52.1,15 / 23,15513,2020-02-06 12:09:22:342
0.6473,2.2023,10.8078,0.546,0.9508,9.7452,0.1659,-1.5043,5.5713,-0.3532,0.6056,-0.1109,32768,-34.74,-7.82,-29.06,96.79,-7.35,-5.15,5,42.398,23.547373,87.29278,142.26,NaN,4.36,10.374194,52.1,15 / 23,16016,2020-02-06 12:09:22:845
