,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.1613,2.2383,10.3936,-0.502,1.791,9.6286,-0.1413,0.288,1.2254,-0.2924,-0.2572,-0.1983,1060.6747,-17.62,14.06,-34.11,44.59,-12.01,3.8,5,43.194,23.547209,87.29265,127.29,NaN,3.71,24.206451,84,14 / 32,5,2020-02-06 12:10:40:143
0.6497,0.433,9.8285,0.7006,-0.0601,9.7814,-0.459,1.5563,-0.4413,-0.0677,0.1838,-0.2792,1060.6747,-21.68,19.94,-27.69,42.32,-2.75,-4.97,5,55.758,23.547203,87.29266,131.77,NaN,2.56,20.748388,83.6,14 / 32,504,2020-02-06 12:10:40:642
2.1293,1.678,13.1421,0.3623,0.2314,9.7972,-1.1411,-0.9787,-1.602,0.6333,0.2892,0.1544,2145.4934,-21.71,21.13,-27.87,46.93,2.72,-2.07,5,50.597,23.547203,87.29266,131.77,NaN,2.56,20.748388,83.6,14 / 32,1004,2020-02-06 12:10:41:142
0.6593,1.1058,9.1606,0.3025,0.1078,9.8014,-0.1367,0.3112,2.7667,0.1763,-0.0431,0.2012,4008.7507,-21.34,23.32,-29.77,43.48,-0.38,-1.65,5,44.513,23.5472,87.29268,134.88,NaN,1.84,17.290323,87.2,15 / 32,1505,2020-02-06 12:10:41:643
0.6809,0.6174,9.7663,0.6256,0.6234,9.7668,0.4267,0.8427,-0.8124,0.1092,0.3979,-0.1226,7288.183,-20.26,24.29,-30.78,33.41,-2.88,-5.56,5,43.743,23.5472,87.29268,134.88,NaN,1.84,17.290323,87.2,15 / 32,2004,2020-02-06 12:10:42:142
2.1581,0.6988,6.4096,0.7999,1.0643,9.7159,0.2288,-0.4133,-1.9744,-0.204,0.1987,-0.3943,11639.114,-22.19,23.57,-32.11,33.85,-6.86,-5.7,5,41.287,23.547203,87.29269,133,NaN,2.77,13.832258,52.2,18 / 32,2504,2020-02-06 12:10:42:642
-0.5569,0.1888,7.7671,0.3541,1.5354,9.6792,-0.0954,-0.8399,-3.4115,-0.0538,-0.2935,0.3823,19199.543,-18.62,22.33,-34.63,34.56,-8.67,-0.59,5,55.074,23.547203,87.29269,133,NaN,2.77,13.832258,52.2,18 / 32,3004,2020-02-06 12:10:43:142
-0.1356,0.0595,14.7319,0.4415,1.4326,9.6914,-0.2855,-1.006,-2.5048,0.4756,0.4213,0.1416,32059.633,-20.13,22.37,-32.16,34.89,-8.4,-2.61,5,40.679,23.547213,87.292694,134.23,NaN,4.03,13.832258,10.8,18 / 32,3504,2020-02-06 12:10:43:642
-0.1619,1.666,12.8763,-0.245,1.4713,9.6926,0.6278,1.5665,0.5245,0.2945,0.4022,0.3685,32059.633,-19.16,22.8,-31.54,35.79,-6.13,-0.08,5,45.83,23.547213,87.292694,134.23,NaN,4.03,13.832258,10.8,18 / 32,4004,2020-02-06 12:10:44:142
0.2571,2.1616,10.0991,0.2424,1.3903,9.7046,-0.3715,0.4996,1.0423,-0.1912,-0.1326,-0.1983,32059.633,-19.65,23.84,-30.72,33.62,-9.81,-1.31,5,39.782,23.54722,87.2927,140.01,NaN,2.99,13.832258,40.8,18 / 32,4504,2020-02-06 12:10:44:642
