,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.3648,1.441,10.8365,-0.2386,1.6002,9.6723,0.1102,0.3319,0.9679,-0.7186,-0.6196,-0.3233,0,-22.09,23.43,-34.07,39.97,-11.67,4.08,5,45.732,23.547266,87.2926,128.97,NaN,0,27.664516,,10 / 27,7,2020-02-05 18:33:02:973
0.5252,-0.0841,12.3544,0.9881,2.0823,9.5319,0.0412,-2.3648,1.1489,0.1432,1.2861,-0.2637,0,-16.59,28.44,-33.62,21,-12.26,-5.92,5,42.855,23.547266,87.2926,128.97,NaN,0,27.664516,,12 / 27,508,2020-02-05 18:33:03:474
0.1302,1.6469,9.9291,0.2262,1.2269,9.727,1.5401,1.1458,1.2052,0.2636,0.3316,-0.1422,0,-16.7,28.86,-30.5,26.58,-7.19,-1.33,5,41.295,23.547266,87.2926,128.97,NaN,0,27.664516,,12 / 27,1008,2020-02-05 18:33:03:974
0.1709,0.5599,8.5668,0.6268,1.3025,9.6995,0.0855,-0.0818,0.9965,0.0633,-0.332,0.0325,0,-19.86,28.43,-30.83,32,-6.67,-0.65,5,45.915,23.547266,87.2926,128.97,NaN,0,27.664516,,12 / 27,1508,2020-02-05 18:33:04:474
0.4821,0.9406,9.8285,0.7267,1.3664,9.6838,0.0072,-0.3939,-0.9073,-0.252,-0.0092,-0.0975,0,-19.66,28.76,-30.07,27.36,-9.18,-4.79,5,51.701,23.547266,87.2926,128.97,NaN,0,27.664516,,12 / 27,2008,2020-02-05 18:33:04:974
1.6338,0.2319,8.064,1.0514,1.2801,9.6657,0.0801,-1.5645,-1.4733,-0.3074,0.0472,-0.2967,0,-22.31,27.09,-29.1,31.28,-7.5,-6.21,5,41.243,23.547276,87.29262,127.02,NaN,3.71,24.206451,24.1,13 / 27,2508,2020-02-05 18:33:05:474
0.7814,-0.776,13.6856,1.0742,1.9881,9.5427,-0.2095,-2.5196,3.1719,-0.4064,-0.4087,0.0005,0,-19.88,28.47,-31.19,25.68,-11.7,-6.42,5,40.598,23.547276,87.29262,127.02,NaN,3.71,24.206451,24.1,13 / 27,3007,2020-02-05 18:33:05:973
1.3536,1.3332,13.0559,1.2905,1.5156,9.6025,-1.6105,-1.3419,3.8544,-0.3127,0.1218,-0.5502,0,-21.37,27.05,-30.02,27.83,-8.78,-7.83,5,41.798,23.547283,87.292625,127.82,NaN,3.28,24.206451,31.8,15 / 27,3508,2020-02-05 18:33:06:474
1.0113,2.0515,14.2889,1.0748,1.1335,9.6814,0.3239,0.7118,3.9466,-0.1465,-0.0007,0.0122,0,-22.42,28.08,-29.44,30.73,-7.35,-5.95,5,39.708,23.547283,87.292625,127.82,NaN,3.28,24.206451,31.8,15 / 27,4007,2020-02-05 18:33:06:973
0.8844,1.8145,10.1829,0.9895,1.1441,9.6893,-0.2149,0.6722,0.6817,-0.481,0.2166,-0.0634,0,-21.57,29.26,-30.4,30.06,-6.7,-5.83,5,39.81,23.547293,87.29263,128.38,NaN,3.49,20.748388,40.1,16 / 27,4508,2020-02-05 18:33:07:474
-0.0446,0.8329,8.0185,0.5604,1.2478,9.7108,-0.2093,0.339,-2.0508,-0.2264,0.0579,0.1933,0,-22.58,25.38,-31.59,32.74,-9.6,-6.02,5,42.424,23.547293,87.29263,128.38,NaN,3.49,20.748388,40.1,16 / 27,5008,2020-02-05 18:33:07:974
0.6449,-0.0362,7.8797,0.9015,1.1843,9.693,0.1426,0.0734,-0.7554,-0.2094,-0.0795,-0.0613,0,-20.67,27.76,-31.22,29.8,-7.75,-4.67,5,42.013,23.547302,87.29264,128.25,NaN,3.56,20.748388,39.7,16 / 26,5508,2020-02-05 18:33:08:474
