x,y,z
-0.030075073 , 4.9091797 , 8.350388
0.14735413 , 4.9945374 , 7.9806976
0.24414062 , 4.962448 , 8.2235565
0.28633118 , 4.8027344 , 8.477249
0.6241455 , 4.733185 , 8.6528015
0.71084595 , 4.7596893 , 8.691147
0.35162354 , 4.782852 , 8.415482
0.31481934 , 4.9181213 , 8.248505
0.7313843 , 5.092865 , 8.287994
1.0513611 , 5.253769 , 8.1779175
0.99938965 , 5.397156 , 7.9567566
0.7812958 , 5.510132 , 7.7190857
0.6878052 , 5.4591064 , 7.775818
0.90286255 , 5.2840424 , 8.185379
1.2046814 , 5.1106415 , 8.484848
1.0246277 , 5.0254517 , 8.580765
0.5227814 , 4.9218903 , 8.485275
0.39543152 , 4.904022 , 8.416077
0.63175964 , 4.963974 , 8.355072
0.5518646 , 5.015991 , 8.338242
0.2924347 , 5.035507 , 8.291458
0.45466614 , 5.1235046 , 8.131485
0.8421936 , 5.279953 , 7.9254456
0.85517883 , 5.3232727 , 7.892746
0.5470123 , 5.27742 , 7.941757
0.28744507 , 5.31575 , 8.041382
0.28019714 , 5.239975 , 7.888092
0.55836487 , 5.1685333 , 7.9390717
0.72080994 , 5.068817 , 8.097702
0.35046387 , 4.9469147 , 8.585754
-0.088012695 , 4.6408386 , 8.308685
0.31082153 , 4.7426453 , 8.536713
1.3087463 , 4.9370575 , 8.502289
1.1755981 , 4.868103 , 8.152664
0.31881714 , 4.7669525 , 8.602631
0.44029236 , 4.8827057 , 8.329575
0.956604 , 5.028244 , 7.721344
0.7758179 , 4.880432 , 7.8515472
0.553833 , 4.691513 , 8.221512
0.71917725 , 4.452011 , 8.269531
0.7107086 , 4.1502075 , 8.405762
0.6251221 , 4.0395966 , 8.791321
0.7866974 , 4.098358 , 8.8433075
0.6536102 , 4.210251 , 8.764801
0.18286133 , 4.1468353 , 8.212189
0.07699585 , 4.326706 , 8.237839
0.47543335 , 4.3374786 , 8.2873535
0.714447 , 4.134598 , 8.562698
0.7059479 , 3.9486694 , 9.035522
0.8027954 , 3.9855042 , 8.811523
0.82107544 , 4.255493 , 8.38678
0.5005646 , 4.3949738 , 8.286194
0.25737 , 4.386688 , 8.199814
0.41238403 , 4.5055084 , 8.270233
0.76504517 , 4.6335907 , 8.230179
1.0515442 , 4.6421204 , 7.796692
1.423996 , 4.5243835 , 7.5729065
1.5839691 , 4.4383698 , 8.426819
1.5638275 , 4.1061554 , 8.91507
1.4638672 , 4.0052032 , 9.19397
1.24617 , 4.1524963 , 8.823196
0.92041016 , 4.4599 , 8.278671
0.7850342 , 4.788666 , 8.178711
0.9534149 , 4.8326416 , 7.7950134
1.4943695 , 4.853058 , 8.001236
2.081253 , 4.8794403 , 8.647751
2.14711 , 4.786789 , 8.572876
