bump:10.6,pothole:4.0,basespeed:5.0,lowerspeed:5.0,scaling:5.0
x,y,z,latitude,longitude,bearing,accuracy,light,timestamp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687401,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687439,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687456,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687472,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687490,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687506,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687521,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687535,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687590,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687605,0
-1.1853862E-9,0.0,10.177448,0.0,0.0,0.0,0.0,0.0,1687617,0
-0.5396479,1.376004,7.9423113,0.0,0.0,0.0,0.0,0.0,1687628,0
-2.9618232E-9,-8.881784E-16,9.748264,0.0,0.0,0.0,0.0,0.0,1687640,0
1.6448812,0.2661189,11.814929,0.0,0.0,0.0,0.0,0.0,1687653,1
0.56434524,0.5569019,11.124515,0.0,0.0,0.0,0.0,0.0,1687664,0
-0.46054864,2.4279,9.022466,0.0,0.0,0.0,0.0,0.0,1687673,0
-9.333693E-10,-8.881784E-16,9.504216,0.0,0.0,0.0,0.0,0.0,1687699,0
1.5004142E-9,8.881784E-16,9.9003315,0.0,0.0,0.0,0.0,0.0,1687709,0
-1.4875723E-9,8.881784E-16,9.85462,0.0,0.0,0.0,0.0,0.0,1687730,0
6.905959E-11,0.0,9.76333,0.0,0.0,0.0,0.0,0.0,1687740,0
0.58621824,0.5138422,8.846416,0.0,0.0,0.0,0.0,0.0,1687770,0
1.2568323E-9,0.0,10.022094,0.0,0.0,0.0,0.0,0.0,1687785,0
-0.40870407,-1.7870151,10.193993,0.0,0.0,0.0,0.0,0.0,1687807,0
-1.9263622E-9,0.0,9.928831,0.0,0.0,0.0,0.0,0.0,1687823,0
-0.36500415,2.9524608,7.7256303,0.0,0.0,0.0,0.0,0.0,1687846,0
-8.199103E-9,0.0,9.731693,0.0,0.0,0.0,0.0,0.0,1687887,0
-7.317455E-10,0.0,10.02742,0.0,0.0,0.0,0.0,0.0,1687903,0
1.2800382E-9,0.0,9.809034,0.0,0.0,0.0,0.0,0.0,1687921,0
-0.7151819,1.9039446,9.056375,0.0,0.0,0.0,0.0,0.0,1687929,0
0.0033482516,0.98197603,9.140401,0.0,0.0,0.0,0.0,0.0,1687960,0
-0.30749536,1.041119,10.002463,0.0,0.0,0.0,0.0,0.0,1687967,0
0.034156736,0.22483751,9.718369,0.0,0.0,0.0,0.0,0.0,1687998,0
-0.3457996,1.3834436,9.859822,0.0,0.0,0.0,0.0,0.0,1688012,0
-0.16328065,1.7454053,8.582267,0.0,0.0,0.0,0.0,0.0,1688037,0
-0.27386764,1.0233359,9.893908,0.0,0.0,0.0,0.0,0.0,1688047,0
-0.4178722,-0.14871433,9.662408,0.0,0.0,0.0,0.0,0.0,1688076,0
0.1217529,0.283483,10.251039,0.0,0.0,0.0,0.0,0.0,1688106,0
-0.90137804,2.597745,9.020762,0.0,0.0,0.0,0.0,0.0,1688124,0
-0.21448795,0.8562971,9.130967,0.0,0.0,0.0,0.0,0.0,1688137,0
-0.56505513,0.7541818,9.562778,0.0,0.0,0.0,0.0,0.0,1688152,0
0.24958602,0.033561397,9.698215,0.0,0.0,0.0,0.0,0.0,1688163,0
-0.59810543,1.775298,9.454296,0.0,0.0,0.0,0.0,0.0,1688190,0
-0.109398745,1.8687435,8.576715,0.0,0.0,0.0,0.0,0.0,1688200,0
-0.3876758,1.0245712,9.834621,0.0,0.0,0.0,0.0,0.0,1688229,0
-0.40813914,-0.19499359,10.23532,0.0,0.0,0.0,0.0,0.0,1688240,0
-0.03232047,0.45575345,10.051202,0.0,0.0,0.0,0.0,0.0,1688267,0
-0.5628602,2.9283183,8.081255,0.0,0.0,0.0,0.0,0.0,1688279,0
-0.44062597,0.4772923,9.338691,0.0,0.0,0.0,0.0,0.0,1688306,0
-0.81614465,0.29879954,9.721826,0.0,0.0,0.0,0.0,0.0,1688320,0
0.93516064,0.19187108,9.996412,0.0,0.0,0.0,0.0,0.0,1688344,0
-0.4051513,2.5155177,9.526115,0.0,0.0,0.0,0.0,0.0,1688382,0
0.011125336,0.9225682,9.387266,0.0,0.0,0.0,0.0,0.0,1688392,0
-0.52411216,1.4974791,9.6392565,0.0,0.0,0.0,0.0,0.0,1688423,0
-0.24581602,-0.6032168,10.030514,0.0,0.0,0.0,0.0,0.0,1688441,0
-0.23807783,1.0152048,9.890442,0.0,0.0,0.0,0.0,0.0,1688461,0
-0.24228446,1.8711967,8.489808,0.0,0.0,0.0,0.0,0.0,1688470,0
-0.2545108,1.2681651,9.837425,0.0,0.0,0.0,0.0,0.0,1688498,0
-0.5356138,-0.28494138,9.956758,0.0,0.0,0.0,0.0,0.0,1688510,0
-0.32406324,0.67976874,9.811795,0.0,0.0,0.0,0.0,0.0,1688538,0
-0.8020149,2.2459095,8.301492,0.0,0.0,0.0,0.0,0.0,1688559,0
0.2950896,1.0471218,9.6549225,0.0,0.0,0.0,0.0,0.0,1688574,0
-0.11348836,0.47919068,10.060877,0.0,0.0,0.0,0.0,0.0,1688582,0
