bump:10.6,pothole:4.0,basespeed:5.0,lowerspeed:5.0,scaling:5.0
x,y,z,latitude,longitude,bearing,accuracy,light,timestamp
-0.050550688,-3.496384,9.91176,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44425756,0
1.1825433,-1.9992843,10.018181,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44425830,0
1.01125375E-8,-4.440892E-16,9.917569,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44425881,0
-8.100841E-9,0.0,9.934634,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44425960,0
-0.43794098,0.5970191,8.836588,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44425985,0
-0.3083614,-0.26434675,10.341697,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44426040,0
-0.669778,0.44854283,8.809638,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44426066,0
-0.7570883,-1.5108198,10.251717,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44426119,0
-0.85759735,-2.7704933,10.514794,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44426198,0
-0.36880207,1.1187513,8.503282,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44426220,0
-1.0925332,-3.135961,10.55386,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44426276,0
-0.7682553,-3.601081,10.846419,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44426356,0
-0.08026599,1.4516529,8.864047,23.55119804,87.2967347,142.4668731689453,3.216,0.0,44426381,0
-0.60584134,-2.9300158,10.404143,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44426435,0
-0.25223693,-2.1045642,10.16638,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44426515,0
-0.35214868,1.551458,8.098728,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44426536,0
-0.07820993,-1.3062656,9.99134,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44426593,0
-0.05066562,-0.58817935,9.598038,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44426673,0
0.3345954,-1.9510789,10.504153,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44426694,0
-0.34705386,0.4284589,8.765355,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44426752,0
-0.61412656,1.5982441,7.9760146,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44426833,0
-0.5711561,1.7075921,8.0750675,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44426910,0
-0.7737482,0.632491,9.251337,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44426990,0
-0.6675394,-2.4206564,10.036927,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44427012,0
-0.26771644,1.3560425,9.124617,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44427069,0
-0.884996,-2.7757409,10.284941,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44427091,0
-0.2839531,0.8882312,9.52503,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44427147,0
0.11494639,0.7373099,9.458764,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44427214,0
-0.54882646,-2.745562,10.531115,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44427305,0
0.030870927,-0.89459705,9.839907,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44427375,0
-0.47761008,0.06887954,8.9866295,23.55119803,87.2967347,142.4668731689453,3.216,0.0,44427399,0
-1.1350045,-2.587382,10.18684,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427456,0
-0.53492844,-1.9978999,10.177861,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427543,0
-0.14177777,0.11803865,9.666473,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427566,0
-0.64420205,-2.5863008,10.331058,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427615,0
-0.35202664,1.5050027,9.221162,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427637,0
-0.376016,0.030826855,9.0052805,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427701,0
0.09755662,-1.092018,10.133641,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427723,0
-0.5787277,-2.182409,10.110968,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427780,0
-0.44257376,-1.7255957,9.738379,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427854,0
-0.17037907,0.22218582,9.472493,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427876,0
-0.6554335,1.4763329,9.223314,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427939,0
-1.0688046,-2.4308338,10.174547,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44427962,0
-0.47877067,1.9660753,8.304834,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44428019,0
-1.2248148,-3.7574453,10.840123,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44428040,0
0.053562775,2.0186007,8.777569,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44428097,0
-0.17997003,0.69915426,9.328707,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44428175,0
0.11118574,-1.0994438,10.309074,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44428255,0
-0.23801243,-2.0374308,10.50321,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44428335,0
-0.6336084,0.7282463,8.839145,23.55119801,87.2967347,142.4668731689453,4.288,0.0,44428356,0
-0.45014367,-2.6989977,10.6503105,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428413,0
-1.0075754,-2.872829,10.642117,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428493,0
-1.3153694,1.9779398,7.7469363,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428514,0
-1.5668995,-3.3714132,10.77219,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428571,0
-0.9285093,2.2186353,7.943836,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428592,0
-1.3858227,-3.351575,10.766186,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428650,0
-0.34867474,1.6403491,8.637919,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428672,0
-0.9919185,-3.0284293,10.51047,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428730,0
-0.14089411,0.72253466,9.299145,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428753,0
-0.8722387,-2.295982,10.277648,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428810,0
-0.6349891,-1.662961,10.04828,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428889,0
-0.9216421,1.5684211,8.13861,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428910,0
-0.4578571,-0.8696145,9.91416,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44428967,0
-0.62686145,1.2421396,8.652488,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44429046,0
-0.29562747,-3.223645,11.027834,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44429067,0
0.34614855,1.2586788,8.5004635,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44429125,0
-0.7844595,0.08921359,9.022988,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44429204,0
-0.41093552,-1.8949747,9.854337,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44429229,0
0.41955703,0.90458685,9.325184,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44429283,0
-0.7223169,2.772256,7.47312,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44429362,0
-0.9909714,-4.476617,11.361852,23.55119798,87.29673468,142.4668731689453,4.288,0.0,44429393,0
0.029359555,1.8086296,8.300806,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429436,0
-0.7100495,-3.023665,10.674474,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429522,0
-1.0620428,1.588554,8.003458,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429544,0
-0.29996732,-0.12824604,9.588608,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429600,0
-0.94494843,-2.3615305,9.924303,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429621,0
-0.50529873,-0.1841543,9.572602,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429679,0
-1.0671525,-1.623405,9.679964,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429702,0
-0.28532693,-1.0047475,10.112542,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429749,0
-0.66943485,-3.1125119,10.868705,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429837,0
-0.48885888,1.7659614,7.974601,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429858,0
0.43572736,-0.40109748,9.881764,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429916,0
-1.1271914,-1.6384882,9.272339,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429938,0
0.27205014,-1.4606556,10.432134,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44429996,0
-0.7427157,-0.32107502,8.990688,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44430017,0
-0.6213692,-1.211887,9.147853,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44430074,0
0.5816901,-0.31236634,9.626874,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44430150,0
-1.0779086,0.7807069,8.710888,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44430175,0
0.5547952,-0.7846364,11.113598,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44430232,0
0.9020013,0.10210677,10.389319,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44430254,0
0.23973611,0.2046525,8.457918,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44430312,0
-0.035206895,-0.48215643,9.301048,23.55119794,87.29673465,142.4668731689453,4.288,0.0,44430334,0
-1.1060302,0.4840591,8.416599,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430390,0
-0.112075664,0.06930093,8.247703,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430469,0
-0.2897697,-1.0660981,8.746109,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430490,0
-0.92610854,-0.42524838,8.995782,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430551,0
-1.2448663,-1.1504309,9.772171,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430574,0
-0.857502,-0.39081308,9.653055,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430628,0
0.046076998,-1.5481565,10.429991,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430651,0
-0.8900984,-0.82135344,10.048709,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430707,0
-2.4392607,-0.1828546,9.828612,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430729,0
-1.3133273,1.1630099,9.233069,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430787,0
-1.926093,0.81871027,9.63114,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430808,0
-1.2712543,0.9394697,9.36481,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430855,0
-1.2823019,-0.18717705,10.717998,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430878,0
-3.266814,-0.5680419,11.428433,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44430945,0
-0.2383445,-2.4684808,10.052266,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44431024,0
-2.2311428,0.7669858,8.023727,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44431045,0
-1.5221754,-1.4581391,10.088721,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44431103,0
-0.9702136,0.5492626,9.09939,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44431182,0
-0.70826536,1.8834636,9.078856,23.55119788,87.29673463,142.4668731689453,4.288,0.0,44431205,0
