,ori,,
1582894765445,169.78638,-28.175339,-4.7242527
1582894765464,169.7616,-28.49743,-4.5010247
1582894765482,169.7392,-28.950027,-4.2739897
1582894765503,169.76068,-29.491917,-3.943992
1582894765520,169.77313,-29.55681,-3.841998
1582894765541,169.80646,-29.543293,-3.7612529
1582894765560,169.77002,-29.844545,-3.7824588
1582894765578,169.74506,-30.016403,-3.8380191
1582894765597,169.73157,-29.924257,-3.96185
1582894765623,169.72766,-29.931606,-4.038871
1582894765647,169.6908,-30.20943,-4.093896
1582894765684,169.67633,-30.321285,-4.1355605
1582894765684,169.69061,-30.23062,-4.169031
1582894765691,169.66565,-30.316917,-4.232935
1582894765711,169.6358,-30.440493,-4.290396
1582894765731,169.63593,-30.38385,-4.324887
1582894765751,169.64355,-30.361332,-4.3286915
1582894765769,169.63416,-30.475426,-4.332927
1582894765789,169.63416,-30.538889,-4.336917
1582894765810,169.6698,-30.47419,-4.327787
1582894765835,169.69214,-30.515823,-4.356336
1582894765862,169.69366,-30.64826,-4.4379964
1582894765865,169.72241,-30.629349,-4.5177436
1582894765884,169.75507,-30.592281,-4.6087823
1582894765903,169.76886,-30.626165,-4.739735
1582894765922,169.78107,-30.63752,-4.8549867
1582894765942,169.80322,-30.59768,-4.949602
1582894765960,169.81067,-30.553465,-5.0336437
1582894765981,169.78687,-30.571774,-5.1085887
1582894766004,169.7409,-30.617754,-5.168154
1582894766035,169.70197,-30.573023,-5.182127
1582894766043,169.65222,-30.5343,-5.177975
1582894766060,169.57556,-30.626892,-5.160574
1582894766075,169.50885,-30.66799,-5.1224613
1582894766095,169.46619,-30.600271,-5.0653505
1582894766116,169.42358,-30.60202,-4.996367
1582894766134,169.39337,-30.642305,-4.906635
1582894766153,169.37714,-30.651814,-4.844747
1582894766172,169.37622,-30.613966,-4.803427
1582894766194,169.38654,-30.602663,-4.771808
1582894766211,169.4043,-30.606987,-4.7450905
1582894766238,169.44128,-30.549318,-4.712539
1582894766249,169.45966,-30.515266,-4.7026663
1582894766268,169.4527,-30.594141,-4.707264
1582894766288,169.48218,-30.529501,-4.6477437
1582894766307,169.46094,-30.575321,-4.658119
1582894766326,169.45032,-30.641413,-4.636383
1582894766345,169.4386,-30.675186,-4.632132
1582894766364,169.43219,-30.726805,-4.619226
1582894766383,169.4253,-30.801926,-4.6261845
1582894766421,169.43689,-30.785236,-4.656158
