x=0.12440491 , y=3.058838 , z=8.912079
x=0.1361084 , y=2.73938 , z=9.2739105
x=0.14453125 , y=2.7680664 , z=9.249893
x=0.11439514 , y=2.7646942 , z=9.204407
x=0.12568665 , y=2.7514343 , z=9.197586
x=0.16668701 , y=2.7249908 , z=9.248856
x=0.16531372 , y=2.6975708 , z=9.266556
x=0.10223389 , y=2.6742249 , z=9.295593
x=0.037368774 , y=2.6603546 , z=9.358597
x=0.06391907 , y=2.6695557 , z=9.322861
x=0.094055176 , y=2.674469 , z=9.261871
x=0.1335144 , y=2.7145233 , z=9.248184
x=0.1387024 , y=2.7203217 , z=9.2323
x=0.08418274 , y=2.7271423 , z=9.183121
x=0.02456665 , y=2.692047 , z=9.204193
x=0.056167603 , y=2.714386 , z=9.262802
x=0.10340881 , y=2.6708221 , z=9.212265
x=0.1053009 , y=2.6776428 , z=9.330917
x=0.037979126 , y=2.636963 , z=9.36528
x=0.0054473877 , y=2.6258392 , z=9.33725
x=3.0517578E-5 , y=2.6358032 , z=9.331802
x=0.010681152 , y=2.6515198 , z=9.322403
x=0.002609253 , y=2.6766357 , z=9.290298
x=-0.03807068 , y=2.739334 , z=9.287643
x=-0.06402588 , y=2.7551117 , z=9.242828
x=-0.045959473 , y=2.786911 , z=9.175247
x=-0.011291504 , y=2.8194733 , z=9.164185
x=-0.0038452148 , y=2.8105316 , z=9.171524
x=-0.013580322 , y=2.7857819 , z=9.165161
x=-0.05000305 , y=2.7493744 , z=9.1683655
x=-0.08770752 , y=2.699051 , z=9.22229
x=-0.078186035 , y=2.6399078 , z=9.305237
x=-0.042510986 , y=2.6221771 , z=9.367767
x=-0.042938232 , y=2.596115 , z=9.39473
x=-0.06915283 , y=2.5839386 , z=9.389465
x=-0.04133606 , y=2.6229706 , z=9.384491
x=0.003921509 , y=2.6263733 , z=9.29422
x=0.007797241 , y=2.6674957 , z=9.222824
x=-0.031311035 , y=2.702591 , z=9.194855
x=-0.07356262 , y=2.7126007 , z=9.185898
x=-0.0053100586 , y=2.710846 , z=9.201462
x=0.031021118 , y=2.7633972 , z=9.228409
x=-0.004852295 , y=2.7394714 , z=9.207611
x=-0.06323242 , y=2.7401886 , z=9.228958
x=-0.03677368 , y=2.7484741 , z=9.263763
x=0.036132812 , y=2.7486267 , z=9.255875
x=0.05445862 , y=2.772049 , z=9.22966
x=-0.0018463135 , y=2.7692719 , z=9.200104
x=-0.03904724 , y=2.7748718 , z=9.179001
x=-0.0023345947 , y=2.7666168 , z=9.187759
x=0.043670654 , y=2.741806 , z=9.258682
x=0.07533264 , y=2.7517853 , z=9.270981
x=0.046875 , y=2.732544 , z=9.261917
x=0.017471313 , y=2.7165985 , z=9.265121
x=0.030715942 , y=2.7248688 , z=9.270248
x=0.0418396 , y=2.7397766 , z=9.280243
x=0.045669556 , y=2.7439575 , z=9.290924
x=0.046340942 , y=2.7504425 , z=9.277267
x=0.02861023 , y=2.7562103 , z=9.268234
x=0.01423645 , y=2.7513885 , z=9.21933
x=0.01864624 , y=2.74057 , z=9.172928
x=0.046417236 , y=2.7727356 , z=9.135284
x=0.09056091 , y=2.7568054 , z=9.155518
x=0.082717896 , y=2.73526 , z=9.234604
x=0.05418396 , y=2.7075958 , z=9.319916
x=0.08670044 , y=2.643402 , z=9.303375
x=0.072906494 , y=2.6724243 , z=9.32486
x=0.05303955 , y=2.6818542 , z=9.305527
x=0.014694214 , y=2.6632843 , z=9.281113
x=0.048934937 , y=2.695053 , z=9.285217
x=0.07449341 , y=2.7189178 , z=9.266342
x=0.07627869 , y=2.7353973 , z=9.204941
x=0.05429077 , y=2.770401 , z=9.171112
x=0.03489685 , y=2.736206 , z=9.163284
x=0.028213501 , y=2.7063904 , z=9.20369
x=0.06916809 , y=2.701126 , z=9.293732
x=0.12628174 , y=2.6726074 , z=9.328476
x=0.14276123 , y=2.6965027 , z=9.321991
x=0.14125061 , y=2.7104187 , z=9.326691
x=0.14195251 , y=2.7271118 , z=9.287155
x=0.15853882 , y=2.7430573 , z=9.223022
x=0.15431213 , y=2.7657318 , z=9.185455
x=0.12556458 , y=2.7396698 , z=9.209396
x=0.11546326 , y=2.709381 , z=9.272949
x=0.12832642 , y=2.7083588 , z=9.314438
x=0.13079834 , y=2.697464 , z=9.30632
x=0.09950256 , y=2.6883087 , z=9.277313
x=0.08779907 , y=2.6798706 , z=9.255203
x=0.09210205 , y=2.6864014 , z=9.255447
x=0.12757874 , y=2.7159271 , z=9.268585
x=0.16226196 , y=2.7306976 , z=9.241547
x=0.14025879 , y=2.7197418 , z=9.237686
x=0.13194275 , y=2.7353668 , z=9.272873
x=0.1587677 , y=2.6984558 , z=9.237671
x=0.1933136 , y=2.7153015 , z=9.228516
x=0.19120789 , y=2.705719 , z=9.26767
x=0.18867493 , y=2.6971436 , z=9.30484
x=0.22468567 , y=2.7080994 , z=9.302597
x=0.269516 , y=2.7109528 , z=9.300934
x=0.27818298 , y=2.7414398 , z=9.286118
x=0.21749878 , y=2.749527 , z=9.273376
x=0.33514404 , y=2.7932587 , z=9.300842
x=0.5181732 , y=2.8105621 , z=9.268036
x=0.4711609 , y=2.804184 , z=9.254257
x=0.23536682 , y=2.7892914 , z=9.287811
x=0.20063782 , y=2.759018 , z=9.242172
x=0.3060913 , y=2.7443237 , z=9.178268
x=0.21707153 , y=2.754425 , z=9.269562
x=0.16615295 , y=2.7394257 , z=9.29982
x=0.47099304 , y=2.78656 , z=9.140701
x=0.7505951 , y=2.8529663 , z=9.09053
x=0.5126648 , y=2.806015 , z=9.088303
x=0.15512085 , y=2.723404 , z=9.205658
x=0.31796265 , y=2.7061615 , z=9.411041
x=0.695282 , y=2.661026 , z=9.323517
x=0.6517792 , y=2.6880035 , z=9.339172
x=0.29264832 , y=2.7089233 , z=9.303894
x=0.140625 , y=2.6438599 , z=8.988602
x=0.42755127 , y=2.720749 , z=9.198914
x=0.6312103 , y=2.736679 , z=9.400101
x=0.35105896 , y=2.5953217 , z=9.211594
x=0.018692017 , y=2.605362 , z=9.399445
x=0.023284912 , y=2.527481 , z=9.29895
x=0.22114563 , y=2.5602875 , z=9.199478
x=0.14758301 , y=2.594864 , z=9.360168
x=-0.056518555 , y=2.5828247 , z=9.381424
x=-0.032424927 , y=2.574768 , z=9.258926
x=0.12597656 , y=2.6389923 , z=9.212997
x=0.14079285 , y=2.66687 , z=9.203079
x=-0.01612854 , y=2.6467285 , z=9.216904
x=-0.07450867 , y=2.6405334 , z=9.321548
x=0.056228638 , y=2.661789 , z=9.362381
x=0.1355896 , y=2.688324 , z=9.341507
x=0.026473999 , y=2.7174683 , z=9.32724
x=-0.1765747 , y=2.7454834 , z=9.225922
x=-0.27160645 , y=2.761734 , z=9.16185
x=-0.17658997 , y=2.7790985 , z=9.180374
x=-0.045669556 , y=2.7930298 , z=9.177719
x=-0.115478516 , y=2.7711945 , z=9.181656
x=-0.27668762 , y=2.7185059 , z=9.18132
x=-0.2730713 , y=2.6825714 , z=9.1528015
x=-0.17108154 , y=2.6534576 , z=9.247482
x=-0.10992432 , y=2.614273 , z=9.3003235
x=-0.13204956 , y=2.5661469 , z=9.3207245
x=-0.17590332 , y=2.5123444 , z=9.361176
x=-0.0680542 , y=2.489914 , z=9.37796
x=0.025527954 , y=2.4949493 , z=9.403824
x=0.09397888 , y=2.5070648 , z=9.461456
x=0.1822815 , y=2.5798645 , z=9.456406
x=0.22042847 , y=2.6405182 , z=9.317047
x=0.16488647 , y=2.729065 , z=9.209122
x=0.02029419 , y=2.773819 , z=9.12706
x=-0.05256653 , y=2.781662 , z=9.120743
x=9.918213E-4 , y=2.8010406 , z=9.163742
x=0.13380432 , y=2.85672 , z=9.347519
x=0.23147583 , y=2.8616028 , z=9.248993
x=0.32113647 , y=2.8115234 , z=9.043854
x=0.2484436 , y=2.853485 , z=9.377045
x=-0.13616943 , y=2.8072968 , z=9.213348
x=-0.33273315 , y=2.7705536 , z=8.972046
x=0.21411133 , y=2.8006592 , z=9.073547
x=0.7758789 , y=2.7516174 , z=9.094925
x=0.34973145 , y=2.6434937 , z=9.539917
x=-0.33963013 , y=2.490326 , z=9.647614
x=-0.13252258 , y=2.5074158 , z=9.368301
x=0.6022186 , y=2.6631317 , z=9.37941
x=0.7429352 , y=2.7105255 , z=9.327332
x=0.15037537 , y=2.7283478 , z=9.241837
x=-0.35133362 , y=2.8059845 , z=9.199402
x=-0.113861084 , y=2.884781 , z=9.078445
x=0.49665833 , y=2.9532623 , z=8.96376
x=0.50372314 , y=2.9996185 , z=9.093231
x=-0.14607239 , y=2.9076843 , z=9.219833
x=-0.4025116 , y=2.7981415 , z=9.111267
x=0.16804504 , y=2.8859863 , z=9.251862
x=0.5397644 , y=2.9029236 , z=9.292206
x=0.22579956 , y=2.819931 , z=9.264633
x=-0.10317993 , y=2.8442993 , z=9.461182
x=0.012588501 , y=2.8405914 , z=9.013779
x=0.19488525 , y=2.8479156 , z=8.907501
x=0.18580627 , y=2.8356018 , z=9.104385
x=-0.0025024414 , y=2.710617 , z=9.054428
x=-0.063964844 , y=2.647171 , z=9.334244
x=0.20256042 , y=2.593048 , z=9.463333
x=0.4493103 , y=2.6032104 , z=9.464218
x=0.15818787 , y=2.6235352 , z=9.492111
x=-0.21733093 , y=2.554596 , z=9.190552
x=-0.14259338 , y=2.5960083 , z=9.187286
x=-0.0113220215 , y=2.6600952 , z=9.356888
x=-0.15969849 , y=2.642868 , z=9.162064
x=-0.12738037 , y=2.6808167 , z=9.140717
x=0.07467651 , y=2.7325745 , z=9.144531
x=-0.09677124 , y=2.742752 , z=9.269882
x=-0.33319092 , y=2.7361298 , z=9.394577
x=0.034194946 , y=2.780243 , z=9.131134
x=0.3986206 , y=2.8392944 , z=8.9960785
x=0.07267761 , y=2.791916 , z=9.271286
x=-0.3090973 , y=2.6155853 , z=9.220932
x=-0.03515625 , y=2.673172 , z=9.511124
x=0.24206543 , y=2.6514893 , z=9.500946
x=0.075668335 , y=2.6302338 , z=9.235809
x=-0.104278564 , y=2.6174927 , z=9.031052
x=-0.14433289 , y=2.649887 , z=9.428024
x=-0.15782166 , y=2.5446472 , z=9.597214
x=-0.036331177 , y=2.5465698 , z=9.487595
x=0.15153503 , y=2.6738586 , z=9.301743
x=0.04006958 , y=2.6731873 , z=9.092316
x=-0.3317566 , y=2.6437836 , z=9.106827
x=-0.40116882 , y=2.6760101 , z=9.317703
x=-0.07801819 , y=2.6710358 , z=9.381439
x=0.15948486 , y=2.670044 , z=9.414276
x=0.0471344 , y=2.6987305 , z=9.398529
x=-0.2217102 , y=2.7365417 , z=9.357803
x=-0.32429504 , y=2.7322845 , z=9.19928
x=-0.09765625 , y=2.7855682 , z=9.094757
x=0.19760132 , y=2.8373566 , z=9.180176
x=0.18815613 , y=2.789856 , z=9.186584
x=-0.14219666 , y=2.7461853 , z=9.395935
x=-0.32444763 , y=2.7181244 , z=9.432144
x=-0.1946106 , y=2.6882935 , z=9.273285
x=-0.1854248 , y=2.7388458 , z=9.378281
x=-0.43711853 , y=2.6974182 , z=9.024124
x=-0.3822937 , y=2.7307434 , z=8.928024
x=0.100128174 , y=2.721283 , z=9.358765
x=0.19273376 , y=2.6093292 , z=9.285873
x=-0.37623596 , y=2.4822845 , z=9.282745
x=-0.56085205 , y=2.5536346 , z=9.826553
x=-0.05760193 , y=2.5414581 , z=9.098175
x=-0.07485962 , y=2.6151428 , z=9.098389
x=-0.5389557 , y=2.6291504 , z=9.69783
x=-0.39768982 , y=2.5186615 , z=9.166031
x=-0.0026245117 , y=2.7252197 , z=9.183563
x=-0.07917786 , y=2.810379 , z=9.27684
x=-0.30299377 , y=2.7698975 , z=8.942978
x=-0.31980896 , y=2.787857 , z=8.991623
x=-0.17092896 , y=2.7724304 , z=9.255615
x=-0.0030517578 , y=2.703888 , z=9.294281
x=0.023132324 , y=2.6598206 , z=9.323425
x=-0.17556763 , y=2.6192017 , z=9.438873
x=-0.31106567 , y=2.5438538 , z=9.344788
x=-0.16784668 , y=2.5913086 , z=9.349976
x=-0.07977295 , y=2.6261444 , z=9.294098
x=-0.16862488 , y=2.6331482 , z=9.211334
x=-0.2114563 , y=2.666565 , z=9.246536
x=-0.108428955 , y=2.6878815 , z=9.185303
x=-0.004852295 , y=2.671753 , z=9.129288
x=0.0076446533 , y=2.6581116 , z=9.230011
x=-0.1096344 , y=2.613327 , z=9.26384
x=-0.28926086 , y=2.5668793 , z=9.402222
x=-0.15664673 , y=2.5481415 , z=9.484528
x=0.1355133 , y=2.5793304 , z=9.345428
x=0.08912659 , y=2.6692352 , z=9.3207855
x=-0.18345642 , y=2.6474 , z=9.29361
x=-0.32344055 , y=2.6820984 , z=9.186874
x=-0.09793091 , y=2.731369 , z=9.234558
x=0.018966675 , y=2.6816711 , z=9.287476
x=0.0035705566 , y=2.6665955 , z=9.258957
x=-0.18447876 , y=2.7261353 , z=9.430634
x=-0.28797913 , y=2.7118683 , z=9.2604065
x=-0.18437195 , y=2.7166595 , z=9.121399
x=-0.059936523 , y=2.7864838 , z=9.16124
x=-0.19059753 , y=2.7921295 , z=9.131821
x=-0.23742676 , y=2.7215424 , z=9.167755
x=-0.047210693 , y=2.6940002 , z=9.2030945
x=0.0763855 , y=2.6675415 , z=9.277756
x=-0.12385559 , y=2.5962067 , z=9.425735
x=-0.20669556 , y=2.5620728 , z=9.497864
x=-0.07345581 , y=2.5873413 , z=9.423584
x=-0.023254395 , y=2.6199493 , z=9.352402
x=-0.12109375 , y=2.6387177 , z=9.297668
x=-0.17878723 , y=2.70401 , z=9.286743
x=-0.13189697 , y=2.7915497 , z=9.293381
x=-0.08181763 , y=2.8192444 , z=9.097549
x=-0.08276367 , y=2.8682556 , z=8.971405
x=-0.1902771 , y=2.8095856 , z=8.911346
x=-0.30854797 , y=2.7469482 , z=9.197723
x=-0.19139099 , y=2.6751251 , z=9.526321
x=0.056854248 , y=2.6240082 , z=9.58255
x=0.0723114 , y=2.5983582 , z=9.406723
x=-0.13931274 , y=2.6200562 , z=9.254395
x=-0.2875061 , y=2.592682 , z=9.156448
x=-0.2117157 , y=2.5674744 , z=9.30304
x=-0.031311035 , y=2.6249084 , z=9.507492
x=-0.045272827 , y=2.6385498 , z=9.36496
x=-0.19413757 , y=2.6723022 , z=9.105881
x=-0.29286194 , y=2.7148132 , z=8.973114
x=-0.21035767 , y=2.723404 , z=9.016159
x=-0.055923462 , y=2.6994781 , z=9.306488
x=0.0038146973 , y=2.6431732 , z=9.456116
x=-0.08256531 , y=2.6520233 , z=9.378342
x=-0.20999146 , y=2.6698303 , z=9.254395
x=-0.2702484 , y=2.6944275 , z=9.20929
x=-0.2699585 , y=2.6930084 , z=9.206924
x=-0.23976135 , y=2.6888275 , z=9.299927
x=-0.18386841 , y=2.695572 , z=9.346558
x=-0.11172485 , y=2.6991577 , z=9.303986
x=-0.119384766 , y=2.7094269 , z=9.303146
x=-0.19424438 , y=2.6984253 , z=9.245377
x=-0.21081543 , y=2.708191 , z=9.207779
x=-0.11997986 , y=2.7465515 , z=9.24028
x=-0.07736206 , y=2.7559662 , z=9.235352
x=-0.11909485 , y=2.7803345 , z=9.273773
x=-0.15454102 , y=2.8008728 , z=9.214401
x=-0.09992981 , y=2.8313751 , z=9.048172
x=-0.012710571 , y=2.8375702 , z=9.025681
x=-0.008636475 , y=2.8012848 , z=9.05304
x=-0.11869812 , y=2.7479248 , z=9.149597
x=-0.17324829 , y=2.660843 , z=9.337341
x=-0.059432983 , y=2.5527802 , z=9.35585
x=0.01473999 , y=2.5463867 , z=9.454346
x=-0.038848877 , y=2.5596466 , z=9.519104
x=-0.19241333 , y=2.5303345 , z=9.405655
x=-0.20321655 , y=2.5702515 , z=9.322983
x=-0.103378296 , y=2.6411743 , z=9.359543
x=-0.04650879 , y=2.7077637 , z=9.301056
x=-0.14964294 , y=2.7471771 , z=9.25972
x=-0.22720337 , y=2.8091278 , z=9.239624
x=-0.20750427 , y=2.8530426 , z=9.093658
x=-0.13114929 , y=2.8926544 , z=9.063934
x=-0.05984497 , y=2.9207153 , z=9.08403
x=-0.013412476 , y=2.8927155 , z=9.077209
x=-4.5776367E-5 , y=2.8603668 , z=9.181046
x=0.0013122559 , y=2.818756 , z=9.248032
x=-0.007507324 , y=2.7564392 , z=9.174408
x=-0.06752014 , y=2.7288818 , z=9.232056
x=-0.13291931 , y=2.6496735 , z=9.296799
x=-0.15409851 , y=2.5834045 , z=9.326294
x=-0.09190369 , y=2.5736847 , z=9.467651
x=-0.018112183 , y=2.5543976 , z=9.458099
x=-5.79834E-4 , y=2.6010284 , z=9.406799
x=0.0038757324 , y=2.6506958 , z=9.326981
x=0.025436401 , y=2.7534637 , z=9.18988
x=0.013473511 , y=2.8266144 , z=9.121216
x=-0.035491943 , y=2.8824158 , z=9.088882
x=-0.082977295 , y=2.8995056 , z=9.117767
x=-0.060958862 , y=2.8681335 , z=9.1067505
x=-0.11657715 , y=2.8358765 , z=9.126617
x=-0.1381073 , y=2.7619934 , z=9.145523
x=-0.07199097 , y=2.6978607 , z=9.177719
x=-0.003326416 , y=2.6790009 , z=9.3629
x=0.03744507 , y=2.622116 , z=9.500076
x=0.12025452 , y=2.6593933 , z=9.555542
x=0.081344604 , y=2.6894379 , z=9.483688
x=-0.057296753 , y=2.7255096 , z=9.212952
x=-0.19439697 , y=2.8148499 , z=9.0312195
x=-0.20417786 , y=2.852188 , z=8.946091
x=-0.1126709 , y=2.8263245 , z=9.003479
x=-0.047561646 , y=2.8001099 , z=9.18605
x=-0.012023926 , y=2.7716522 , z=9.261887
x=-0.00340271 , y=2.7484894 , z=9.222382
x=-0.016540527 , y=2.747345 , z=9.273453
x=-0.03465271 , y=2.7192383 , z=9.40686
x=-0.0134887695 , y=2.638153 , z=9.3585205
x=0.0015563965 , y=2.6169891 , z=9.3798065
x=-0.05155945 , y=2.596161 , z=9.370972
x=-0.1212616 , y=2.575348 , z=9.309525
x=-0.04814148 , y=2.627655 , z=9.391434
x=0.1023407 , y=2.6554413 , z=9.290329
x=0.1456604 , y=2.7148895 , z=9.212021
x=0.039230347 , y=2.7248993 , z=9.230667
x=-0.0054473877 , y=2.7046661 , z=9.2332
x=0.12739563 , y=2.7295685 , z=9.379684
x=0.26185608 , y=2.7448425 , z=9.399689
x=0.20083618 , y=2.7684784 , z=9.257965
x=0.015792847 , y=2.7770996 , z=9.088577
x=-0.04171753 , y=2.816986 , z=9.034653
x=0.06321716 , y=2.8298798 , z=9.030487
x=0.16326904 , y=2.7996826 , z=9.11499
x=0.13485718 , y=2.7848969 , z=9.242645
x=0.07611084 , y=2.6680145 , z=9.246323
x=0.04107666 , y=2.592682 , z=9.337692
x=0.0738678 , y=2.5095673 , z=9.412003
x=0.09854126 , y=2.4762573 , z=9.446213
x=0.11401367 , y=2.4897308 , z=9.489792
x=0.08596802 , y=2.5195007 , z=9.465378
x=0.039978027 , y=2.5765839 , z=9.380737
x=0.0055389404 , y=2.6436615 , z=9.30751
x=0.016830444 , y=2.70932 , z=9.201065
x=0.072631836 , y=2.7708893 , z=9.124069
x=0.09880066 , y=2.785736 , z=9.106384
x=0.05178833 , y=2.7741394 , z=9.1449585
x=-0.004348755 , y=2.7670288 , z=9.240982
x=-0.04286194 , y=2.7527618 , z=9.27095
x=-0.0054779053 , y=2.7275696 , z=9.220779
x=0.1088562 , y=2.7165833 , z=9.194977
x=0.1715393 , y=2.7133942 , z=9.190384
x=0.07684326 , y=2.677536 , z=9.263565
x=0.108688354 , y=2.6285095 , z=9.350189
x=0.31143188 , y=2.667694 , z=9.438248
x=0.36972046 , y=2.6737366 , z=9.316223
x=0.07144165 , y=2.7026367 , z=9.197861
x=-0.13380432 , y=2.716751 , z=9.194611
x=-0.11706543 , y=2.692505 , z=9.132614
x=-0.02911377 , y=2.71167 , z=9.236374
x=-0.012084961 , y=2.692093 , z=9.283646
x=-0.07585144 , y=2.5907745 , z=9.114014
x=-0.13337708 , y=2.529602 , z=9.281097
x=-0.06970215 , y=2.508667 , z=9.51886
x=0.05142212 , y=2.4651794 , z=9.52211
x=0.12489319 , y=2.5158997 , z=9.525818
x=0.14237976 , y=2.6247253 , z=9.403122
x=0.13607788 , y=2.7129974 , z=9.096848
x=0.19346619 , y=2.8036957 , z=8.968323
x=0.29553223 , y=2.8659058 , z=8.951324
x=0.3611908 , y=2.8734741 , z=9.044922
x=0.29328918 , y=2.8595276 , z=9.169083
x=0.110672 , y=2.7799988 , z=9.215027
x=0.0146484375 , y=2.693039 , z=9.292938
x=0.11920166 , y=2.65448 , z=9.381088
x=0.32122803 , y=2.6823273 , z=9.331223
x=0.20872498 , y=2.6739044 , z=9.355423
x=-0.045562744 , y=2.6618347 , z=9.292801
x=2.1362305E-4 , y=2.6454468 , z=9.152115
x=0.23576355 , y=2.7154388 , z=9.191269
x=0.20451355 , y=2.7086487 , z=9.150604
x=-0.09667969 , y=2.6340027 , z=9.13147
x=-0.15653992 , y=2.6162872 , z=9.227707
x=0.015792847 , y=2.5474396 , z=9.359589
x=0.11943054 , y=2.512085 , z=9.487869
x=0.042648315 , y=2.4843597 , z=9.553787
x=-0.00730896 , y=2.5301208 , z=9.501862
x=0.015838623 , y=2.62677 , z=9.434891
x=0.06956482 , y=2.7576141 , z=9.361618
x=0.056045532 , y=2.88266 , z=9.344971
x=-0.13095093 , y=2.9713898 , z=9.191635
x=-0.17741394 , y=2.940384 , z=8.539459
x=0.29078674 , y=3.0610504 , z=8.865463
x=0.53004456 , y=2.9214172 , z=9.200378
x=-0.09547424 , y=2.7334595 , z=9.310623
x=-0.71121216 , y=2.5998688 , z=9.6203
x=-0.16487122 , y=2.5705109 , z=9.192566
x=0.56703186 , y=2.5644836 , z=8.59082
x=0.21360779 , y=2.6118774 , z=9.483459
x=-0.40705872 , y=2.4267578 , z=9.727737
