,ori,,
1582892641880,41.481445,-3.8115067,0.919028
1582892641896,38.157898,-6.41811,1.3099325
1582892641916,40.901062,-3.741394,1.2031176
1582892641934,41.55606,-3.436604,1.1213871
1582892641955,39.9523,-4.608033,1.4539912
1582892641975,39.517395,-4.921457,1.4814298
1582892641994,40.7023,-3.8962076,1.2812407
1582892642015,40.891968,-3.872927,1.2955477
1582892642037,39.90274,-4.7786803,1.3998637
1582892642057,40.12494,-4.350849,1.4399402
1582892642117,40.533966,-4.0914965,1.3288043
1582892642117,40.301178,-4.2996926,1.4150077
1582892642120,39.704132,-4.832451,1.4678571
1582892642137,40.230316,-4.1903234,1.4196857
1582892642159,40.491394,-4.1175065,1.3440377
1582892642176,40.09671,-4.4973006,1.430278
1582892642196,40.040344,-4.5330706,1.4206479
1582892642216,40.35309,-4.153059,1.3681095
1582892642239,40.488403,-4.2134256,1.301599
1582892642262,39.958466,-4.7834234,1.3437545
1582892642297,40.230804,-4.4222217,1.2267249
1582892642315,40.506012,-4.2304997,1.1705884
1582892642317,40.30374,-4.488652,1.2321447
1582892642338,40.06302,-4.800043,1.1990467
1582892642357,40.341125,-4.265467,1.1898171
1582892642378,40.634857,-4.1533594,1.1081933
1582892642398,40.408966,-4.51884,1.1546216
1582892642418,40.40631,-4.434834,1.1254064
1582892642440,40.72876,-4.1432686,0.98992354
1582892642474,40.80063,-4.2783365,0.93629503
1582892642484,40.71823,-4.579893,0.854559
1582892642523,40.8591,-4.377728,0.78424823
1582892642523,40.905823,-4.341916,0.81438
1582892642539,40.87094,-4.3755064,0.8424153
1582892642560,40.848206,-4.5492606,0.7896762
1582892642580,40.94925,-4.4566536,0.71109813
1582892642601,40.963318,-4.350229,0.8094446
1582892642622,40.763428,-4.6174617,0.8828454
1582892642642,40.733704,-4.472595,0.9095794
1582892642664,40.933044,-4.274268,0.8873375
1582892642692,40.677216,-4.5335383,1.0540159
1582892642705,40.68445,-4.5871463,1.0018177
1582892642722,40.839508,-4.3159013,0.95092475
1582892642741,41.049072,-4.3010716,0.8968461
1582892642762,40.999176,-4.564979,0.81823045
1582892642782,41.11664,-4.4794765,0.7137346
1582892642802,41.326447,-4.334229,0.62141776
1582892642823,41.34192,-4.375839,0.62727493
1582892642844,41.399414,-4.5356603,0.48687264
1582892642863,41.54193,-4.346723,0.40693438
1582892642889,41.825897,-4.199122,0.25849885
1582892642906,41.74109,-4.381409,0.28934863
1582892642924,41.70157,-4.5501714,0.23970877
1582892642946,41.72464,-4.345886,0.23042612
1582892642967,41.963562,-4.1077514,0.16029099
