bump:10.6,pothole:4.0,basespeed:5.0,lowerspeed:5.0,scaling:5.0
x,y,z,latitude,longitude,bearing,accuracy,light,timestamp
-1.6040563E-8,0.0,9.488279,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92231745,0
1.6022811E-9,4.440892E-16,9.821047,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92231779,0
2.3199918E-9,0.0,9.993738,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92231806,0
-0.05516809,-0.43594417,10.190713,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92231834,0
-8.017108E-9,-8.881784E-16,9.569584,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92231869,0
1.1449586E-9,-4.440892E-16,9.789299,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92231899,0
2.4963678E-9,0.0,10.178162,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92231940,0
0.06473191,1.0613832,9.664659,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92231982,0
0.13089176,1.2004399,9.579265,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232005,0
0.013208136,0.76833403,9.739006,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232024,0
0.007719008,0.15889478,10.021324,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232065,0
0.07325426,0.9334533,9.6206665,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232107,0
0.06944125,0.7503803,9.77465,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232148,0
0.09122872,0.3519776,9.975694,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232190,0
0.05052388,0.6047712,9.896116,23.551743333333334,87.296485,27.78003692626953,1.0,1.0,92232204,0
0.0656228,0.9916006,9.661405,23.551743333333334,87.296485,27.78003692626953,1.0,1.0,92232232,0
0.13152593,0.76288396,9.776115,23.551743333333334,87.296485,27.78003692626953,1.0,1.0,92232273,0
0.16239814,0.3117377,9.979521,23.551743333333334,87.296485,27.78003692626953,1.0,1.0,92232315,0
0.11752497,0.85677445,9.716975,23.551743333333334,87.296485,27.78003692626953,1.0,1.0,92232356,0
-0.019782338,0.6744752,9.828867,23.551743333333334,87.296485,27.78003692626953,1.0,1.0,92232398,0
-0.028535286,0.41122663,9.895693,23.551743333333334,87.296485,27.78003692626953,1.0,1.0,92232439,0
-0.0012930027,0.90351266,9.754054,23.551743333333334,87.296485,27.78003692626953,1.0,1.0,92232481,0
0.089742616,0.83067304,9.842598,23.551743333333334,87.296485,27.78003692626953,1.0,1.0,92232523,0
0.098770045,0.58386916,9.872933,23.551743333333334,87.296485,27.78003692626953,1.0,1.0,92232564,0
0.032976925,0.7273203,9.79116,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232605,0
0.06687145,0.6781422,9.787459,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232647,0
0.043993656,0.6404677,9.880492,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232689,0
0.069534086,0.75467354,9.807076,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232730,0
0.34913903,0.729877,9.731294,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232772,0
0.7339919,0.6908552,9.453377,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232805,0
0.6397665,0.6530949,9.596645,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232814,0
0.32734123,0.46921813,10.0344,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232855,0
0.074767485,0.40505692,9.902936,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232897,0
-0.06816445,0.5161217,10.233778,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232939,0
0.021513423,0.9029576,9.747926,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92232980,0
0.13157809,0.85601634,9.777662,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233004,0
-0.17705616,0.80798733,9.704697,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233022,0
0.09281486,1.0168815,9.666646,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233063,0
0.8543331,1.203521,9.609843,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233105,0
0.5321966,0.18731673,9.61122,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233147,0
-0.34086716,0.38636184,10.158175,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233188,0
-0.4121179,0.4792216,10.419001,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233205,0
-0.5924883,0.3420565,10.351701,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233230,0
-0.046613496,0.7975275,10.190415,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233271,0
0.24365734,1.203887,9.333016,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233313,0
0.2849487,0.78524905,9.875097,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233354,0
0.34452042,0.80625236,9.861383,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233396,0
0.27040246,0.90942365,9.621741,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233405,0
0.25711834,0.80247444,9.672882,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233437,0
0.25959766,0.18482451,9.983804,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233479,0
0.119605124,0.47483194,9.897363,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233521,0
0.061060537,1.0096408,9.704145,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233563,0
0.2301346,0.501943,9.940886,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233605,0
0.30792364,0.6178379,9.903641,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233645,0
0.6592175,1.2166274,9.669046,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233687,0
0.45021996,0.67433286,9.553947,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233729,0
-0.21245582,0.56555516,9.841804,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233770,0
0.40651736,0.8510694,10.275683,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233804,0
-0.1671351,1.1436303,9.6428385,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233812,0
-0.44927606,0.3115585,10.088519,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233853,0
-9.7061705E-4,0.6002492,9.526223,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233895,0
-0.081120275,0.96793884,9.760524,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233937,0
0.13195258,0.7416066,9.78877,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92233978,0
-0.06845538,0.5289052,9.987759,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234005,0
0.060010914,0.38900265,9.791713,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234020,0
0.17050993,0.69757366,9.715636,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234061,0
0.07773013,0.58558905,9.812756,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234103,0
0.100485034,0.4865764,9.834773,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234144,0
0.31310847,0.81471395,9.938711,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234186,0
0.16167152,0.84626275,9.394167,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234204,0
0.25889257,0.63032645,10.022241,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234228,0
0.01712443,0.485982,9.795804,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234269,0
0.111178584,0.9170323,9.67713,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234311,0
0.17281102,0.5925256,9.872902,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234352,0
0.08362407,0.68779117,9.690814,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234394,0
0.28365052,0.93277395,9.747576,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234404,0
0.13211201,0.880186,9.645127,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234436,0
0.23050326,0.5476958,9.951818,23.551743333333334,87.296485,27.78003692626953,1.0,0.0,92234477,0
