,ori,,
1582891927999,66.08862,-12.5607815,-9.193078
1582891928017,64.50696,-12.809504,-7.807381
1582891928036,65.54483,-12.182434,-7.83338
1582891928056,66.34845,-11.658905,-7.818584
1582891928074,68.57138,-10.441308,-8.056034
1582891928096,64.6203,-12.433654,-7.2237644
1582891928112,65.60004,-11.988206,-7.5302052
1582891928131,65.78955,-11.882946,-7.6856356
1582891928151,67.96365,-10.682514,-7.9770217
1582891928177,65.23041,-12.176777,-7.4857407
1582891928197,65.40411,-12.061086,-7.540556
1582891928228,65.50952,-11.987068,-7.6929793
1582891928228,67.07141,-10.984658,-7.692978
1582891928246,64.820465,-12.163286,-7.1129375
1582891928265,64.582855,-12.220431,-6.9738717
1582891928284,64.51474,-12.100864,-6.7772145
1582891928305,65.72058,-11.297386,-6.7757235
1582891928323,63.827698,-12.287318,-6.2545705
1582891928342,63.902405,-12.245468,-6.2665052
1582891928363,64.01352,-12.125054,-6.279065
1582891928384,65.30182,-11.388034,-6.4884806
1582891928407,63.898804,-12.159691,-6.1141305
1582891928417,63.75659,-12.230695,-6.1102643
1582891928438,63.675415,-12.216121,-6.067371
1582891928457,64.91031,-11.498639,-6.3376894
1582891928476,64.06238,-12.035491,-6.1852236
1582891928496,63.75363,-12.116101,-6.094896
1582891928515,63.396698,-12.225954,-6.0337725
1582891928535,64.327484,-11.623633,-6.2117715
1582891928556,63.298096,-12.185771,-5.7951555
1582891928587,62.542877,-12.426986,-5.4758496
1582891928596,62.14435,-12.465096,-5.2234745
1582891928609,62.774536,-12.019408,-5.339247
1582891928628,62.04489,-12.528406,-5.1122785
1582891928649,61.50534,-12.60998,-4.7909026
1582891928668,61.13971,-12.656429,-4.633473
1582891928688,61.795532,-12.376308,-4.9328218
1582891928707,61.276398,-12.785311,-4.684672
1582891928726,60.719574,-12.910193,-4.4609704
1582891928748,60.66815,-12.69829,-4.2398953
1582891928765,60.83014,-12.622003,-4.3516283
1582891928787,60.495087,-12.94215,-4.2084684
1582891928810,60.08667,-13.046715,-4.034549
1582891928822,60.07321,-13.006399,-4.1754017
1582891928840,59.909058,-12.953046,-4.1729417
1582891928861,60.017914,-12.7959385,-3.9758484
1582891928879,59.630035,-13.100274,-4.0004263
1582891928899,59.197754,-13.234463,-3.8080466
1582891928918,59.08899,-13.245427,-3.8367605
1582891928941,59.337006,-12.871566,-3.5730493
1582891928974,58.803375,-13.319871,-3.5241191
1582891928979,59.157013,-13.354419,-3.7641041
1582891928999,58.990387,-13.297059,-3.6291723
1582891929013,59.642853,-12.909729,-3.8546607
1582891929033,59.644836,-13.299041,-4.0683656
1582891929053,59.850433,-13.230227,-4.1601186
1582891929072,60.31317,-12.961064,-4.2215014
1582891929091,59.887695,-13.261272,-4.2225647
1582891929110,60.34842,-13.020583,-4.191584
1582891929132,60.37802,-13.015071,-4.234397
1582891929148,60.65799,-12.7593355,-4.2081995
1582891929179,59.90985,-13.306172,-3.8784888
1582891929191,59.638306,-13.649937,-4.147217
1582891929205,59.27545,-13.55598,-3.8043258
1582891929226,59.89691,-13.441737,-4.112686
1582891929244,58.68335,-14.060836,-3.6953475
1582891929264,60.05768,-13.559092,-4.1733336
1582891929280,58.45291,-14.483415,-3.8943164
1582891929300,60.717102,-13.27906,-4.5057683
1582891929320,58.84973,-14.587148,-4.0831556
1582891929344,60.973938,-13.435315,-4.7754908
1582891929357,58.51593,-14.926005,-4.0112596
1582891929379,60.111877,-14.055582,-4.558404
1582891929396,57.89206,-15.216038,-3.7439067
1582891929416,58.53772,-14.7355795,-4.204535
1582891929435,58.779297,-14.897966,-3.9941618
1582891929454,57.735413,-15.56485,-4.101779
1582891929473,59.87387,-14.754218,-4.7257314
1582891929493,58.66693,-15.704519,-4.7651033
1582891929515,60.503937,-14.817814,-5.5419235
1582891929543,59.21759,-15.736474,-5.0401773
1582891929552,59.7901,-15.238669,-5.3455
1582891929568,60.104126,-15.545666,-5.339338
1582891929591,59.421753,-16.051577,-5.355176
1582891929615,61.38385,-15.290648,-6.216085
1582891929628,60.953857,-15.734661,-6.075434
1582891929645,62.301758,-15.25441,-6.851403
1582891929664,61.34253,-16.198183,-6.476018
1582891929686,62.597443,-15.218764,-7.0609202
1582891929705,62.486237,-15.823634,-6.990788
1582891929724,62.147736,-15.961196,-6.9779162
1582891929746,63.20456,-15.785258,-7.43303
1582891929761,62.97351,-15.766819,-7.2966065
1582891929781,64.60065,-15.275279,-8.24007
1582891929800,64.05133,-15.86875,-8.066175
1582891929817,65.54477,-14.917403,-8.799435
1582891929837,64.94287,-15.314742,-8.336797
1582891929858,65.46234,-14.730542,-8.425677
1582891929877,63.65445,-16.340466,-7.555027
1582891929897,62.84787,-16.383574,-7.4632826
1582891929935,62.634277,-16.599333,-7.3861494
1582891929935,61.58853,-16.793983,-7.1963854
1582891929951,62.301453,-16.249884,-7.529311
1582891929971,61.907867,-15.839861,-7.1585317
1582891929997,62.649353,-15.386483,-7.4211817
1582891930024,61.103302,-16.307766,-6.5006185
1582891930029,61.551056,-15.76395,-6.7967014
1582891930048,60.234863,-16.490366,-5.8350444
1582891930068,59.84207,-16.584969,-5.892799
1582891930087,59.503265,-17.066116,-5.780514
1582891930114,59.348633,-16.9797,-5.9149356
1582891930127,60.288483,-16.533117,-6.349955
1582891930145,59.62195,-16.874308,-5.9919796
1582891930164,60.937286,-16.192427,-6.702405
1582891930183,60.36252,-16.718624,-6.3597794
1582891930211,61.027466,-16.49727,-6.782297
1582891930223,60.648163,-17.039717,-6.62463
1582891930239,61.12921,-16.496363,-6.7827673
1582891930260,61.91217,-16.387604,-7.0054784
1582891930282,61.438995,-17.11457,-7.1206617
1582891930316,62.74695,-16.88224,-8.020385
1582891930317,62.686584,-16.544287,-7.7832994
1582891930337,64.01636,-15.783514,-8.430625
1582891930354,63.67865,-16.524818,-8.0507345
1582891930375,64.1622,-16.286148,-8.42002
1582891930402,64.73035,-16.241827,-8.428992
1582891930427,64.432495,-16.478676,-8.317938
1582891930432,64.868225,-17.332705,-8.88945
1582891930452,63.72986,-17.892637,-8.568208
1582891930473,65.33771,-16.06487,-9.096597
1582891930501,65.718445,-15.166902,-8.845399
1582891930508,66.53635,-16.271185,-9.809268
1582891930527,66.433105,-16.833263,-9.329775
1582891930548,66.655,-16.892052,-9.853589
1582891930566,67.60803,-16.750797,-10.005182
1582891930586,67.186005,-17.140594,-9.907227
1582891930615,68.99576,-15.52146,-10.640934
1582891930625,69.673615,-15.532288,-10.695688
1582891930641,69.9505,-16.54528,-11.179423
1582891930664,70.435425,-17.159903,-11.28683
1582891930703,71.27316,-16.157942,-11.503523
1582891930704,72.46265,-15.835923,-11.7626915
1582891930719,72.80426,-16.05276,-11.827148
1582891930737,73.67288,-15.741165,-12.266499
1582891930757,74.32321,-15.932138,-12.32487
1582891930783,75.053406,-14.8863735,-12.211286
1582891930797,75.47064,-16.416605,-12.717338
1582891930817,73.96854,-18.684841,-12.820764
1582891930833,75.78189,-14.778265,-12.485124
1582891930856,77.24344,-11.9736805,-12.331
1582891930887,77.86737,-13.773976,-12.418414
1582891930893,76.39093,-17.566322,-12.187419
1582891930910,76.65805,-17.410542,-12.358302
1582891930930,77.12186,-15.860306,-11.69466
1582891930950,77.71829,-15.106335,-11.935627
1582891930968,77.63455,-15.975194,-11.35137
1582891930999,76.87976,-17.536448,-11.078492
1582891931021,77.36163,-16.291603,-10.771338
1582891931025,77.67493,-15.997358,-10.399691
1582891931048,76.52521,-17.64567,-9.899003
1582891931067,76.80444,-17.078203,-9.566932
1582891931088,76.49179,-16.951769,-9.037399
1582891931103,75.69806,-17.879766,-8.526876
1582891931121,75.651245,-17.58403,-7.9565234
1582891931141,75.11008,-17.808527,-7.4277596
1582891931162,74.99112,-17.895483,-7.069843
1582891931189,73.88086,-18.711079,-6.27286
1582891931202,73.713196,-18.31305,-5.845826
1582891931220,73.28079,-18.294119,-5.1825023
1582891931237,72.70566,-19.274788,-5.0958214
1582891931265,70.831696,-20.946575,-3.5957043
1582891931275,71.75812,-17.294344,-3.8991497
1582891931295,71.87222,-16.273018,-3.1960843
1582891931314,71.02179,-18.815092,-3.0718944
