x=0.025123211492968308 , y=2.1224040241882296 , z=4.5462942155697865
x=-0.010764910846212658 , y=4.621663850048692 , z=10.941017463550097
x=-0.43668459745961735 , y=0.32183345084098847 , z=1.7060590810985645
x=1.0994857276336576 , y=3.7566716020530158 , z=2.6823167151900345
x=2.2025572157901503 , y=3.0244821911232673 , z=6.040587435322975
x=0.6986968817909294 , y=2.5196071095081227 , z=5.475891187198155
x=-0.936776121951746 , y=2.085310475971159 , z=6.9414754349355405
x=-1.2059675566064358 , y=3.902634943165518 , z=5.3502675004556055
x=0.5946106460185132 , y=0.7250178898840788 , z=0.4235240934130427
x=2.366464618072243 , y=2.3676624146724237 , z=6.423432219996114
x=1.004966606107273 , y=1.7443427966381075 , z=6.921135780565589
x=-1.3782442765343792 , y=2.0865082725713404 , z=1.2262995816986801
x=-0.8841341057654474 , y=2.6153163983569803 , z=5.95444526072015
x=0.3505424228567916 , y=2.695477219236609 , z=6.7045863620971975
x=1.0181271101538478 , y=0.6460548656046308 , z=2.6428352030503106
x=1.7886078659008473 , y=4.712589581774533 , z=7.29919700811571
x=0.20099332122145463 , y=3.8057278577164793 , z=2.5243906666311386
x=-0.149549101635337 , y=1.5804353943560148 , z=-0.37686343094994096
x=0.7776522767926691 , y=4.289065488361491 , z=9.745814817789874
x=-0.13758639418894336 , y=0.9630971300448953 , z=3.037642695169842
x=-0.25841889453076905 , y=3.9588627198746513 , z=-0.07536963447890492
x=0.7082639960369611 , y=4.852571569163839 , z=3.1560872315890136
x=0.5694798052478367 , y=2.0147243986152703 , z=1.6031630126486212
x=0.5276103291854589 , y=1.8185146345168315 , z=6.3145624271006815
x=-0.4749683129991603 , y=4.917176292796531 , z=8.880822569794198
x=-1.4907074592303542 , y=0.6604055369736783 , z=-3.099851825602172
x=0.6149426711107575 , y=4.218479411005601 , z=4.553473365893164
x=1.3782442765343792 , y=2.5339577808771705 , z=7.565992849570038
x=0.0717838739560701 , y=-0.35174021945697265 , z=1.951317471582759
x=-0.040679308739904954 , y=4.073721495770989 , z=8.704952460065712
x=-0.5742709916485608 , y=4.316584293054821 , z=4.005523382337753
x=-0.9942016952610605 , y=1.0779482766635242 , z=-2.3090390447629283
x=0.17587010972848632 , y=3.2470129633148552 , z=7.991904906905734
x=0.301493796471036 , y=2.536353374077532 , z=6.5215371020453325
x=0.11485114661862889 , y=2.469353057244478 , z=-1.8340707317637681
x=0.8362756467021646 , y=4.067740142047792 , z=4.131147069080303
x=0.23688907283834373 , y=1.3256022603480806 , z=4.881280541179642
x=-0.37806122755012195 , y=1.2071577239289086 , z=6.12433401672544
x=-0.0011977966001809975 , y=2.4238901913815574 , z=8.213237882497141
x=0.06101896310985743 , y=2.4262857845819195 , z=2.9108212118271113
x=0.3278148045641853 , y=2.0422432033086007 , z=3.0113216870766926
x=0.08614217460282574 , y=3.0196986340002514 , z=10.507918626613314
x=-0.7369805973304724 , y=0.9930038986608795 , z=4.490066438860653
x=0.2225307721915881 , y=3.486290000075853 , z=-0.06938828075570809
x=0.32900497188665817 , y=2.994575422507283 , z=1.1138440282804134
x=-0.14715350843497502 , y=2.1882065444211025 , z=2.0039594877690576
x=0.08733997120300674 , y=3.066351667185645 , z=6.642377231664867
x=-0.0717838739560701 , y=3.9911650816909976 , z=3.370241056857043
x=0.9630971300448953 , y=1.426102735597662 , z=-1.6964843375748246
x=2.14034808535782 , y=3.5520925203087264 , z=6.919937983965407
x=1.0767504800633432 , y=1.8436454752875078 , z=7.768176338113966
x=-0.7082639960369611 , y=2.398766979888589 , z=2.1535085894043946
x=-0.1770679063286673 , y=3.5413199801848054 , z=5.481872540921351
x=0.5706776018480177 , y=3.8021344679159363 , z=4.056967601923871
x=0.7549246585000629 , y=3.1656543458350455 , z=-0.0981048820492194
x=1.202374166805893 , y=3.117803516049471 , z=2.507636772784021
x=0.8039732848858185 , y=2.054205910754994 , z=2.100866573218096
x=0.2488517802847374 , y=1.0025786421846192 , z=3.2685427850072806
x=-0.17347451652812432 , y=4.169430784619846 , z=8.180935520680796
x=-0.8039732848858185 , y=0.5694798052478367 , z=0.09930267864940039
x=0.7561224551002439 , y=2.6715441750661135 , z=4.168232988019665
x=3.0065381299536766 , y=2.281520240069598 , z=11.230540923297031
x=1.951317471582759 , y=1.6952865409746436 , z=6.577772508032175
x=-0.6053755568647259 , y=-0.05264201618629861 , z=4.241214658575916
x=-1.4835283089069764 , y=4.120374528956382 , z=10.540220988429661
x=-1.916619516566051 , y=2.956284077690032 , z=4.597738435155904
x=-0.5515357440782462 , y=0.47257271979879834 , z=-0.6807451913436308
x=1.7431450000379265 , y=2.9024518941812607 , z=3.978004577644423
x=1.7766451584544536 , y=3.3546849596101063 , z=3.5066296544458053
x=0.8386712399025266 , y=2.6631672281425547 , z=1.872354447303311
x=-0.19979552462127362 , y=3.111814533048566 , z=2.551909471324469
x=-0.9092573172584157 , y=1.2885163414087186 , z=4.479293898736732
x=0.48334525992271915 , y=1.8244959882400282 , z=11.045103699322514
x=0.8518317439491012 , y=4.015098125861493 , z=9.065069626446244
x=0.4163449430896649 , y=2.2743410897462204 , z=1.6175213132953767
x=1.348337507918395 , y=4.736522625945029 , z=5.544081671353682
x=1.4332818859210399 , y=4.149091130249893 , z=3.9624561096751942
x=-0.28473990262391835 , y=1.794589219624044 , z=-3.3140056508702016
x=-1.0576086222935717 , y=3.147710284665455 , z=1.4691700082602208
x=-0.5048750816151445 , y=2.8354515773482065 , z=3.0902847113561407
x=0.10886979289543205 , y=3.046019642093401 , z=4.688664166881746
x=0.45223306542884584 , y=2.4908905082146116 , z=1.23587432522242
x=0.15433265875835284 , y=2.914414601627654 , z=1.1928070525598613
x=0.20697467494465144 , y=1.7275889027909899 , z=8.629582825586807
x=0.2500495768849184 , y=2.882112239811308 , z=9.764956675559645
x=0.2620122843313121 , y=0.5443565937548684 , z=2.4083417234123288
x=1.0958923378331147 , y=3.4731294960292782 , z=6.9031917193959975
x=0.0287166012935113 , y=0.3972030853198934 , z=5.803705991762341
x=-1.316035146102049 , y=0.526412532585278 , z=6.98574050419828
x=-0.6628011301740403 , y=1.6474357111890692 , z=8.50875032524498
x=0.6508384227276467 , y=3.034049305369299 , z=3.3116176869475478
x=1.691700780451809 , y=3.117803516049471 , z=2.8689517357647336
x=0.9630971300448953 , y=3.1596729921118487 , z=3.4755250892296403
x=0.4007888458427282 , y=4.1706285812200266 , z=1.5900101378797546
x=0.1674931628049275 , y=4.805910906700737 , z=0.37806122755012195
x=0.6257152112346783 , y=3.786585999946708 , z=1.2813371910853408
x=-0.01914185776977148 , y=2.8306680202251906 , z=1.575651837232999
x=-0.6939056953902054 , y=4.658757398265761 , z=4.785571252330784
x=-0.5611104876019861 , y=1.993194576922845 , z=0.6639989267742213
x=1.2251094143762074 , y=2.5937789473868467 , z=3.629857747987993
x=2.0805269188481437 , y=1.648625878511542 , z=5.960426614443347
x=0.9918061020606984 , y=1.6043608092488022 , z=3.7985487073931017
x=-0.06460472363269226 , y=0.5814501419719386 , z=6.306185480177122
x=-0.2943146461476582 , y=3.17881484988162 , z=11.485374057304966
x=0.08733997120300674 , y=0.6077711500650879 , z=4.481689491937094
x=1.088720816787445 , y=2.0087430448920736 , z=4.144307573126877
x=0.7944061706397868 , y=1.842447678687327 , z=5.333521235886196
x=-0.6687824838972372 , y=2.0063474516917115 , z=3.3953642683500114
x=-1.0193249067540286 , y=3.558073874031923 , z=5.836008353578686
x=-0.4187405362900269 , y=2.9395378131206225 , z=1.800570573347241
x=0.8637944513954949 , y=4.347688858270986 , z=0.08614217460282574
x=1.422509345797119 , y=3.855974280702416 , z=2.494476268737446
x=0.8015853209631647 , y=4.012702532661131 , z=3.290080235977414
x=-0.6843385811441738 , y=2.780413967961546 , z=1.3985839309043318
x=-0.9403618824745809 , y=4.033042187031083 , z=3.8679369881488097
x=-0.3445610691335948 , y=2.286303797192614 , z=2.7194026341293966
x=0.9965972884614225 , y=2.407143926812148 , z=5.099027756248214
x=1.277751430562506 , y=3.148908081265636 , z=6.1410879105725575
x=0.3876283417961536 , y=2.1331689350344423 , z=2.4059461302119667
x=0.5862336990949544 , y=3.0627659066628103 , z=8.099584532478694
x=0.2931168495474772 , y=1.9704593293525303 , z=6.108785548756211
x=-0.37925902415030294 , y=1.6617863825581165 , z=1.1892136627593182
x=0.2667958414543279 , y=1.9345712070133494 , z=3.359468516733122
x=0.7920105774394248 , y=3.720783479713835 , z=4.661145362188416
x=-0.43668459745961735 , y=0.27756075230054056 , z=0.7932083740396059
x=-0.7453499149763231 , y=3.213512804898328 , z=7.25373414225279
x=-0.8877198662882823 , y=1.7192195851451393 , z=5.577581829770209
x=-0.6424614758040879 , y=1.3626881792874426 , z=4.6085033460021165
x=1.2239116177760263 , y=2.927575105674229 , z=9.615407573924308
x=1.3579046221644266 , y=3.219494158621525 , z=4.98776237015242
x=1.612737756172361 , y=1.1760531587127436 , z=3.233852459268281
x=1.127004532326988 , y=3.1393333377418964 , z=6.806277004669251
x=0.08494437800264475 , y=2.6057416548332406 , z=4.670720105712156
x=-0.25841889453076905 , y=1.6282938534192977 , z=1.6845216301284311
x=0.2931168495474772 , y=5.374200544626101 , z=5.376588508548754
x=-0.010764910846212658 , y=3.4659503457059007 , z=1.1485343540194133
x=0.150746898235518 , y=4.651578247942384 , z=2.580618443340272
x=1.5265955815695351 , y=3.3606663133333035 , z=2.5662601426935163
x=1.542151678816472 , y=1.79937277674706 , z=1.3973861343041507
x=0.6628011301740403 , y=1.9309778172128065 , z=5.182774337650677
x=-1.3782442765343792 , y=2.395181219365754 , z=3.960060516474832
x=-1.503867963276929 , y=2.2228968701601026 , z=4.041419133954642
x=0.9068693533357619 , y=2.064970821601207 , z=4.563040480139196
x=2.6392418132497677 , y=3.3869873214264525 , z=4.230449747729703
x=2.1594899431275913 , y=1.5900101378797546 , z=3.3893829146268146
x=0.4175427396898459 , y=2.742130252422003 , z=4.74608974019106
x=-1.0815416664640671 , y=1.3567068255642458 , z=5.3801818983492975
x=-0.6974990851907484 , y=3.8763139350723685 , z=8.229984147066551
x=-0.7118573858375041 , y=1.4919052558305352 , z=2.5698535324940592
x=0.13758639418894336 , y=2.1582921465274105 , z=4.524756764599653
x=0.8937088492891873 , y=3.1046430120028963 , z=7.485832028690409
x=0.16510519888227365 , y=3.2505987238376903 , z=2.9802171218605276
x=-0.38404258127331875 , y=3.8404181834554794 , z=1.8221080243173744
x=-0.08972793512566057 , y=2.7517049959457425 , z=0.7166409429605199
x=0.32900497188665817 , y=3.6166972439414184 , z=2.9802171218605276
x=0.6089613173875607 , y=2.011138638092435 , z=4.242412455176097
x=0.18304926005186414 , y=3.4898757605986876 , z=4.730541272221831
x=-0.6508384227276467 , y=2.9515005205670164 , z=3.7626529557762125
x=-0.29551244274783917 , y=3.848795130379038 , z=5.758243125899419
x=0.8769549554420696 , y=2.551909471324469 , z=4.3967451139344496
x=1.3375649677944743 , y=1.6629841791582975 , z=2.9826050857831814
x=0.89489901661166 , y=2.664365024742736 , z=4.116788768433548
x=-0.637677918681072 , y=2.8713396996873874 , z=2.4705508538446592
x=-0.9008803703348569 , y=3.9899672850908163 , z=4.357263601794726
x=-0.13878419078912435 , y=1.9716571259527114 , z=2.435852898827951
x=0.6604055369736783 , y=1.653417064912266 , z=1.7072492484210373
x=0.786029223716228 , y=2.616514194957161 , z=5.839594114101521
x=0.3469566623339568 , y=3.1393333377418964 , z=3.8380302195328255
x=0.11964233301935287 , y=1.6737567192822185 , z=1.9405525607365464
x=0.8841341057654474 , y=3.071142853586369 , z=7.349443431101647
x=1.8161266705941777 , y=1.8017683699474218 , z=6.760814138806331
x=1.570860650832275 , y=1.6773424798050531 , z=5.054762686985474
x=1.0085599959078162 , y=2.694279422636428 , z=4.661145362188416
x=-0.015556097246936648 , y=3.4755250892296403 , z=4.29864023188523
x=-0.3744678377495789 , y=3.6777085777735676 , z=6.779955996576102
x=-0.059821166509676435 , y=2.259982789099465 , z=3.3606663133333035
x=0.9678806871679111 , y=3.264957024484446 , z=0.934380528751384
x=1.7407494068375644 , y=2.3808229187189984 , z=2.2228968701601026
x=1.2478370326688137 , y=3.5760179352015133 , z=5.353860890256148
x=-0.33259836168720114 , y=2.415520873735707 , z=4.457764077044307
x=-0.1208325003418257 , y=2.514815923107399 , z=3.8464071664563844
x=2.3700580078727858 , y=3.6501974023579455 , z=5.7702058333458135
x=2.553099638646942 , y=1.0205227033542097 , z=3.110624365726093
x=0.8410668331028887 , y=1.682126036928069 , z=5.126546560941544
x=-1.1006835242338386 , y=2.4920883048147924 , z=6.228420252497855
x=-1.0815416664640671 , y=3.1728334961584235 , z=5.9388967927509215
x=0.5898194596177893 , y=1.2490348292689948 , z=3.645406215957222
x=1.4033674880273475 , y=1.5900101378797546 , z=4.939903911089137
x=1.0241160931547528 , y=1.714428398744415 , z=7.117345544664027
x=0.3924195281968776 , y=4.231639915052176 , z=5.669705358096231
x=-0.18783281717487996 , y=2.428681377782281 , z=3.102247418802534
x=-0.3684864840263821 , y=2.431069341704935 , z=4.905213585350137
x=-0.10528403237259722 , y=3.0974638616795183 , z=5.836008353578686
x=0.23329568303780077 , y=2.9515005205670164 , z=3.1249750370951404
x=0.8314920895791488 , y=4.394349520734088 , z=1.1999785736055308
x=0.750141101377047 , y=3.2446173701144936 , z=0.6221218214341353
x=-0.8937088492891873 , y=4.029448797230541 , z=3.9935606748913592
x=-1.9680637361521685 , y=2.1224040241882296 , z=2.0889038657717025
x=-0.4330912076590744 , y=4.219677207605782 , z=3.2278711055450837
x=1.8926941016732635 , y=3.377420207180421 , z=2.770846853715514
x=2.541136931200548 , y=3.0543889597392515 , z=1.642644524788345
x=0.5778567521713955 , y=3.4157039227199637 , z=4.455368483843945
x=-1.5816331909561958 , y=1.006164402707454 , z=3.3044385366241698
x=-1.428490699520316 , y=2.8749330894879304 , z=5.156453329557529
x=0.16869095940510848 , y=1.461990857936843 , z=2.883310036411489
x=1.087523020187264 , y=2.3114346379632904 , z=2.209736366113528
x=0.5419686298322146 , y=1.1868256988366643 , z=3.2541921136382332
x=-0.17228434920565147 , y=2.5961745405872088 , z=7.2932156543925135
x=0.22970992251496591 , y=1.2550161829921915 , z=5.985557455214023
x=0.3708820772267441 , y=2.397569183288408 , z=5.554854211477603
x=0.20697467494465144 , y=1.0659855692171305 , z=4.3632449555179225
x=0.6867265450668276 , y=2.7875931182849234 , z=6.277476508161319
x=0.7956039672399678 , y=2.6392418132497677 , z=7.347047837901285
x=0.3146543005176107 , y=1.79937277674706 , z=2.3138226018859442
x=-0.03588812233918096 , y=3.0831055610327627 , z=1.5600957399860624
x=-0.636480122080891 , y=1.7299844959913517 , z=2.5351555774773513
x=-0.4653935694754205 , y=3.6250741908649773 , z=4.518775410876456
x=0.35772157318016945 , y=3.3427222521637128 , z=2.958679670890394
x=1.0312876142004224 , y=3.5796113250020567 , z=1.9979781340458607
x=1.0312876142004224 , y=3.2769197319308394 , z=3.068747260386007
x=0.5192333822619001 , y=2.839037337871041 , z=4.877694780656807
x=0.0717838739560701 , y=2.291094983593338 , z=5.166028073081268
x=0.14596334111250217 , y=2.9694445817366066 , z=4.552275569292983
x=0.5132520285387033 , y=3.5138088047691833 , z=5.62304469563313
x=0.25722109793058806 , y=1.1449485934965784 , z=3.509017618368459
x=-0.297900406670493 , y=1.7335702565141866 , z=4.784373455730603
x=-0.6173382643111195 , y=1.0982879310334768 , z=5.839594114101521
x=-0.3876283417961536 , y=2.5399391346003672 , z=4.42426391862778
x=-0.2895234597469342 , y=1.87115665070313 , z=3.902634943165518
x=-0.38882613839633456 , y=1.9381569675361843 , z=5.822847849532112
x=0.25961669113095004 , y=1.686917223328793 , z=6.113569105879227
x=0.9080595206582347 , y=2.1247919881108834 , z=5.803705991762341
x=0.6233196180343163 , y=2.572241496416713 , z=4.371621902441482
x=-0.06460472363269226 , y=3.262561431284084 , z=4.390763760211253
x=-0.8829363091652664 , y=3.3893829146268146 , z=4.412301211181386
x=-0.8386712399025266 , y=1.4524237436908114 , z=1.2586019435150264
x=0.4917145775685698 , y=4.222072800806145 , z=3.976806781044242
x=1.1341836826503657 , y=2.616514194957161 , z=0.7585104190228977
x=0.5682896379253639 , y=2.6428352030503106 , z=0.2931168495474772
x=-0.5216289754622622 , y=2.768451260515152 , z=6.534697606091908
x=-0.973862040891108 , y=2.0015638945686955 , z=6.951042549181572
x=-0.5132520285387033 , y=2.7648654999923172 , z=4.2136958538825855
x=0.5730731950483797 , y=1.086325223587083 , z=3.0029447401531337
x=1.04804150804754 , y=1.8998732519966413 , z=3.9911650816909976
x=0.18424705665204513 , y=1.6964843375748246 , z=5.566816918923997
x=-1.277751430562506 , y=3.1524938417884707 , z=4.7831832884081305
x=-0.9140408743814316 , y=2.3341622562558966 , z=2.1570943499272293
x=0.5060728782153254 , y=2.736148898698806 , z=3.219494158621525
x=1.234676528622239 , y=1.8244959882400282 , z=6.517951341522498
x=0.3469566623339568 , y=3.918183411134746 , z=7.496596939536622
x=-0.9415596790747618 , y=3.7243692402366695 , z=4.506812703430063
x=-0.9260112111055333 , y=2.518409312907942 , z=2.415520873735707
x=0.338579715410398 , y=2.91919815875067 , z=5.201916195420449
x=0.7908127808392438 , y=1.1928070525598613 , z=4.140714183326335
x=0.827906329056314 , y=3.084303357632944 , z=2.4179088376583606
x=-0.07417946715643209 , y=2.842630727671584 , z=3.138135541141715
x=-0.9080595206582347 , y=2.0841203086486866 , z=4.6575596016655805
x=-0.1662953662047465 , y=1.7826265121776503 , z=5.944878146474118
x=0.8530295405492823 , y=2.5339577808771705 , z=6.845758516808975
x=0.8470481868260854 , y=2.550711674724288 , z=3.7231714436364887
x=-0.45104289810637305 , y=2.8234888699018126 , z=2.5770326828174372
x=-1.2274973782988612 , y=2.767253463914971 , z=5.146886215311497
x=-0.18663502057469897 , y=2.9933776259071023 , z=5.735507878329105
x=0.7800478699930312 , y=3.1357475772190613 , z=1.714428398744415
x=0.7238200932838977 , y=2.8031492155318602 , z=-0.26321008093149306
x=0.27397499177770573 , y=3.0316613414466453 , z=2.898858504380718
x=-0.5276103291854589 , y=3.8440115732560223 , z=7.5863248746622824
x=-0.9702762803682732 , y=2.967056617813953 , z=3.6418204554343867
x=0.3445610691335948 , y=4.96981830898283 , z=1.5230098210467005
x=1.009757792507997 , y=2.7086300940054757 , z=2.8198954801012697
x=0.899690203012384 , y=2.623693345280539 , z=5.934105606350197
x=0.06340692703251127 , y=2.2695575326232045 , z=5.410088666965281
x=-0.6424614758040879 , y=3.133351984018699 , z=2.8055448087322223
x=-0.40916579276628706 , y=1.7311822925915328 , z=1.2502326258691756
x=0.6580175730510245 , y=1.842447678687327 , z=5.426834931534691
x=0.1698887560052895 , y=1.910638162842854 , z=5.545279467953863
x=-0.6161404677109386 , y=1.390206983980773 , z=2.5710513290942405
x=0.149549101635337 , y=4.35248004467171 , z=7.612645882755432
x=0.5252147359850969 , y=0.06340692703251127 , z=2.6093350446337835
x=0.8219249753331171 , y=1.0659855692171305 , z=5.597921484140161
x=0.5694798052478367 , y=1.387819020058119 , z=8.759990069452373
x=-0.151944694835699 , y=2.0410454067084194 , z=4.120374528956382
x=0.33140056508702015 , y=2.353304114025668 , z=4.027060833307886
x=1.132985886050185 , y=1.8807313942268697 , z=5.536910150308012
x=1.314837349501868 , y=2.3748415649958017 , z=6.137494520772014
x=0.7800478699930312 , y=2.851007674595143 , z=4.559454719616362
x=0.10648182897277822 , y=3.8332466624098096 , z=2.392785626165392
x=-0.4438637477829952 , y=3.4408271342129324 , z=3.2410316095916585
x=-0.8769549554420696 , y=3.903832739765699 , z=5.286860573423094
x=-0.0717838739560701 , y=2.8151119229782537 , z=2.446625438951872
x=1.0755603127408704 , y=3.855974280702416 , z=3.0412284556926767
x=1.013343553030832 , y=2.5961745405872088 , z=3.6466040125574026
x=0.63528232548071 , y=2.96346322801341 , z=4.637219947295629
x=0.1435677479121402 , y=3.9624561096751942 , z=6.364808850086618
x=0.1746723131283053 , y=1.686917223328793 , z=3.321184801193579
x=0.7788500733928502 , y=3.2075314511751314 , z=4.779589898607587
x=0.2871354958242804 , y=2.74094008509953 , z=3.3582783494106496
x=-1.231090768099404 , y=4.6958433172051235 , z=1.0767504800633432
x=-2.063780654278734 , y=4.3393195406251355 , z=-0.20937026814501344
x=-1.2203182279754834 , y=2.3329644596557157 , z=-0.6269130078348594
x=1.4141400281512684 , y=3.004142536753315 , z=6.2032970410048875
x=3.3929686751496493 , y=3.8787095282727306 , z=6.491630333429349
x=2.628476902403555 , y=2.935952052597788 , z=-1.4727633980607637
x=0.06819811343323526 , y=1.1317880894500039 , z=2.2288782238832994
x=-3.6705370567278983 , y=1.4811327157066145 , z=12.649464508571315
x=-3.5281594761382307 , y=0.5515357440782462 , z=10.814195980207366
x=0.09332132492620357 , y=4.28069617071564 , z=4.035430150953737
x=2.7217905980520505 , y=1.3268000569482616 , z=-3.859567670502959
x=2.330576495733062 , y=0.9595037402443524 , z=4.299838028485412
x=-2.255199231976449 , y=1.4165279920739222 , z=10.617986216108928
x=-5.075102341355427 , y=0.8075666746863615 , z=3.3977598615503735
x=-1.798174980146879 , y=4.194553996112814 , z=3.2147106014985094
x=2.574637089617075 , y=0.89489901661166 , z=2.666760617943098
x=3.7255670368368508 , y=0.16151180908173066 , z=5.146886215311497
x=1.2083555205290897 , y=2.3772295289184555 , z=9.218212117882123
x=-2.279132276146944 , y=2.8342537807480253 , z=3.3953642683500114
x=-1.3698673296108204 , y=2.96346322801341 , z=0.2548331340079342
x=1.4296884961204968 , y=2.7947722686083014 , z=3.8021344679159363
x=2.0530081141548133 , y=2.8474142847946 , z=4.953064415135712
x=0.5012893210923096 , y=3.305636333224351 , z=1.6976821341750057
x=-0.8482459834262664 , y=4.8023251461779015 , z=0.45582645522938886
x=-0.4175427396898459 , y=2.7959700652084822 , z=0.19740756069861978
x=0.6209316541116625 , y=2.622495548680358 , z=3.861955634425613
x=0.9224178213049904 , y=2.581816239940453 , z=4.650380451342203
x=1.0432579509245243 , y=3.4611667885828847 , z=1.9285822240124444
x=1.0372765972013274 , y=3.5772157318016946 , z=4.161053837696287
x=-0.19022841037524196 , y=1.4464423899676144 , z=5.44478662198199
x=-1.1700718049895467 , y=1.0456459148471782 , z=6.159031971742148
x=-1.2621953333155693 , y=1.6390587642655103 , z=8.093595549477788
x=-0.34097530861076 , y=1.9178173131662317 , z=4.881280541179642
x=0.4450615443831762 , y=1.4596028940141892 , z=4.992545927275436
x=-0.13878419078912435 , y=1.872354447303311 , z=6.894814772472439
x=-0.634084528880529 , y=0.6711780770975991 , z=5.280879219699897
x=-0.04187710534008595 , y=2.5973723371873896 , z=7.533690487753692
x=0.2751727883778867 , y=2.1666690934509694 , z=4.291461081561852
x=0.14117215471177819 , y=2.1247919881108834 , z=3.6501974023579455
x=-0.38404258127331875 , y=2.8270746304246477 , z=6.683048911127064
x=-0.4534308620290269 , y=0.9894181381380446 , z=3.5819992889247105
x=-0.3756656343497599 , y=3.651395198958127 , z=4.108411821509988
x=-1.1593068941433342 , y=2.018317788415813 , z=1.6964843375748246
x=-0.9930038986608795 , y=4.555861329815818 , z=2.9383400165204416
x=0.02990676861598414 , y=4.96144136205927 , z=2.9802171218605276
x=0.48812881704573496 , y=3.8140971753623303 , z=1.127004532326988
x=1.118627585403429 , y=2.927575105674229 , z=3.681301967574111
x=1.5122372809227795 , y=2.706242130082822 , z=6.0011059231832515
x=0.3912217315966966 , y=2.590193186864012 , z=2.9646610246135907
x=-1.5517187930625036 , y=1.913033756043216 , z=2.8677539391645523
x=-2.1594899431275913 , y=2.561476585570501 , z=6.806277004669251
x=-0.63528232548071 , y=1.8268915814403903 , z=5.303606837992503
x=1.8113354841934537 , y=1.4763491585835986 , z=4.024665240107525
x=2.319803955609141 , y=2.5698535324940592 , z=4.028258629908067
x=-0.18424705665204513 , y=1.052825065170556 , z=2.2635761789000077
x=-2.1247919881108834 , y=3.032859138046826 , z=6.801493447546235
x=-1.234676528622239 , y=2.3090390447629283 , z=3.96723966679821
x=1.4775469551837797 , y=2.9311608661970636 , z=0.6639989267742213
x=2.6069394514334214 , y=2.700260776359625 , z=1.7658726183305329
x=0.8051710814859995 , y=2.0099408414922544 , z=2.651204520696161
x=-1.160504690743515 , y=2.91919815875067 , z=6.4593279716130025
x=-0.899690203012384 , y=1.8017683699474218 , z=4.207714500159389
x=0.5311960897082938 , y=2.1463294390810166 , z=3.0902847113561407
x=1.914231552643397 , y=1.4679722116600398 , z=6.831407845439927
x=1.1569113009429721 , y=1.4859239021073385 , z=7.723911268851226
x=-0.5204311788620811 , y=1.1904114593594992 , z=7.617437069156156
x=-1.8532125895335396 , y=2.4609837395986274 , z=6.769191085729889
x=-1.9680637361521685 , y=1.1844301056363025 , z=1.3375649677944743
x=-0.13280283706592752 , y=2.811526162455419 , z=4.0402213373544615
x=1.0564184549710989 , y=3.8404181834554794 , z=4.831034118193705
x=0.2919190529472962 , y=2.0530081141548133 , z=-1.4823305123067954
x=-0.5072706748155065 , y=4.292658878162033 , z=2.898858504380718
x=0.06220913043233027 , y=2.0912918296943563 , z=5.576391662447736
x=0.7908127808392438 , y=3.037642695169842 , z=6.101606398432833
x=1.2980834556547503 , y=2.292292780193519 , z=3.7363319476830634
x=1.422509345797119 , y=4.909997142473153 , z=4.042609301277115
x=0.3433632725334138 , y=2.9802171218605276 , z=3.3666476670565
x=-1.080343869863886 , y=2.886895796934324 , z=3.5676409882779545
x=-0.63528232548071 , y=3.817690565162873 , z=3.562857431154939
x=0.6041777602645448 , y=3.9612583130750134 , z=2.666760617943098
x=0.296702610070312 , y=3.419289683242799 , z=-0.9858247483375017
x=-0.5216289754622622 , y=2.6476187601733265 , z=0.7573202517004248
x=-0.9128507070589587 , y=2.5040510122611863 , z=6.435394927442507
x=-0.26919143465468987 , y=1.2909119346090807 , z=3.930153747858848
x=1.5553121828630465 , y=2.769649057115333 , z=2.5997603011100434
x=1.234676528622239 , y=2.813914126378073 , z=3.0603703134624483
x=-0.6628011301740403 , y=-0.1782657029288483 , z=2.685902475712869
x=-1.0300974468779496 , y=2.015922195215451 , z=10.573721146846188
x=-0.4414681545826332 , y=1.8029661665476029 , z=6.243976349744792
x=0.3972030853198934 , y=0.826708532456133 , z=1.0683811624174926
x=1.2621953333155693 , y=2.1140270772646708 , z=8.523100996614028
x=0.28473990262391835 , y=2.026687106061664 , z=10.348802410731945
x=-0.7513312686995198 , y=2.360483264349046 , z=8.690601788696664
x=-0.8542273371494633 , y=1.7886078659008473 , z=2.4573903497980845
x=0.25363533740775324 , y=2.0458289638314353 , z=0.9463432361977777
x=0.5850359024947733 , y=2.898858504380718 , z=5.970001357967087
x=-1.725200938868336 , y=2.4585881463982653 , z=0.5706776018480177
x=-2.3449271671021092 , y=2.2647739755001886 , z=0.7369805973304724
x=-0.5371774434314907 , y=4.82744835767087 , z=7.887818671133319
x=1.2107511137294518 , y=2.9132168050274734 , z=3.633443508510828
x=2.4238901913815574 , y=3.902634943165518 , z=3.145314691465093
x=1.4129422315510873 , y=4.353677841271891 , z=6.081266744062881
x=-0.7812456665932122 , y=1.8974776587962794 , z=4.402726467657646
x=-1.8340707317637681 , y=1.9692615327523495 , z=5.809687345485537
x=-0.6879243416670086 , y=1.4751513619834176 , z=4.720966528698092
x=0.40558003224345224 , y=1.2657810938384042 , z=3.4408271342129324
x=0.826708532456133 , y=1.1856279022364835 , z=5.991538808937221
x=0.037085918939361966 , y=2.813914126378073 , z=8.182133317280977
x=-1.8137310773938156 , y=2.956284077690032 , z=7.5576159026464795
x=-1.8639775003797523 , y=1.1425530002962165 , z=1.2490348292689948
x=1.5971816589254244 , y=3.6143016507410564 , z=4.181393492066239
