,ori,,
1582892549128,326.37833,-1.0171999,-1.2929826
1582892549152,326.72452,-1.3059628,-1.451966
1582892549169,326.3565,-0.5214424,-1.4459292
1582892549189,326.5139,-1.8815073,-0.88130206
1582892549209,326.87244,-2.9750597,-0.6770963
1582892549230,326.9013,-2.4727552,-0.8759332
1582892549251,326.80054,-2.09032,-0.96656215
1582892549269,326.96204,-3.0910141,-0.6957073
1582892549290,327.13324,-3.523559,-0.60896647
1582892549313,327.03366,-2.8200407,-0.7781318
1582892549356,326.9905,-2.9183104,-0.6903982
1582892549356,327.0989,-3.603417,-0.56750304
1582892549371,327.21362,-3.6234217,-0.57732606
1582892549394,327.0326,-2.8494914,-0.7142637
1582892549411,327.0886,-3.2066638,-0.63348603
1582892549432,327.16794,-3.6730478,-0.55104953
1582892549454,327.29733,-3.5003965,-0.68805814
1582892549472,327.1931,-3.0790718,-0.72076726
1582892549491,327.26242,-3.4604812,-0.68340665
1582892549514,327.34338,-3.7183933,-0.6218792
1582892549547,327.35196,-3.377578,-0.7201721
1582892549553,327.33743,-3.3888116,-0.6752956
1582892549571,327.3703,-3.7136405,-0.62867314
1582892549592,327.37595,-3.6688921,-0.5579244
1582892549612,327.30322,-3.3486497,-0.6055509
1582892549633,327.2926,-3.5607517,-0.4865195
1582892549654,327.32596,-3.810724,-0.44429713
1582892549676,327.33728,-3.668551,-0.4411696
1582892549696,327.2577,-3.469609,-0.41573584
1582892549718,327.27206,-3.7915123,-0.31536183
1582892549751,327.30505,-3.9523153,-0.2515228
1582892549754,327.2919,-3.6687076,-0.2758313
1582892549773,327.3025,-3.6684656,-0.27104244
1582892549794,327.37415,-4.11243,-0.23110212
1582892549815,327.4247,-4.096076,-0.22282802
1582892549835,327.31625,-3.6978388,-0.21958141
1582892549856,327.21347,-3.760685,-0.13273172
1582892549879,327.1692,-4.0307183,0.008493767
1582892549896,327.22476,-3.950348,0.038365494
1582892549917,327.17596,-3.5595138,0.01048925
1582892549944,327.1859,-3.6560082,0.14249961
1582892549956,327.3719,-4.012094,0.09327673
1582892549977,327.63904,-3.9728518,-0.053054888
1582892549996,327.681,-3.6375227,-0.15142687
1582892550018,327.736,-3.929308,-0.13684125
1582892550036,327.80414,-4.2034745,-0.15656222
1582892550057,327.8558,-4.0000057,-0.23332171
1582892550077,327.76892,-3.7904203,-0.20793799
1582892550097,327.7041,-4.049531,-0.14905155
1582892550121,327.6436,-4.083203,-0.067753784
1582892550158,327.57184,-3.814913,-0.10864959
1582892550164,327.53613,-3.8215818,-0.05293536
1582892550179,327.52332,-4.0282507,-0.032240737
1582892550198,327.56436,-3.9590108,-0.013463584
1582892550225,327.57715,-3.7101243,-0.092219226
1582892550238,327.63812,-3.8977854,-0.082371786
1582892550259,327.68103,-4.061484,-0.07231668
1582892550279,327.73523,-3.9099448,-0.13254112
1582892550299,327.7555,-3.8120725,-0.15670842
1582892550321,327.77805,-4.045063,-0.15482767
1582892550354,327.78983,-4.0482306,-0.13336821
1582892550360,327.74902,-3.8304007,-0.16131285
1582892550380,327.72382,-3.9010856,-0.10316216
1582892550402,327.71643,-4.099323,-0.08563502
1582892550422,327.71866,-3.975848,-0.060184654
1582892550441,327.67853,-3.7469823,-0.1117187
1582892550462,327.66013,-3.9774065,-0.039528657
1582892550481,327.67157,-4.1067696,-0.03200851
1582892550505,327.6677,-3.908224,-0.06095625
1582892550525,327.6532,-3.8149621,-0.04794719
1582892550544,327.64438,-4.0476217,-0.0500368
1582892550572,327.669,-4.0445065,-0.030972136
1582892550582,327.66248,-3.7957044,-0.11346329
1582892550606,327.66336,-3.9876394,-0.065206654
1582892550623,327.68094,-4.0887547,-0.0837835
1582892550643,327.68198,-3.891254,-0.13668098
1582892550664,327.69434,-3.933937,-0.12450687
1582892550682,327.70578,-4.0800085,-0.13079782
1582892550703,327.72665,-3.9676385,-0.18167192
1582892550729,327.72964,-3.9374738,-0.18044321
1582892550754,327.7543,-4.052007,-0.19960104
1582892550765,327.7839,-4.032618,-0.25208133
1582892550785,327.77872,-3.9655395,-0.18314275
1582892550807,327.8208,-4.0419707,-0.28594097
1582892550825,327.85803,-4.16681,-0.23974912
1582892550844,327.83844,-4.1235647,-0.21992142
1582892550865,327.90863,-4.1876273,-0.25593475
1582892550884,327.92175,-4.153895,-0.3036571
1582892550907,327.94113,-4.4031863,-0.19043839
1582892550934,327.99933,-4.2926593,-0.32193595
1582892550977,327.99985,-4.4884486,-0.2186242
1582892550980,328.0591,-4.299152,-0.3223004
1582892550989,328.033,-4.571975,-0.23620804
1582892551006,328.1151,-4.4533033,-0.33542237
1582892551033,328.04678,-4.681888,-0.25316018
1582892551046,328.16956,-4.5381966,-0.36430246
1582892551066,328.10098,-4.6985164,-0.31934702
1582892551087,328.28528,-4.708874,-0.4248939
1582892551106,328.2569,-4.8367705,-0.45867088
1582892551129,328.47336,-4.9258394,-0.5036062
1582892551174,328.4738,-4.8894672,-0.6280993
1582892551174,328.67175,-5.008568,-0.61656433
1582892551188,328.69556,-4.883045,-0.8028968
1582892551209,328.846,-5.1940575,-0.74637043
1582892551229,328.90146,-5.0070806,-0.9327841
1582892551248,328.97223,-5.2041216,-0.87264633
1582892551269,329.072,-5.044923,-1.071569
1582892551289,329.11414,-5.2969613,-1.0350548
1582892551308,329.28644,-5.1696534,-1.1986425
1582892551330,329.33325,-5.202443,-1.2192566
1582892551364,329.5829,-5.241441,-1.3580395
1582892551371,329.69592,-5.3220935,-1.4507402
1582892551389,329.96317,-5.5038567,-1.4737937
1582892551412,330.13873,-5.2807016,-1.6885681
1582892551430,330.38547,-5.3336043,-1.7165484
1582892551451,330.57285,-5.314082,-1.9345154
1582892551471,330.73465,-5.5230265,-1.9200244
1582892551491,330.91522,-5.423494,-2.0655131
1582892551511,331.02567,-5.609225,-2.0812411
1582892551535,331.20264,-5.606805,-2.1707067
1582892551566,331.27554,-5.5286903,-2.2172306
1582892551572,331.4187,-5.546178,-2.2152262
1582892551592,331.47855,-5.5055,-2.2567995
1582892551611,331.55533,-5.5741253,-2.1633658
1582892551635,331.52246,-5.4471693,-2.1971848
1582892551653,331.5639,-5.551561,-2.1573753
1582892551673,331.647,-5.689016,-2.2322316
1582892551698,331.6981,-5.641722,-2.187513
1582892551716,331.83264,-5.453571,-2.2510922
1582892551753,331.96896,-5.682369,-2.3214586
1582892551754,332.20966,-5.722991,-2.3947082
1582892551791,332.43945,-5.655354,-2.5192494
1582892551794,332.75186,-5.8673935,-2.5751534
1582892551816,333.07028,-5.871961,-2.7203574
1582892551833,333.4935,-5.6177673,-2.884736
1582892551855,333.90475,-5.497979,-3.0754805
1582892551874,334.31772,-6.046482,-3.1881664
1582892551894,334.79572,-6.1466174,-3.3291054
1582892551914,335.17914,-6.089781,-3.48633
1582892551940,335.579,-6.164974,-3.5427315
1582892551979,335.88953,-6.0955777,-3.7167268
1582892551979,336.1893,-5.967555,-3.7929826
1582892551996,336.38373,-6.544222,-3.7724714
1582892552016,336.58667,-6.815293,-3.812785
1582892552037,336.7991,-6.298436,-3.9284186
1582892552056,336.91428,-6.4384203,-3.9264193
1582892552076,337.06992,-6.6323943,-3.9471116
1582892552096,337.24353,-6.521731,-4.1086283
1582892552117,337.37866,-6.6251707,-4.060577
1582892552140,337.50214,-6.5153165,-4.141085
1582892552163,337.59265,-6.302441,-4.148875
1582892552177,337.61063,-6.816327,-4.0938363
1582892552198,337.6551,-7.230263,-4.0582824
1582892552218,337.79358,-6.8016715,-4.1777463
1582892552241,337.84488,-6.709563,-4.2184243
1582892552262,337.90405,-6.9745708,-4.1052155
1582892552282,338.01776,-7.050076,-4.2279487
1582892552301,338.15222,-6.805547,-4.193518
1582892552320,338.3582,-6.2843957,-4.3954387
1582892552344,338.65906,-6.318815,-4.5601077
1582892552374,338.9971,-6.392883,-4.6625094
1582892552382,339.34012,-7.0000963,-4.6947994
1582892552402,339.7963,-6.675444,-4.815938
1582892552419,340.29922,-6.3400664,-5.151768
1582892552440,340.7834,-6.633799,-5.214095
1582892552460,341.29053,-6.863831,-5.404655
1582892552480,341.8371,-6.5893836,-5.542731
1582892552502,342.38867,-6.3061996,-5.7588234
1582892552526,342.88858,-6.414361,-5.9285693
1582892552547,343.34885,-6.893006,-5.9514227
1582892552563,343.75992,-7.1269636,-6.124429
1582892552591,344.02936,-7.343631,-6.0140758
1582892552603,344.26715,-7.341674,-6.0502386
1582892552621,344.37527,-7.130943,-5.951071
1582892552641,344.47256,-6.9913383,-5.8948827
1582892552662,344.43222,-7.275023,-5.776393
1582892552681,344.21576,-7.6926413,-5.314358
1582892552704,343.96237,-7.9383073,-5.2286406
1582892552724,343.62634,-7.8194714,-4.8671603
1582892552746,343.16873,-7.4888105,-4.517617
1582892552793,342.7006,-7.955504,-4.175656
1582892552793,342.2899,-7.9706087,-3.8883529
1582892552803,341.81506,-8.064969,-3.4097483
1582892552823,341.3977,-7.5717316,-3.1226304
1582892552844,340.98355,-7.2949963,-2.8689632
1582892552864,340.57712,-8.124751,-2.4133155
1582892552884,340.25537,-8.198528,-2.2788422
1582892552904,339.94962,-7.732885,-1.9296176
1582892552928,339.73666,-7.226242,-1.8755605
1582892552949,339.61453,-7.406989,-1.7934377
1582892552991,339.49725,-8.054483,-1.6001388
1582892552992,339.39764,-8.059889,-1.4398372
1582892553007,339.36063,-7.5574226,-1.37824
1582892553027,339.2743,-7.5227747,-1.3635558
1582892553047,339.1248,-7.899446,-1.1966165
1582892553068,338.9617,-7.9377785,-1.1162851
1582892553089,338.70013,-8.299699,-0.77930087
1582892553107,338.4995,-7.877993,-0.68526405
1582892553126,338.29135,-7.230207,-0.63692594
1582892553147,338.13196,-7.4750314,-0.569958
1582892553182,337.83893,-7.826799,-0.28817767
1582892553187,337.55246,-7.8738456,-0.03522713
1582892553207,337.25983,-7.878556,0.08472821
1582892553228,337.03964,-7.9908876,0.17438217
1582892553248,336.94754,-8.253283,0.20905815
1582892553268,336.73236,-8.270655,0.49240968
1582892553288,336.64655,-7.721838,0.41261956
