1582891719626,0.23252869,-0.033828735,-0.025650024,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719643,0.23573303,-0.06365967,0.0158844,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719664,0.1313324,-0.028503418,0.038269043,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719685,0.018417358,-0.017852783,-0.004348755,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719704,-0.20529175,0.0077056885,-0.011810303,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719725,-0.006088257,-0.022109985,0.00843811,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719744,0.18353271,-0.014663696,0.022277832,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719764,0.029067993,-0.015731812,-0.0022125244,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719783,-0.20635986,0.011978149,-0.008605957,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719811,-0.0028839111,-0.017852783,0.0052337646,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719824,0.20909119,-0.012527466,0.0126953125,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719871,0.025878906,-8.087158E-4,-0.01499939,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719871,-0.23298645,0.014099121,-0.019256592,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719888,-0.007156372,-0.0072021484,0.0020446777,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719907,0.23146057,-0.0072021484,0.009506226,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719926,0.040786743,-8.087158E-4,-0.02458191,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719947,-0.26068115,0.020492554,-0.03630066,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719968,-0.023132324,-0.006134033,-0.007537842,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891719986,0.2570343,-0.017852783,0.0158844,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720009,0.05569458,-8.087158E-4,-0.0064849854,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720046,-0.25323486,0.0077056885,-0.01713562,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720049,-0.03164673,-0.012527466,9.765625E-4,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720068,0.21868896,-0.018920898,0.014831543,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720088,0.05357361,-0.009338379,-9.1552734E-5,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720108,-0.19889832,2.593994E-4,-0.0032806396,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720129,-0.048690796,-0.011459351,0.014831543,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720148,0.23252869,-0.031707764,0.026550293,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720169,0.040786743,0.006652832,-0.009674072,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720188,-0.22872925,0.0013122559,-0.023529053,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720212,-0.046569824,0.0077056885,-0.0064849854,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720245,0.2570343,-0.055145264,0.01802063,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720252,0.056762695,0.019424438,-0.02458191,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720269,-0.25749207,0.020492554,-0.04801941,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720289,-0.04763794,0.0045166016,-0.021392822,0.0019226074,-0.0010681152,-0.0016784668,DATA
1582891720312,0.21868896,-0.024246216,0.01802063,0.0019226074,-0.0010681152,-0.0016784668,DATA
