,ori,,,
1582891729968,22.812225,-11.913987,1.4232495,DATA
1582891729983,23.360657,-7.9888268,0.9838477,DATA
1582891730003,23.617462,-7.9565625,0.91456085,DATA
1582891730024,23.160675,-12.4187565,1.166523,DATA
1582891730044,23.205597,-10.857126,1.0685018,DATA
1582891730072,23.57489,-7.864343,0.986682,DATA
1582891730084,23.660156,-9.42615,0.7764086,DATA
1582891730109,23.317596,-11.575662,1.1738071,DATA
1582891730160,23.110504,-10.904788,1.228278,DATA
1582891730161,23.377502,-8.425637,1.0298537,DATA
1582891730170,23.433868,-8.739432,1.0668668,DATA
1582891730185,22.997131,-11.840092,1.2464423,DATA
1582891730206,22.846008,-10.68206,1.356822,DATA
1582891730229,23.25711,-7.4001794,0.9806634,DATA
1582891730246,23.37732,-8.404705,0.872362,DATA
1582891730266,23.228577,-10.202463,0.986169,DATA
1582891730286,22.939209,-10.711926,1.2412719,DATA
1582891730307,22.868774,-9.304978,1.2225186,DATA
1582891730331,23.059937,-7.6447787,0.9677293,DATA
1582891730347,23.063538,-8.970285,0.77018976,DATA
1582891730367,22.774292,-10.21886,1.0813812,DATA
1582891730392,22.860718,-8.688232,0.8378169,DATA
1582891730408,22.927673,-8.256548,0.7658043,DATA
1582891730429,22.954681,-9.160306,0.61268675,DATA
1582891730451,22.68982,-11.012787,0.67428267,DATA
1582891730469,22.486755,-10.112491,0.76441264,DATA
1582891730488,23.016113,-6.6061897,0.13805714,DATA
1582891730510,23.156067,-8.407653,0.08883774,DATA
1582891730544,22.890411,-11.517499,0.01847673,DATA
1582891730550,22.703918,-11.221109,0.19594635,DATA
1582891730568,22.977478,-9.545028,-0.21189933,DATA
1582891730594,23.048157,-10.741724,-0.44226876,DATA
1582891730610,22.928589,-11.854337,-0.4956158,DATA
1582891730629,23.202606,-9.82668,-0.758274,DATA
1582891730657,23.593414,-8.374229,-1.1243794,DATA
1582891730671,23.342834,-11.175682,-0.7936086,DATA
1582891730692,23.395325,-11.189517,-1.3016217,DATA
1582891730719,23.37387,-10.29671,-0.951532,DATA
1582891730754,23.553131,-9.561219,-1.4064138,DATA
1582891730754,23.82129,-9.172359,-1.7144436,DATA
1582891730771,23.86258,-9.892718,-1.6458305,DATA
1582891730791,23.970856,-9.504605,-1.7102486,DATA
1582891730811,24.061493,-9.177892,-1.7900641,DATA
1582891730834,23.924347,-10.528633,-1.7899824,DATA
1582891730854,24.18695,-8.103993,-2.0868976,DATA
1582891730874,24.535797,-6.0057173,-2.050614,DATA
1582891730897,24.689453,-7.586337,-2.407793,DATA
1582891730917,24.429413,-9.333413,-2.029772,DATA
1582891730958,24.380432,-8.837953,-1.9436904,DATA
1582891730958,24.747345,-7.2808366,-2.516971,DATA
1582891730973,24.913574,-7.0178227,-2.3344095,DATA
1582891730992,24.817657,-8.606752,-2.1640837,DATA
1582891731013,24.976715,-8.041859,-2.4137175,DATA
1582891731033,25.18222,-7.1904287,-2.4412746,DATA
1582891731053,25.056946,-8.229932,-2.191436,DATA
1582891731081,24.97583,-9.100969,-2.3518515,DATA
1582891731093,25.152618,-7.7289824,-2.4885063,DATA
1582891731119,25.268097,-7.395979,-2.4279459,DATA
1582891731144,25.265015,-8.768732,-2.5101073,DATA
1582891731154,25.100494,-10.0963955,-2.4754956,DATA
1582891731174,25.102112,-9.135738,-2.4480426,DATA
1582891731194,25.393677,-7.2574234,-2.6141603,DATA
1582891731218,25.458588,-8.654113,-2.6353106,DATA
1582891731237,25.428986,-9.900423,-2.7889287,DATA
1582891731260,25.50418,-9.561942,-2.7775714,DATA
1582891731279,25.709015,-8.553497,-2.889256,DATA
1582891731299,25.908356,-8.2511,-2.969479,DATA
1582891731318,25.68991,-10.624094,-2.8729498,DATA
1582891731355,25.796844,-9.553843,-3.1263115,DATA
1582891731356,26.039886,-7.30795,-2.9418838,DATA
1582891731378,26.147736,-8.304735,-3.382107,DATA
1582891731397,25.953918,-9.704332,-3.0577052,DATA
1582891731417,26.307129,-7.401148,-3.4612,DATA
1582891731436,26.611755,-6.81977,-3.4894245,DATA
1582891731462,26.728027,-7.74106,-3.4940495,DATA
1582891731477,26.467316,-9.921554,-3.329446,DATA
1582891731498,26.829071,-7.6997447,-3.7437637,DATA
1582891731524,27.18155,-6.251787,-3.6987789,DATA
1582891731546,27.09259,-8.947517,-3.6981108,DATA
1582891731559,27.05075,-9.341878,-3.8266194,DATA
1582891731578,27.249542,-7.517233,-3.6488378,DATA
1582891731598,27.470764,-8.035601,-3.935911,DATA
1582891731620,27.58133,-8.524302,-4.0542135,DATA
1582891731638,27.701141,-8.455939,-3.9428978,DATA
1582891731662,28.02295,-7.0079765,-4.031073,DATA
1582891731678,28.223297,-7.0022774,-3.9847448,DATA
1582891731700,28.206726,-9.7368355,-4.2220807,DATA
1582891731726,28.102478,-10.0323105,-4.0312276,DATA
1582891731742,28.28061,-8.160488,-3.997449,DATA
1582891731776,28.756683,-6.9498487,-4.416886,DATA
1582891731781,29.027802,-7.928896,-4.3672442,DATA
1582891731800,28.847412,-9.699453,-4.0588326,DATA
1582891731820,28.743958,-9.972986,-4.1497593,DATA
1582891731841,28.80545,-9.25249,-4.0198517,DATA
1582891731862,29.184204,-7.093567,-4.22333,DATA
1582891731881,29.56781,-6.952376,-4.4422836,DATA
1582891731905,29.801208,-8.035998,-4.4938707,DATA
1582891731923,29.667847,-8.947924,-3.9481733,DATA
1582891731957,29.447144,-9.632605,-3.8901732,DATA
1582891731965,29.762085,-8.333159,-4.3046465,DATA
1582891731983,30.069916,-7.5616903,-4.2360463,DATA
1582891732002,30.31012,-7.4181137,-4.168053,DATA
1582891732024,30.57193,-7.508574,-4.254213,DATA
1582891732048,30.380676,-9.503875,-4.02248,DATA
1582891732065,30.0878,-9.5873785,-3.7005508,DATA
1582891732094,30.329102,-8.639031,-4.035203,DATA
1582891732104,30.439056,-8.73408,-4.0207524,DATA
1582891732124,30.672424,-7.6964254,-4.059455,DATA
1582891732165,30.95227,-7.33976,-4.0803113,DATA
1582891732165,31.137207,-8.438154,-4.209591,DATA
1582891732187,30.979523,-8.800697,-3.864594,DATA
1582891732205,30.591553,-9.897675,-3.7221162,DATA
1582891732226,30.927155,-8.483374,-4.3012114,DATA
1582891732246,31.491241,-5.04961,-4.1685963,DATA
1582891732266,31.791962,-6.1994147,-4.3441896,DATA
1582891732286,31.626099,-9.672971,-4.425645,DATA
1582891732306,31.621521,-8.001535,-3.9984837,DATA
1582891732328,31.866089,-6.3545866,-4.1122193,DATA
1582891732360,31.885895,-8.143281,-4.3166375,DATA
1582891732365,31.83081,-7.686448,-3.990095,DATA
1582891732390,32.21045,-5.9571195,-4.2090654,DATA
1582891732407,32.830933,-5.3054733,-4.65705,DATA
1582891732431,32.72705,-7.472561,-4.251499,DATA
1582891732451,32.347137,-7.9002495,-3.7716966,DATA
1582891732469,32.774048,-6.1706724,-4.3509684,DATA
1582891732494,33.25467,-5.125578,-4.572318,DATA
1582891732509,33.139923,-6.671472,-4.0815516,DATA
1582891732531,32.9382,-7.984753,-4.050563,DATA
1582891732564,33.246582,-6.436616,-4.3343782,DATA
1582891732567,33.421722,-6.1868453,-4.0589995,DATA
1582891732589,33.43213,-7.6523767,-4.276603,DATA
1582891732608,33.49344,-8.0274,-4.4311934,DATA
1582891732633,33.77469,-6.752806,-4.240756,DATA
1582891732651,33.95349,-6.1786404,-4.1561294,DATA
1582891732673,33.704193,-8.499149,-4.1271634,DATA
1582891732693,33.64987,-8.581716,-4.262377,DATA
1582891732711,34.4552,-3.9144049,-4.6116056,DATA
1582891732732,34.793793,-4.0856504,-4.4927707,DATA
1582891732777,34.78546,-7.3986387,-4.563913,DATA
1582891732777,34.27112,-8.459108,-3.951968,DATA
1582891732793,34.45404,-6.36532,-4.2508035,DATA
1582891732810,34.80902,-5.8061466,-4.5819035,DATA
1582891732831,34.96768,-5.664574,-4.30519,DATA
1582891732850,35.064026,-5.873778,-4.270957,DATA
1582891732874,35.20868,-6.3619175,-4.441815,DATA
1582891732895,35.151245,-6.667245,-4.1970353,DATA
1582891732916,34.76999,-7.53727,-4.0161734,DATA
1582891732936,34.99643,-6.3542995,-4.5074844,DATA
1582891732964,35.48123,-4.485964,-4.547214,DATA
1582891732972,35.507294,-5.9912143,-4.427834,DATA
1582891732994,35.38034,-7.629686,-4.54438,DATA
1582891733013,35.637665,-6.443293,-4.6945686,DATA
1582891733034,35.800446,-6.171171,-4.659258,DATA
1582891733052,35.84857,-6.7797074,-4.8268237,DATA
1582891733073,35.72528,-7.740323,-4.7945743,DATA
1582891733097,35.90497,-6.6166205,-4.9062757,DATA
1582891733113,36.419952,-4.8657675,-5.3449993,DATA
1582891733137,36.52826,-6.452271,-5.3615217,DATA
1582891733165,36.363983,-7.670363,-5.3239393,DATA
1582891733173,36.66095,-6.054311,-5.5867567,DATA
1582891733193,37.043304,-4.78905,-5.6796227,DATA
1582891733215,37.139343,-6.328254,-5.626241,DATA
1582891733234,37.297394,-6.815867,-5.966141,DATA
1582891733258,37.282837,-7.3134747,-5.9358377,DATA
1582891733274,37.460236,-6.591536,-6.024389,DATA
1582891733298,37.867218,-5.0298533,-6.20805,DATA
1582891733319,37.98575,-6.0707035,-6.3195286,DATA
1582891733339,37.93393,-7.416314,-6.4515915,DATA
1582891733358,38.198303,-5.888879,-6.512513,DATA
1582891733393,38.543823,-5.032281,-6.645677,DATA
1582891733397,38.618835,-6.6921735,-6.792677,DATA
1582891733415,38.94922,-6.1145372,-7.1245275,DATA
1582891733437,39.143494,-5.3788943,-6.9401407,DATA
1582891733457,39.32019,-6.127931,-7.1411414,DATA
1582891733476,39.497925,-6.316289,-7.2343435,DATA
1582891733501,39.567993,-6.1532693,-7.1381736,DATA
1582891733517,39.905396,-6.095984,-7.722875,DATA
1582891733539,40.33673,-5.525765,-7.8037786,DATA
1582891733558,40.642487,-4.806199,-7.69968,DATA
1582891733579,40.80185,-6.478755,-7.9711003,DATA
1582891733598,40.911987,-6.9464755,-7.961336,DATA
1582891733624,41.317993,-5.751941,-8.18573,DATA
1582891733638,41.988617,-5.1940527,-8.742284,DATA
1582891733658,42.286987,-6.1857944,-8.594832,DATA
1582891733679,42.22052,-7.2239137,-8.4637575,DATA
1582891733699,42.51599,-6.500189,-8.642508,DATA
1582891733721,43.177734,-5.3106046,-9.119229,DATA
1582891733743,43.50894,-6.5492644,-9.199252,DATA
1582891733796,43.285126,-7.9124956,-8.887712,DATA
1582891733796,43.72061,-6.9755435,-9.426866,DATA
1582891733805,44.631866,-4.7894864,-9.635385,DATA
1582891733820,45.145294,-5.0166726,-9.451389,DATA
1582891733846,45.01483,-8.153682,-9.519165,DATA
1582891733860,44.898285,-8.605257,-9.527595,DATA
1582891733880,45.69818,-5.435757,-9.901531,DATA
1582891733900,46.397095,-4.4879675,-9.830657,DATA
1582891733925,46.345367,-7.307787,-9.705199,DATA
1582891733948,46.11383,-9.24326,-9.882723,DATA
1582891733991,46.484833,-7.322921,-9.956309,DATA
1582891733991,47.31183,-5.2185726,-10.0977335,DATA
1582891734002,47.794678,-5.9375367,-10.298711,DATA
1582891734022,47.789886,-8.133939,-10.241083,DATA
1582891734043,48.032837,-7.358634,-10.109168,DATA
1582891734063,48.58725,-5.6748757,-10.230197,DATA
1582891734084,48.810852,-6.4478045,-9.926022,DATA
1582891734111,48.75934,-7.9796715,-10.005558,DATA
1582891734122,49.16989,-7.546999,-10.347271,DATA
1582891734144,49.41507,-7.5836573,-10.148732,DATA
1582891734180,49.730835,-7.732847,-10.37255,DATA
1582891734186,50.409912,-6.2010207,-10.392359,DATA
1582891734204,50.667267,-7.0257707,-10.447221,DATA
1582891734225,50.747192,-8.753323,-10.493231,DATA
1582891734245,51.29309,-6.2277975,-10.582357,DATA
1582891734265,51.75406,-5.828791,-10.327657,DATA
1582891734288,51.811676,-8.390803,-10.468008,DATA
1582891734308,52.178833,-7.394629,-10.506214,DATA
1582891734326,52.756104,-6.0395265,-10.199148,DATA
1582891734348,53.270966,-7.342754,-10.604437,DATA
1582891734378,53.31256,-8.508599,-10.460819,DATA
1582891734385,53.721405,-7.4625325,-10.284252,DATA
1582891734405,54.375946,-6.481091,-10.416117,DATA
1582891734430,54.799866,-8.081704,-10.588722,DATA
1582891734445,55.00525,-8.057193,-10.082269,DATA
1582891734469,55.312225,-7.9951515,-10.000864,DATA
1582891734486,55.808716,-8.0127535,-10.376342,DATA
1582891734509,56.13858,-7.8420405,-9.641135,DATA
1582891734526,56.175415,-8.605081,-9.588042,DATA
1582891734548,56.548798,-8.563715,-9.884081,DATA
1582891734579,56.990112,-7.7125583,-9.322657,DATA
1582891734587,56.983612,-8.787121,-9.057378,DATA
1582891734608,56.89203,-9.473471,-9.082557,DATA
1582891734630,57.490967,-7.8151417,-8.919023,DATA
1582891734648,58.297943,-6.0752177,-8.954623,DATA
1582891734673,58.511017,-7.9006915,-8.492811,DATA
1582891734690,57.972534,-9.889844,-7.8290973,DATA
1582891734711,57.883118,-9.294815,-7.6622515,DATA
1582891734732,58.43271,-7.3309793,-7.6767263,DATA
1582891734756,58.759552,-7.6560144,-7.4059176,DATA
1582891734790,58.783936,-8.567096,-7.0420356,DATA
1582891734794,58.73575,-8.670551,-6.7963977,DATA
1582891734810,59.194183,-7.244952,-6.6348176,DATA
1582891734830,59.731506,-5.7532616,-6.295766,DATA
1582891734850,59.59381,-7.6176023,-5.8490415,DATA
1582891734871,58.96875,-9.499641,-5.417613,DATA
1582891734890,59.126312,-7.670675,-5.2491856,DATA
1582891734915,59.73221,-5.731744,-4.8331823,DATA
1582891734932,59.924133,-6.6749954,-4.785776,DATA
1582891734958,59.590027,-9.157363,-4.484815,DATA
1582891734993,59.510773,-8.554347,-4.0122924,DATA
1582891734993,59.660797,-7.69005,-3.7592852,DATA
1582891735012,59.67758,-8.360347,-3.47262,DATA
1582891735034,59.712646,-8.153448,-3.1515317,DATA
1582891735052,59.677002,-8.526492,-2.867975,DATA
1582891735072,59.661987,-8.818034,-2.734976,DATA
1582891735092,59.746277,-8.048158,-2.1258228,DATA
1582891735119,59.80829,-8.015237,-1.9971322,DATA
1582891735132,59.505463,-9.42128,-1.6422026,DATA
1582891735154,59.252197,-9.332747,-1.3030845,DATA
1582891735179,59.384705,-8.0958395,-1.1653026,DATA
1582891735194,59.463837,-7.9235444,-0.7046322,DATA
1582891735216,59.358307,-8.375603,-0.5511785,DATA
1582891735235,58.799835,-9.687545,-0.07070614,DATA
1582891735255,58.629883,-8.682625,0.15550268,DATA
1582891735278,58.724304,-7.3496556,0.52308,DATA
1582891735295,58.576843,-8.081259,0.75310624,DATA
1582891735315,58.299652,-8.46478,0.98994297,DATA
1582891735334,58.161774,-7.72019,1.2876534,DATA
1582891735356,58.17691,-7.2923617,1.4854066,DATA
1582891735378,57.918427,-7.8369827,1.6203128,DATA
1582891735396,57.161865,-8.941432,2.1933973,DATA
1582891735415,56.999268,-7.560179,2.1643157,DATA
1582891735435,57.292175,-6.09684,2.027405,DATA
1582891735457,57.27057,-6.681465,2.1103208,DATA
1582891735477,56.877472,-7.7393103,2.588971,DATA
1582891735495,56.322388,-8.225583,2.780281,DATA
1582891735516,56.105957,-7.8301187,2.707878,DATA
1582891735536,56.142334,-6.7126036,2.7149568,DATA
1582891735560,56.08893,-6.913969,2.7099352,DATA
1582891735576,55.858124,-7.647685,2.6170628,DATA
1582891735601,55.58441,-8.003378,2.8002212,DATA
1582891735618,55.596954,-7.044548,2.5505161,DATA
1582891735639,55.378357,-7.771772,2.835025,DATA
1582891735657,54.954834,-8.782871,2.5114572,DATA
1582891735678,55.320984,-6.674177,2.0806513,DATA
1582891735698,55.67331,-5.263193,2.166303,DATA
1582891735718,55.44461,-7.639822,2.107691,DATA
1582891735739,54.81433,-9.082832,2.093842,DATA
1582891735759,54.818665,-7.2849364,2.1594758,DATA
1582891735798,55.079407,-6.274398,1.5907078,DATA
1582891735799,55.262268,-7.1841636,1.4232899,DATA
1582891735820,55.296295,-7.172166,1.3856838,DATA
1582891735840,55.304657,-7.3913617,1.1754035,DATA
1582891735860,55.273926,-7.7581763,1.2735893,DATA
1582891735880,55.24713,-7.8810034,1.0323503,DATA
1582891735901,55.164307,-8.289878,0.8838045,DATA
1582891735924,55.337585,-7.6143656,0.78650457,DATA
1582891735940,55.54541,-7.536203,0.6211024,DATA
1582891735963,55.264008,-9.101709,0.5861549,DATA
1582891735998,55.19864,-9.060746,0.5758735,DATA
1582891736003,55.540253,-8.218124,0.13598664,DATA
1582891736020,55.317566,-9.774169,0.0014535496,DATA
1582891736042,54.89972,-10.293131,0.14187086,DATA
1582891736065,55.189148,-8.466675,-0.07552952,DATA
1582891736082,55.46991,-8.167649,-0.2383209,DATA
1582891736102,55.49118,-9.103242,-0.3033572,DATA
1582891736133,55.387726,-9.178903,-0.3267988,DATA
1582891736142,55.238983,-9.652286,-0.27428094,DATA
1582891736165,55.71988,-7.8749604,-0.758899,DATA
1582891736196,55.901367,-7.726258,-0.6346492,DATA
1582891736204,55.496765,-9.747344,-0.6546543,DATA
1582891736223,55.80304,-8.128182,-1.013324,DATA
1582891736247,56.371033,-6.541166,-1.1432744,DATA
1582891736265,56.541565,-7.871084,-1.2187635,DATA
1582891736287,56.5065,-8.372991,-1.2412827,DATA
1582891736307,56.159485,-8.695047,-0.96866214,DATA
1582891736327,56.16342,-7.9431806,-0.943818,DATA
1582891736351,56.47336,-6.6800714,-1.0523227,DATA
1582891736370,56.465546,-7.5682883,-1.185763,DATA
1582891736401,56.40268,-7.816203,-1.0179678,DATA
1582891736411,56.5231,-6.988576,-1.1118246,DATA
1582891736425,56.63629,-7.1381645,-1.0267184,DATA
1582891736448,56.48828,-7.591307,-0.96492016,DATA
1582891736465,56.515106,-7.649699,-1.0776259,DATA
1582891736491,56.82007,-6.714633,-1.223042,DATA
1582891736505,56.876617,-7.7395144,-1.3062165,DATA
1582891736527,57.076233,-7.394823,-1.2509433,DATA
1582891736550,57.03888,-7.725333,-1.1540418,DATA
1582891736572,56.93213,-8.496158,-1.1952573,DATA
1582891736590,57.119812,-7.627869,-1.1265944,DATA
1582891736633,57.260895,-7.6649776,-1.0226094,DATA
1582891736633,57.370087,-8.209466,-1.094826,DATA
1582891736649,57.243683,-8.654843,-0.8435909,DATA
1582891736668,57.01828,-8.92524,-0.6517056,DATA
1582891736688,56.986908,-8.683008,-0.57164216,DATA
1582891736708,57.386078,-7.6001744,-0.71869206,DATA
1582891736728,57.65988,-7.3675413,-0.7138742,DATA
1582891736748,57.52353,-8.949847,-0.41492373,DATA
1582891736770,57.532196,-8.676791,-0.31715676,DATA
1582891736796,57.47162,-8.851583,-0.14165828,DATA
1582891736808,57.377594,-8.9288645,0.10770233,DATA
1582891736831,57.593567,-8.031528,0.095950976,DATA
1582891736850,57.34906,-9.266146,0.2678968,DATA
1582891736873,56.920288,-9.787094,0.7230733,DATA
1582891736893,56.971313,-8.536245,0.9244806,DATA
1582891736925,57.179718,-8.052665,0.98622423,DATA
1582891736933,56.71576,-9.613694,1.379329,DATA
1582891736953,56.47238,-9.325072,1.4732071,DATA
1582891736971,56.47632,-8.206883,1.7477293,DATA
1582891736997,56.32727,-8.679028,2.019839,DATA
1582891737012,56.160583,-8.751697,2.0758362,DATA
1582891737032,56.08731,-8.135538,2.267431,DATA
1582891737051,55.994965,-8.134115,2.3397644,DATA
1582891737075,56.033386,-7.3659306,2.7084153,DATA
1582891737091,55.519684,-8.328284,3.1470883,DATA
1582891737114,54.78952,-9.507078,3.2278738,DATA
1582891737147,54.81421,-7.5051484,3.2486207,DATA
1582891737154,55.273743,-5.6300545,3.1207802,DATA
1582891737182,55.257935,-6.5989213,3.3029854,DATA
1582891737232,54.721344,-8.512209,3.5325403,DATA
1582891737232,54.365112,-8.306236,3.7136664,DATA
1582891737242,54.111633,-8.004164,3.8183913,DATA
1582891737254,53.687073,-8.655202,3.7391443,DATA
1582891737273,53.896454,-7.010157,3.5768116,DATA
1582891737293,54.29355,-5.567874,3.4890656,DATA
1582891737313,54.176636,-7.3638773,3.4697044,DATA
1582891737333,53.443665,-9.020608,3.90474,DATA
1582891737353,53.02121,-8.528152,3.8718174,DATA
1582891737377,53.454193,-6.4100294,3.30618,DATA
1582891737435,53.65143,-6.7744923,3.3418584,DATA
1582891737435,53.603424,-7.543896,3.2345808,DATA
1582891737450,53.35501,-8.166131,3.4958189,DATA
1582891737455,53.074524,-8.636645,3.3380132,DATA
1582891737477,52.657623,-8.8763275,3.4223163,DATA
1582891737495,52.837036,-7.0860095,3.2975514,DATA
1582891737517,53.43933,-5.238388,2.8761313,DATA
1582891737535,53.13553,-8.615573,2.9303477,DATA
1582891737559,52.947998,-8.142699,3.2570097,DATA
1582891737579,52.595398,-8.18698,3.3216527,DATA
1582891737621,53.01935,-7.618404,2.4892194,DATA
1582891737621,53.345917,-6.433168,2.8239367,DATA
1582891737638,53.356537,-7.3555484,2.5729396,DATA
1582891737659,52.6062,-9.469945,2.744756,DATA
1582891737678,52.216125,-8.458051,3.150872,DATA
1582891737697,52.882446,-5.0192847,2.6379948,DATA
1582891737718,52.879974,-6.0820384,2.6870666,DATA
1582891737741,52.477844,-8.508493,2.5409338,DATA
1582891737757,52.68573,-5.794716,2.831881,DATA
1582891737779,52.773743,-5.280756,3.0563161,DATA
1582891737815,52.40695,-7.878595,2.8057702,DATA
1582891737824,52.229645,-7.5224996,2.84381,DATA
1582891737839,51.953705,-7.5094175,2.9056802,DATA
1582891737860,51.639984,-7.468752,3.1615512,DATA
1582891737880,52.004272,-5.207045,2.9135358,DATA
1582891737899,52.093964,-5.96312,2.8804004,DATA
1582891737920,51.31909,-8.499554,3.0299485,DATA
1582891737947,51.256958,-6.989205,2.9059272,DATA
1582891737960,51.54254,-5.0553994,2.9388087,DATA
1582891737982,51.404358,-6.453665,3.0081882,DATA
1582891738015,51.405396,-6.814594,2.8517501,DATA
1582891738022,51.08023,-6.9848847,2.9165041,DATA
1582891738045,51.25287,-6.1104956,2.7615182,DATA
1582891738060,51.294586,-5.4626484,3.0583074,DATA
1582891738080,51.276154,-5.998362,3.12813,DATA
1582891738101,51.027008,-7.3519106,2.7616909,DATA
1582891738121,51.308044,-6.668754,2.503714,DATA
1582891738150,51.325928,-6.5806465,2.6306205,DATA
1582891738162,50.818848,-8.45733,2.761288,DATA
1582891738184,50.69629,-7.823106,2.7038202,DATA
1582891738212,51.22888,-5.9860497,2.328714,DATA
1582891738222,51.58252,-6.474385,2.164507,DATA
1582891738242,51.65039,-6.7622166,2.3758955,DATA
1582891738262,51.02112,-8.585143,2.6837313,DATA
1582891738282,50.580566,-8.644677,2.953325,DATA
1582891738303,51.1019,-5.51987,2.6891766,DATA
1582891738323,51.637207,-5.1643667,2.181138,DATA
1582891738347,51.037872,-8.911423,2.705157,DATA
1582891738366,50.841278,-7.9930186,2.8172743,DATA
1582891738387,50.809204,-7.404494,2.8056636,DATA
1582891738426,50.515015,-8.291239,2.9552004,DATA
1582891738426,50.82602,-6.07816,2.781126,DATA
1582891738446,50.77191,-6.3101516,2.9897444,DATA
1582891738465,50.449524,-7.579339,3.1945362,DATA
1582891738485,50.812897,-5.062961,3.1251867,DATA
1582891738506,50.802826,-5.3166976,3.3617556,DATA
1582891738525,50.051697,-7.713469,3.8131132,DATA
1582891738545,49.587494,-7.645051,3.737886,DATA
1582891738568,49.36142,-6.484044,3.950681,DATA
1582891738589,49.615723,-4.7912626,4.0506873,DATA
1582891738634,49.9032,-4.683087,3.76164,DATA
1582891738635,49.588562,-6.214415,4.154878,DATA
1582891738646,49.070618,-6.7341065,4.4767747,DATA
1582891738668,48.75583,-7.0421395,4.299342,DATA
1582891738688,48.342285,-6.711001,4.7670703,DATA
1582891738707,48.45099,-5.677805,4.4049745,DATA
1582891738728,48.401093,-6.474779,4.309225,DATA
1582891738747,48.02951,-7.0134373,4.711379,DATA
1582891738773,47.970093,-6.639211,4.577696,DATA
1582891738793,47.928802,-6.530019,4.5831537,DATA
1582891738851,47.299683,-8.181738,4.741382,DATA
1582891738852,46.85608,-8.455789,4.738017,DATA
1582891738852,46.8916,-6.717362,4.622925,DATA
1582891738869,47.072662,-6.2075634,4.32433,DATA
1582891738889,46.67682,-8.240726,4.508236,DATA
1582891738914,45.90326,-9.3433075,4.5287676,DATA
1582891738929,45.96512,-7.1326895,4.501286,DATA
1582891738949,46.470947,-5.3177514,4.0329814,DATA
1582891738969,46.40616,-7.449923,3.880279,DATA
1582891738990,45.507385,-9.39065,4.352548,DATA
1582891739014,44.949707,-8.859592,4.3274336,DATA
1582891739031,45.45285,-6.1777215,3.7712321,DATA
1582891739052,46.045624,-4.413376,3.492328,DATA
1582891739073,45.60678,-7.560406,3.6023011,DATA
1582891739092,45.06189,-8.466437,3.6259732,DATA
1582891739112,45.326965,-5.7236056,3.5195673,DATA
1582891739135,45.804993,-4.4273567,3.0941458,DATA
1582891739156,45.200043,-7.5343714,3.3849723,DATA
1582891739172,44.750916,-7.7920218,3.140878,DATA
1582891739195,45.149567,-4.7387514,2.916861,DATA
1582891739233,45.88037,-2.73454,2.639049,DATA
1582891739233,45.88965,-5.213833,2.5995188,DATA
1582891739252,44.948486,-7.8068347,2.932619,DATA
1582891739274,44.9039,-6.0522532,2.7249737,DATA
1582891739292,45.56845,-3.664927,2.2805822,DATA
1582891739316,45.9422,-3.7266212,2.2889612,DATA
1582891739334,45.160553,-7.1964912,2.5500376,DATA
1582891739354,44.65268,-7.6454124,2.5730886,DATA
1582891739375,45.277557,-4.1371713,2.0571365,DATA
1582891739396,45.869904,-3.358596,1.8927298,DATA
1582891739431,45.593506,-6.456547,2.1738489,DATA
1582891739435,44.78897,-8.619869,2.2833407,DATA
1582891739455,44.66913,-7.459056,2.2038264,DATA
1582891739474,44.619934,-6.960692,2.3843715,DATA
1582891739499,44.88626,-6.8699756,1.8181479,DATA
1582891739515,44.78528,-7.7286034,2.040846,DATA
1582891739535,44.193237,-9.495779,1.9636258,DATA
1582891739559,44.25244,-7.7445536,2.0475338,DATA
1582891739578,44.47336,-6.7280784,1.8634088,DATA
1582891739601,44.54602,-8.428017,1.4113595,DATA
1582891739652,44.18274,-9.077571,1.7164359,DATA
1582891739652,43.836853,-8.604899,1.9769744,DATA
1582891739657,44.0791,-7.18695,1.6489706,DATA
1582891739676,44.158905,-7.630905,1.5129817,DATA
1582891739696,43.202393,-9.9658575,1.8594238,DATA
1582891739720,43.027527,-8.096878,1.7500263,DATA
1582891739737,43.992615,-4.0394177,1.0617452,DATA
1582891739757,44.34482,-4.9082704,1.0045655,DATA
1582891739779,43.608154,-8.185187,1.424111,DATA
1582891739800,43.360992,-7.2234306,1.3380635,DATA
1582891739846,43.40677,-6.007458,1.2034374,DATA
1582891739846,43.405823,-5.9892626,1.3218355,DATA
1582891739858,43.520264,-4.9943557,0.9460595,DATA
1582891739878,43.378204,-5.974654,1.0022728,DATA
1582891739898,43.503784,-5.4611034,0.8533096,DATA
1582891739918,43.772156,-3.8923416,0.8041198,DATA
1582891739938,43.118774,-6.7020793,0.9123915,DATA
1582891739959,42.6864,-7.157423,0.8761526,DATA
1582891739979,43.109985,-4.3725495,0.50957954,DATA
1582891740004,43.66162,-3.8307343,0.078577295,DATA
1582891740036,43.53302,-5.991383,0.3208716,DATA
1582891740040,43.055298,-7.789496,0.30190322,DATA
1582891740065,42.3844,-8.365676,0.5288885,DATA
1582891740080,42.405975,-7.699773,0.07410416,DATA
1582891740100,42.857635,-7.1372824,-0.55847585,DATA
1582891740120,42.871277,-7.4692216,-0.35673562,DATA
1582891740141,43.069336,-8.05988,-0.8016953,DATA
1582891740171,42.935394,-8.978454,-1.0408045,DATA
1582891740182,42.592133,-8.999427,-0.6604423,DATA
1582891740202,42.806274,-8.376243,-1.2496687,DATA
