,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.5809,2.1688,8.3393,0.4059,1.2928,9.7126,-0.0046,-0.0842,0.6531,-0.1674,0.1243,0.2346,9858.28,25.86,18.68,-38.65,314.52,-12.13,-1.58,5,48.289,23.551376,87.28839,,NaN,,119.032265,,17 / 37,11,2020-02-14 12:53:03:152
-3.4611,-3.9915,9.1845,-2.2137,-4.221,8.5705,-0.4167,0.881,1.9455,-1.1975,0.3086,-0.2661,9431.18,30.24,31.62,-8.84,309.26,25.49,14.48,5,44.343,23.551376,87.28839,,NaN,,119.032265,,17 / 37,510,2020-02-14 12:53:03:651
-4.8282,-6.0601,4.2405,-5.8033,-6.8729,3.9059,0.8728,0.7338,0.3785,-0.928,0.0136,0.4093,3469.2551,35.19,21.58,17.98,273.96,44.49,56.06,5,37.977,23.551376,87.28839,,NaN,,119.032265,,17 / 37,1010,2020-02-14 12:53:04:151
-2.7428,-8.5428,5.2939,-3.1356,-8.1302,4.4986,-0.3357,0.3797,-0.7304,0.2363,-0.0749,-0.787,565.5128,27.84,30.09,17.09,293.71,52.22,40.55,0,38.049,23.551376,87.28839,,NaN,,119.032265,,17 / 37,1510,2020-02-14 12:53:04:651
-0.8299,-9.6011,5.1694,-0.4665,-8.5822,4.7221,-0.2932,-1.4545,-0.0556,-0.0353,-0.0791,-0.2149,0,17.33,35.96,12.22,324.3,60.43,8.58,0,61.643,23.550959,87.28883,64.44,NaN,0,27.664516,,0 / 37,2011,2020-02-14 12:53:05:152
-0.4875,-9.1558,4.8031,-0.3974,-8.7082,4.4922,-0.0993,-0.2253,0.104,-0.0459,-0.0802,0.0163,0,17.01,36.3,15.23,327.35,62.62,5.06,0,57.52,23.550959,87.28883,64.44,NaN,0,27.664516,,0 / 37,2511,2020-02-14 12:53:05:652
-0.442,-9.3473,4.5757,-0.3219,-8.7977,4.3207,-0.0411,-0.0495,-0.0048,-0.0545,-0.0322,-0.0274,0,18.33,34.88,14.08,324.67,63.78,4.26,0,34.334,23.55095,87.28883,66.75,NaN,0.97,27.664516,170.4,26 / 37,3011,2020-02-14 12:53:06:152
-0.363,-9.3617,4.4847,-0.3484,-8.8292,4.2537,0.056,0.0035,-0.0503,0.0435,0.0466,0.0621,0,17.15,34.27,15.5,326.82,64.2,4.68,0,35.697,23.55095,87.28883,66.75,NaN,0.97,27.664516,170.4,26 / 37,3511,2020-02-14 12:53:06:652
-0.2098,-9.4335,4.3243,-0.4245,-8.8288,4.2476,0.2293,-0.0723,-0.1225,-0.0001,-0.0291,-0.0008,0,17.47,34.5,13.99,324.88,64.26,6.04,0,33.25,23.550932,87.288826,55.5,NaN,3.56,24.206451,183.9,26 / 37,4010,2020-02-14 12:53:07:151
-0.5402,-9.2898,4.5661,-0.4482,-8.8453,4.2107,-0.0884,0.0689,0.0845,0.0052,0.0679,-0.0125,0,17.82,34.82,15.97,324.77,64.42,6.08,0,40.222,23.550932,87.288826,55.5,NaN,3.56,24.206451,183.9,26 / 37,4510,2020-02-14 12:53:07:651
