,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.4893,1.6804,10.8197,-0.2086,1.361,9.7095,-0.1042,-0.2942,1.4406,0.0425,-0.3103,-0.1521,10287.878,-12.89,44.44,-39.45,15.29,-9.41,0.89,5,48.963,23.549776,87.29327,,NaN,,180.96774,,24 / 39,13,2020-02-14 12:40:05:576
-4.7827,-4.8055,9.7782,-2.9622,-4.7261,8.0659,-2.1246,-0.6424,1.3303,-2.071,0.9052,0.257,9071.516,-9.32,49.6,-4,12.73,28.81,20.17,5,43.048,23.549887,87.292656,188.23,NaN,0,55.329033,,0 / 39,512,2020-02-14 12:40:06:075
-4.2727,-8.5357,4.669,-4.2294,-7.8519,4.078,0.8332,-0.3989,-3.368,-0.5839,0.4695,-0.4003,2662.5098,-10.26,44.11,14.93,358.28,49.27,37.73,5,43.355,23.549887,87.292656,188.23,NaN,0,55.329033,,0 / 39,1012,2020-02-14 12:40:06:575
-3.2456,-6.6083,5.3011,-4.3167,-8.1492,3.3358,-0.6629,0.603,1.4405,0.0297,0.2469,-0.2415,2115.5215,-15.61,43.62,16.62,351,54.37,60.53,5,41.848,23.549871,87.29267,183.72,NaN,0,27.664516,,20 / 39,1512,2020-02-14 12:40:07:075
-5.7691,-7.7839,4.3003,-3.3769,-8.4201,3.7241,-0.9108,0.0476,0.1661,0.1959,-0.8291,-0.7113,0,-21.15,39.73,15.66,6.41,59.16,42.2,0,43.026,23.549871,87.29267,183.72,NaN,0,27.664516,,20 / 39,2012,2020-02-14 12:40:07:575
-1.5386,-10.0536,4.4464,-1.6643,-8.476,4.6431,0.0455,-0.8449,-0.0157,-0.0044,-0.4232,-0.3449,0,-28.89,35.68,13.66,30.74,59.8,19.72,0,58.374,23.549871,87.2927,171.07,NaN,0,20.748388,,23 / 39,2512,2020-02-14 12:40:08:075
-1.1723,-8.9977,4.9228,-0.9958,-8.6344,4.5415,-0.4172,-0.0855,0.3621,-0.145,-0.0919,-0.0253,0,-29.34,33.16,17.63,33.43,61.26,12.7,0,41.396,23.549871,87.2927,171.07,NaN,0,20.748388,,23 / 39,3012,2020-02-14 12:40:08:575
-0.7988,-9.4407,4.5996,-0.7985,-8.7927,4.2686,-0.1326,-0.2382,0.1851,-0.0609,0.0093,-0.0146,0,-29.93,32.58,18.22,36.21,63.44,10.85,0,41.101,23.549871,87.2927,171.07,NaN,0,20.748388,,27 / 39,3511,2020-02-14 12:40:09:074
-0.7988,-9.2611,4.6187,-0.8434,-8.7424,4.3622,-0.0614,0.0485,0.0433,0.0137,0.0381,0.0493,0,-28.66,31.48,16.39,38.37,63.45,10.12,0,63.521,23.549871,87.2927,171.07,NaN,0,20.748388,,27 / 39,4012,2020-02-14 12:40:09:575
-1.0023,-9.285,4.6187,-0.9103,-8.7395,4.3546,-0.0394,-0.1003,0.016,0.0307,0.0583,-0.0114,0,-30.74,34.89,18.95,34.75,62.99,11.83,0,43.808,23.549871,87.2927,171.07,NaN,0,20.748388,,25 / 33,4512,2020-02-14 12:40:10:075
