,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.2116,-0.46,10.7527,0.1147,-0.0749,9.8057,0.0009,-0.3845,0.5029,-0.5456,0.6165,-0.0583,20710.63,9.25,-25,-26.3,203.88,-2.96,-3.27,2,52.466,23.550772,87.29054,,NaN,,70.045166,,21 / 35,9,2020-02-14 13:00:12:951
-2.6878,-4.6666,11.1765,-3.205,-6.2253,6.8661,-1.8951,-0.4058,1.503,-2.2968,1.1971,0.3955,20710.63,24.62,-8.79,-27.89,199.96,39.41,25.02,2,51.218,23.550772,87.29054,,NaN,,70.045166,,21 / 35,509,2020-02-14 13:00:13:451
-3.758,-8.4495,-0.9741,-3.3018,-8.2133,4.2202,-0.9391,-1.4161,0.8531,-0.1301,0.0807,-0.2383,19790.24,28.93,2.27,-23.9,178.38,56.72,51.7,0,53.511,23.550772,87.29054,,NaN,,70.045166,,0 / 37,1009,2020-02-14 13:00:13:951
0.214,-9.6609,4.341,0.5456,-9.0094,3.8345,-0.514,-1.392,0.0656,-0.2942,-0.2101,-0.4493,21.6464,22.24,11.3,-28.24,234.61,66.74,-8.1,0,60.071,23.550772,87.29054,,NaN,,70.045166,,0 / 37,1509,2020-02-14 13:00:14:451
-0.0422,-9.795,4.0896,0.2586,-9.0349,3.8044,-0.3149,0.0076,0.0178,-0.0268,-0.1057,-0.0253,21.6464,23.73,10.42,-30,229.01,66.99,-3.38,0,54.762,23.550476,87.29075,11.32,NaN,0.72,34.580647,18.4,0 / 38,2009,2020-02-14 13:00:14:951
0.2547,-9.5412,3.8646,0.2718,-9.0574,3.7496,-0.0785,-0.1114,-0.075,-0.0001,0.005,-0.004,21.6464,23.75,10.87,-29.33,231.5,67.34,-4.33,0,52.341,23.550476,87.29075,11.32,NaN,0.72,34.580647,18.4,0 / 38,2509,2020-02-14 13:00:15:451
0.2978,-9.8908,3.7904,0.2465,-9.0794,3.6979,0.0421,-0.0556,-0.0316,0.0616,0.0381,0.029,21.6464,23.15,11.2,-28.95,229.54,67.8,-3.81,0,52.525,23.55044,87.29076,21.21,NaN,0,27.664516,,24 / 33,3008,2020-02-14 13:00:15:950
0.0488,-9.6945,3.8789,0.1274,-9.0889,3.6805,-0.037,0.0327,0.0567,-0.0385,-0.0216,-0.0359,21.6464,23.22,10.61,-29.12,227.49,67.94,-1.98,0,52.861,23.55044,87.29076,21.21,NaN,0,27.664516,,24 / 33,3509,2020-02-14 13:00:16:451
0.1206,-9.3233,3.9029,0.1414,-9.119,3.6047,-0.1119,0.0116,0.0878,-0.0353,-0.0429,-0.0232,21.6464,22.41,11.94,-28.27,227.89,68.18,-2.06,0,52.358,23.550419,87.29077,25.77,NaN,0,27.664516,,24 / 33,4008,2020-02-14 13:00:16:950
0.3193,-9.7687,3.7496,0.1624,-9.1477,3.5304,0.0774,-0.1023,-0.0696,0.0244,0.0455,0.0301,21.6464,23.15,10.37,-28.99,227.92,69.15,-3.32,0,52.086,23.550419,87.29077,25.77,NaN,0,27.664516,,24 / 33,4508,2020-02-14 13:00:17:450
-0.6814,-9.5029,4.5158,0.0945,-9.1057,3.6398,-0.4126,0.3808,0.8625,0.1245,0.0477,0.0546,21.6464,24.31,11.69,-29.14,228.51,68.21,-1.49,0,56.551,23.550388,87.29078,41.48,NaN,0,24.206451,,24 / 33,5009,2020-02-14 13:00:17:951
-1.541,-8.7918,5.4615,-0.4519,-8.7549,4.3953,-0.9242,0.425,1.0317,0.0574,-0.0386,0.0951,21.6464,24.01,8.55,-29.45,221.19,63.22,5.87,0,63.03,23.550388,87.29078,41.48,NaN,0,24.206451,,24 / 33,5509,2020-02-14 13:00:18:451
-2.8578,-6.6179,7.7911,-2.3717,-6.7506,6.7063,-0.5361,0.7944,0.8022,0.2907,-0.0344,0.5766,5.4116,24.22,-2.59,-31.1,205.56,47.36,17.02,0,63.978,23.550367,87.29079,42.63,NaN,1.55,27.664516,200.5,24 / 33,6010,2020-02-14 13:00:18:952
-3.9208,-6.1989,7.487,-2.5182,-6.2031,7.1659,-1.0974,0.7289,0.1143,-0.0385,0.0796,-0.2927,5.4116,24.74,-4.76,-30.15,204.97,39.11,20.89,0,65.117,23.550367,87.29079,42.63,NaN,1.55,27.664516,200.5,24 / 33,6509,2020-02-14 13:00:19:451
-3.0661,-6.1223,7.5325,-2.9695,-6.3815,6.8285,-0.9705,0.9601,0.3627,0.0393,0.0093,0.0344,5.4116,26.32,-4.78,-29.43,203.79,40.6,23.5,0,65.852,23.55034,87.29079,46.57,NaN,5.08,24.206451,186.2,24 / 33,7009,2020-02-14 13:00:19:951
-2.7333,-7.7671,8.1454,-2.7361,-6.6452,6.6727,-0.5891,-0.2697,0.3793,0.0819,0.0413,-0.2032,5.4116,28.07,-2.64,-28.91,208.38,42.66,22.3,0,66.948,23.55034,87.29079,46.57,NaN,5.08,24.206451,186.2,24 / 33,7508,2020-02-14 13:00:20:450
-3.2097,-5.9571,7.4798,-3.0586,-6.3631,6.8063,-0.1883,-0.8064,0.6217,0.1032,0.0732,0.0738,5.4116,26.9,-5.2,-29.97,203.95,41.14,23.42,0,67.363,23.55031,87.29079,53.5,NaN,7.81,27.664516,184.3,24 / 33,8009,2020-02-14 13:00:20:951
-3.2241,-6.1055,7.4271,-2.9345,-6.4608,6.7688,0.2507,0.8449,0.0132,-0.0598,-0.0471,-0.0285,5.4116,26.86,-3.32,-29.67,204.84,41.41,23.55,0,68.805,23.55031,87.29079,53.5,NaN,7.81,27.664516,184.3,24 / 33,8509,2020-02-14 13:00:21:451
-3.327,-8.4303,7.9251,-2.8623,-6.5365,6.727,-0.3462,-0.6715,0.5386,-0.0758,-0.0131,-0.0136,5.4116,26.99,-3.77,-28.62,205.87,41.8,23.05,0,71.616,23.55026,87.29079,51.13,NaN,16.09,24.206451,187.2,24 / 33,9009,2020-02-14 13:00:21:951
-3.2313,-7.487,6.3929,-2.8563,-6.7465,6.519,0.4981,-1.2067,0.4965,-0.1493,0.021,0.159,18.9406,27.38,-3.81,-29.51,203.45,43.47,23.66,0,70.247,23.55026,87.29079,51.13,NaN,16.09,24.206451,187.2,24 / 33,9509,2020-02-14 13:00:22:451
-2.4412,-8.3705,5.6698,-2.8933,-6.7956,6.4512,0.9031,0.5295,-0.5168,0.0244,-0.0088,0.0461,18.9406,28.18,-3.85,-28.99,204.4,43.26,23.86,0,73.105,23.550102,87.29074,49.24,NaN,21.31,24.206451,196.5,24 / 33,10009,2020-02-14 13:00:22:951
-1.948,-9.388,7.8892,-2.9524,-6.8654,6.3499,-0.5515,-0.1638,0.0394,0.0563,-0.1015,-0.1169,21.6464,26.35,-5.25,-24.98,207,45.84,23.4,0,74.043,23.550102,87.29074,49.24,NaN,21.31,24.206451,196.5,24 / 33,10509,2020-02-14 13:00:23:451
-2.0964,-7.2763,5.7153,-2.8948,-6.9397,6.2954,-0.2364,-0.5993,0.2365,-0.0609,0.1009,0.0056,18.9406,30.1,-3.36,-30.55,204.83,45.04,24.69,0,73.846,23.550026,87.29071,54.72,NaN,22.79,20.748388,196.7,24 / 33,11008,2020-02-14 13:00:23:950
-2.4867,-10.1948,7.3793,-2.7572,-7.1415,6.1292,2.6292,1.8427,-0.129,0.3631,-0.093,0.0951,18.9406,28.26,-3.39,-27.58,205.83,46.74,24.22,0,72.145,23.550026,87.29071,54.72,NaN,22.79,20.748388,196.7,24 / 33,11509,2020-02-14 13:00:24:451
-2.9751,-7.2619,5.4136,-2.8271,-7.1146,6.1286,0.7348,-0.6009,0.4165,0.1298,0.0444,0.061,18.9406,30.84,-1.99,-26.5,210.96,46.61,24.34,0,75.672,23.549946,87.29069,57.68,NaN,24.95,24.206451,195,24 / 33,12010,2020-02-14 13:00:24:952
-2.7141,-6.5197,6.3186,-2.9452,-7.0719,6.1225,0.8179,-0.0531,0.4111,0.0691,0.0988,0.0972,18.9406,30.92,-3.04,-24.47,213.01,46.76,25.16,0,74.411,23.549946,87.29069,57.68,NaN,24.95,24.206451,195,24 / 33,12508,2020-02-14 13:00:25:450
-4.5768,-7.5852,6.4767,-2.7296,-7.1782,6.0986,-0.1721,0.6394,0.126,-0.0875,0.0498,-0.1361,18.9406,30.07,-2.62,-25.38,211.78,47.05,24.11,0,75.736,23.549868,87.29064,58.93,NaN,25.81,20.748388,206.1,24 / 33,13008,2020-02-14 13:00:25:950
