bump:10.6,pothole:4.0,basespeed:5.0,lowerspeed:5.0,scaling:5.0
x,y,z,latitude,longitude,bearing,accuracy,light,timestamp
0.47217846,-3.2980068,9.709609,23.556536666666663,87.30991833333334,96.8726806640625,1.6,0.0,1501119,0
-2.557199E-9,2.220446E-16,9.50932,23.556536666666663,87.30991833333334,96.8726806640625,1.6,0.0,1501154,0
1.9130694,-2.4000642,6.3695297,23.556536666666663,87.30991833333334,96.8726806640625,1.6,0.0,1501166,0
0.5412847,-1.9298955,10.896464,23.556536666666663,87.30991833333334,96.8726806640625,1.6,0.0,1501218,1
-7.493444E-8,0.0,9.62668,23.556536666666663,87.30991833333334,96.8726806640625,1.6,0.0,1501237,0
-1.44072345E-8,2.220446E-16,10.113975,23.556536666666663,87.30991833333334,96.8726806640625,1.6,0.0,1501278,0
0.39556172,-1.95171,11.583112,23.556536666666663,87.30991833333334,96.8726806640625,1.6,0.0,1501320,0
1.2163357,0.7018234,10.5515585,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501362,0
1.6997545,-3.3565035,10.074739,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501403,0
0.41461584,-2.242207,10.730953,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501410,0
2.0781572,0.94741493,8.634864,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501445,0
1.6552693,-3.6208336,7.314674,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501486,0
3.0642724,1.7522801,6.496445,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501528,0
-0.03742574,1.517968,10.277513,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501567,0
0.12938085,3.5483217,6.6439786,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501611,0
-0.45579514,2.0117924,10.755246,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501652,0
-3.937423E-9,0.0,9.985104,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501694,0
5.405707E-9,-1.110223E-16,9.772266,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501736,0
0.8639669,2.4883614,8.47611,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501767,0
-1.1680226,2.979672,11.890971,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501777,0
2.753334E-8,0.0,9.45481,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501819,0
-0.6569427,1.3554821,10.242008,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501860,0
0.39742556,1.1590208,10.507067,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501902,0
0.2969359,0.54494137,10.627356,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501944,0
3.4951513,-1.2146126,8.068094,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501951,0
3.4951513,-1.2146126,8.068094,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1501985,0
2.7684956,-1.3098855,9.765412,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502027,0
1.9731166,-0.029698187,10.532028,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502068,0
2.6339068,-0.97170645,8.467071,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502110,0
2.73186,-0.047737014,7.667354,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502152,0
-1.870526,1.5700917,11.706303,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502166,0
2.3229382,-2.1072643,9.673221,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502193,0
0.7036349,2.618685,8.932394,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502235,0
-0.5311998,-1.6650647,9.326268,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502276,0
-1.5196422,2.7328901,9.223158,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502318,0
-2.3596992,0.23733325,9.48061,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502361,0
1.9207057,2.5275884,8.319916,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502368,0
-1.6443608,0.7320185,6.6013727,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502401,0
-0.75451565,2.7969065,10.992232,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502443,0
0.8828398,-3.1640537,11.744584,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502484,0
-0.23346378,3.2347167,7.2645416,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502526,0
1.9252039,-1.1595498,15.188023,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502567,0
0.16172314,-0.7985821,10.242628,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502609,0
1.2861543,1.3981665,10.33978,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502651,0
1.7031925,2.27487,12.941087,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502692,0
1.6463279,-1.0738872,10.70048,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502734,0
0.48456863,1.216693,10.297133,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502766,0
1.3745538,0.071645856,8.212945,23.556536666666663,87.30991833333334,96.8726806640625,1.7,0.0,1502776,0
